repeat,outer_fold,config_id,hidden_size1,hidden_size2,hidden_size3,lr,weight_decay,dropout,inner_selected_threshold,inner_selected_epochs_median,inner_pr_auc,inner_roc_auc,inner_recall,inner_specificity,inner_balanced_accuracy,inner_mcc,inner_f1_score,inner_accuracy,inner_threshold,inner_tp,inner_tn,inner_fp,inner_fn
0,2,2,32,16,16,0.0003,0.0001,0.2,0.48499999999999993,33,0.6318538325257856,0.9064852071005918,0.5384615384615384,0.9692307692307692,0.7538461538461538,0.5477225575051661,0.5833333333333334,0.9300699300699301,0.48499999999999993,35,630,20,30
0,2,3,80,16,24,0.001,0.0001,0.2,0.5199999999999999,15,0.33636090527656204,0.6804497041420119,0.27692307692307694,0.9907692307692307,0.6338461538461538,0.4272721674356089,0.40449438202247195,0.9258741258741259,0.5199999999999999,18,644,6,47
0,2,4,32,64,24,0.0003,0.0001,0.5,0.48999999999999994,14,0.6781365930161053,0.880224852071006,0.5846153846153846,0.963076923076923,0.7738461538461539,0.5594967428379346,0.5984251968503937,0.9286713286713286,0.48999999999999994,38,626,24,27
0,2,5,32,32,48,0.0005,0.0001,0.4,0.49499999999999994,10,0.28887446448566534,0.6201183431952663,0.23076923076923078,0.9753846153846154,0.6030769230769231,0.29100195093184894,0.3125,0.9076923076923077,0.49499999999999994,15,634,16,50
0,3,0,80,64,16,0.0003,0.0001,0.4,0.49499999999999994,17,0.4952242621613505,0.7511952662721895,0.3076923076923077,0.9923076923076923,0.65,0.4695048270344999,0.4444444444444444,0.9300699300699301,0.49499999999999994,20,645,5,45
0,3,1,48,64,32,0.0005,0.001,0.4,0.5149999999999999,8,0.49626438268406947,0.7990295857988166,0.4307692307692308,0.9738461538461538,0.7023076923076923,0.47897416639414747,0.5090909090909091,0.9244755244755245,0.5149999999999999,28,633,17,37
0,3,2,48,64,32,0.001,0.0005,0.5,0.5249999999999999,9,0.6614091824240061,0.783076923076923,0.5692307692307692,0.9815384615384616,0.7753846153846153,0.6266829397847219,0.6491228070175438,0.9440559440559441,0.5249999999999999,37,638,12,28
0,3,3,32,48,24,0.0005,0.001,0.2,0.5399999999999999,11,0.3935459858710207,0.6730650887573966,0.24615384615384617,0.9969230769230769,0.6215384615384616,0.44607146793246866,0.3855421686746988,0.9286713286713286,0.5399999999999999,16,648,2,49
0,3,4,32,32,16,0.0005,0.001,0.5,0.5149999999999999,26,0.4123288884104401,0.7642958579881656,0.16923076923076924,1.0,0.5846153846153846,0.3952847075210474,0.2894736842105263,0.9244755244755245,0.5149999999999999,11,650,0,54
0,3,5,64,16,48,0.0005,0.0001,0.4,0.5349999999999999,21,0.4712673769061075,0.714757396449704,0.4307692307692308,0.9815384615384616,0.7061538461538461,0.5157662404760657,0.5333333333333333,0.9314685314685315,0.5349999999999999,28,638,12,37
0,4,0,80,16,16,0.001,0.0001,0.2,0.575,25,0.5895613631240143,0.8321183431952662,0.47692307692307695,0.9938461538461538,0.7353846153846154,0.6272388471934527,0.62,0.9468531468531468,0.575,31,646,4,34
0,4,1,32,64,24,0.001,0.001,0.5,0.7499999999999999,30,0.5436209299485294,0.8659644970414202,0.49230769230769234,0.9738461538461538,0.7330769230769231,0.5304048345105328,0.5614035087719299,0.9300699300699301,0.7499999999999999,32,633,17,33
0,4,2,64,32,16,0.0003,0.0005,0.4,0.4799999999999999,16,0.5130259152436321,0.7230177514792899,0.49230769230769234,0.98,0.7361538461538462,0.5591067265513433,0.5818181818181818,0.9356643356643357,0.4799999999999999,32,637,13,33
0,4,3,80,32,48,0.0005,0.0005,0.2,0.6499999999999999,28,0.34959641919078754,0.7615384615384615,0.24615384615384617,0.9830769230769231,0.6146153846153846,0.3457085871336082,0.34782608695652173,0.916083916083916,0.6499999999999999,16,639,11,49
0,4,4,48,32,16,0.001,0.0001,0.5,0.5049999999999999,19,0.4792625365150059,0.7268994082840237,0.47692307692307695,0.9815384615384616,0.7292307692307692,0.5543670380227063,0.5740740740740741,0.9356643356643357,0.5049999999999999,31,638,12,34
0,4,5,64,48,24,0.001,0.001,0.5,0.49999999999999994,28,0.5757903851813555,0.8358106508875741,0.3076923076923077,0.9969230769230769,0.6523076923076923,0.50709255283711,0.45977011494252884,0.9342657342657342,0.49999999999999994,20,648,2,45
1,0,0,64,16,48,0.0003,0.0001,0.2,0.5399999999999999,18,0.43968220579844797,0.75634765625,0.25,0.99375,0.621875,0.42177569493998257,0.38095238095238093,0.9261363636363636,0.5399999999999999,16,636,4,48
1,0,1,32,64,16,0.0005,0.001,0.2,0.5349999999999999,21,0.5337095199107417,0.8180786132812499,0.265625,0.9953125,0.63046875,0.4515162888139557,0.4047619047619047,0.9289772727272727,0.5349999999999999,17,637,3,47
1,0,2,64,16,24,0.001,0.001,0.2,0.48499999999999993,23,0.6293624164610128,0.89539794921875,0.578125,0.9671875,0.77265625,0.5701579327914071,0.6065573770491803,0.9318181818181818,0.48499999999999993,37,619,21,27
1,0,3,48,16,24,0.001,0.001,0.4,0.4799999999999999,8,0.31679961934153833,0.63009033203125,0.25,0.9953125,0.62265625,0.4351886560407144,0.3855421686746988,0.9275568181818182,0.4799999999999999,16,637,3,48
1,0,4,80,32,48,0.0003,0.001,0.2,0.4649999999999999,23,0.4369538560004766,0.75994873046875,0.5,0.9296875,0.71484375,0.3957797417883147,0.45390070921985815,0.890625,0.4649999999999999,32,595,45,32
1,0,5,64,48,16,0.0003,0.0001,0.2,0.4649999999999999,36,0.732390806502375,0.9358886718749999,0.84375,0.971875,0.9078125,0.7738302728242418,0.7941176470588235,0.9602272727272727,0.4649999999999999,54,622,18,10
1,1,0,48,64,16,0.001,0.0005,0.5,0.4549999999999999,10,0.30799107361225886,0.7799408284023668,0.8307692307692308,0.7123076923076923,0.7715384615384615,0.330275997782471,0.35294117647058826,0.7230769230769231,0.4549999999999999,54,463,187,11
1,1,1,32,32,48,0.001,0.001,0.4,0.5249999999999999,6,0.3561067785661215,0.6576094674556213,0.3076923076923077,0.9907692307692307,0.6492307692307693,0.45835866409917897,0.4395604395604395,0.9286713286713286,0.5249999999999999,20,644,6,45
1,1,2,64,32,16,0.001,0.0005,0.2,0.5349999999999999,27,0.5435234619564759,0.8201893491124259,0.6,0.9769230769230769,0.7884615384615384,0.6276733044390178,0.6554621848739496,0.9426573426573427,0.5349999999999999,39,635,15,26
1,1,3,80,64,24,0.0005,0.0001,0.5,0.4599999999999999,15,0.5265483074010441,0.7327573964497043,0.4,0.9938461538461538,0.696923076923077,0.5647211485937991,0.5473684210526316,0.9398601398601398,0.4599999999999999,26,646,4,39
1,1,4,48,16,32,0.001,0.001,0.4,0.48999999999999994,11,0.3222463729324068,0.6349112426035503,0.24615384615384617,0.9707692307692307,0.6084615384615384,0.2890218217460027,0.32,0.9048951048951049,0.48999999999999994,16,631,19,49
1,1,5,32,32,24,0.001,0.001,0.2,0.605,11,0.31303801155747907,0.657810650887574,0.24615384615384617,0.9938461538461538,0.62,0.4184245890129397,0.37647058823529417,0.9258741258741259,0.605,16,646,4,49
1,2,0,48,16,24,0.0005,0.0001,0.4,0.49999999999999994,11,0.3633829228584668,0.7088047337278107,0.7230769230769231,0.7292307692307692,0.7261538461538461,0.2806805685076693,0.32638888888888884,0.7286713286713287,0.49999999999999994,47,474,176,18
1,2,1,48,48,24,0.001,0.0001,0.5,0.5149999999999999,3,0.3294482572748296,0.6574792899408284,0.24615384615384617,0.9861538461538462,0.6161538461538462,0.363565276319023,0.35555555555555557,0.9188811188811189,0.5149999999999999,16,641,9,49
1,2,2,48,48,24,0.001,0.0005,0.4,0.4799999999999999,12,0.27045777161016527,0.6346508875739645,0.49230769230769234,0.7461538461538462,0.6192307692307693,0.1534382742348101,0.24427480916030533,0.7230769230769231,0.4799999999999999,32,485,165,33
1,2,3,32,48,48,0.001,0.0005,0.4,0.4149999999999999,7,0.4739234127859077,0.8097633136094674,0.47692307692307695,0.9723076923076923,0.7246153846153847,0.511149213455695,0.543859649122807,0.9272727272727272,0.4149999999999999,31,632,18,34
1,2,4,80,32,16,0.0003,0.0005,0.2,0.5199999999999999,16,0.4623058680593774,0.7157396449704143,0.4307692307692308,0.9830769230769231,0.706923076923077,0.5238978648952044,0.5384615384615385,0.9328671328671329,0.5199999999999999,28,639,11,37
1,2,5,32,48,24,0.0003,0.0001,0.5,0.49999999999999994,14,0.5172987155918708,0.6908165680473373,0.46153846153846156,0.9784615384615385,0.72,0.5263546146162954,0.5504587155963303,0.9314685314685315,0.49999999999999994,30,636,14,35
1,3,0,48,16,32,0.0003,0.001,0.4,0.5049999999999999,29,0.2724081145223812,0.6208284023668639,0.23076923076923078,0.9892307692307692,0.61,0.3662335103823572,0.3448275862068966,0.9202797202797203,0.5049999999999999,15,643,7,50
1,3,1,80,64,16,0.001,0.0005,0.2,0.63,41,0.637481300039014,0.9121656804733729,0.6615384615384615,0.98,0.8207692307692307,0.686434865537916,0.7107438016528925,0.951048951048951,0.63,43,637,13,22
1,3,2,32,32,48,0.0003,0.0001,0.2,0.49499999999999994,21,0.4402623697483629,0.7829585798816568,0.36923076923076925,0.9815384615384616,0.6753846153846155,0.4611568982793527,0.47524752475247534,0.9258741258741259,0.49499999999999994,24,638,12,41
1,3,3,48,32,16,0.0003,0.0001,0.2,0.49499999999999994,27,0.5601062054950738,0.7862840236686391,0.5230769230769231,0.9723076923076923,0.7476923076923077,0.5483999868152128,0.5811965811965812,0.9314685314685315,0.49499999999999994,34,632,18,31
1,3,4,64,16,24,0.0005,0.0001,0.5,0.49999999999999994,16,0.5794875716656157,0.7554319526627219,0.6153846153846154,0.9753846153846154,0.7953846153846154,0.6321126819341961,0.6611570247933884,0.9426573426573427,0.49999999999999994,40,634,16,25
1,3,5,48,64,24,0.0003,0.0005,0.2,0.42999999999999994,19,0.34336949705794856,0.7056568047337278,0.9230769230769231,0.4707692307692308,0.696923076923077,0.22838579490107852,0.255863539445629,0.5118881118881119,0.42999999999999994,60,306,344,5
1,4,0,32,16,32,0.001,0.0001,0.4,0.4749999999999999,8,0.4972879657221604,0.7735502958579881,0.3384615384615385,0.9861538461538462,0.6623076923076923,0.4582194899001502,0.4583333333333334,0.9272727272727272,0.4749999999999999,22,641,9,43
1,4,1,80,48,16,0.0005,0.0001,0.4,0.49499999999999994,23,0.4733668310189657,0.7776804733727811,0.4307692307692308,0.9846153846153847,0.7076923076923077,0.5323259422648962,0.5436893203883496,0.9342657342657342,0.49499999999999994,28,640,10,37
1,4,2,80,16,24,0.0005,0.0001,0.2,0.6499999999999999,18,0.38951262357764155,0.7382011834319527,0.27692307692307694,0.9969230769230769,0.6369230769230769,0.4774331848993799,0.42352941176470593,0.9314685314685315,0.6499999999999999,18,648,2,47
1,4,3,64,32,24,0.0005,0.0001,0.2,0.735,11,0.337861804305265,0.6219408284023669,0.24615384615384617,0.9969230769230769,0.6215384615384616,0.44607146793246866,0.3855421686746988,0.9286713286713286,0.735,16,648,2,49
1,4,4,48,16,48,0.0003,0.0005,0.5,0.49499999999999994,32,0.5198161814785135,0.7737869822485207,0.35384615384615387,0.9969230769230769,0.6753846153846154,0.5489594900711076,0.5111111111111112,0.9384615384615385,0.49499999999999994,23,648,2,42
1,4,5,32,32,48,0.001,0.001,0.5,0.48499999999999993,28,0.6708914194725135,0.9144142011834319,0.7076923076923077,0.963076923076923,0.8353846153846154,0.6488698753769125,0.6814814814814816,0.9398601398601398,0.48499999999999993,46,626,24,19
2,0,0,48,32,32,0.001,0.001,0.4,0.8899999999999999,22,0.37088321030837856,0.7657958984375,0.234375,0.990625,0.6125,0.380226597197621,0.35294117647058826,0.921875,0.8899999999999999,15,634,6,49
2,0,1,48,64,32,0.001,0.0005,0.5,0.4649999999999999,10,0.4788077761469072,0.80120849609375,0.46875,0.965625,0.7171875,0.4774405769132393,0.5172413793103449,0.9204545454545454,0.4649999999999999,30,618,22,34
2,0,2,32,48,24,0.0005,0.0001,0.2,0.5099999999999999,9,0.3035400478565252,0.63466796875,0.28125,0.9265625,0.60390625,0.20636903509130597,0.27906976744186046,0.8678977272727273,0.5099999999999999,18,593,47,46
2,0,3,80,64,16,0.001,0.0005,0.2,0.5449999999999999,19,0.4952142937454181,0.81744384765625,0.46875,0.971875,0.7203125,0.5025468671263772,0.5357142857142857,0.9261363636363636,0.5449999999999999,30,622,18,34
2,0,4,64,32,48,0.0005,0.001,0.4,0.42999999999999994,17,0.6678929131650824,0.8893676757812501,0.6875,0.9703125,0.82890625,0.6624953072979188,0.6929133858267716,0.9446022727272727,0.42999999999999994,44,621,19,20
2,0,5,64,48,24,0.001,0.0005,0.5,0.48999999999999994,32,0.6716206850070812,0.8862060546875,0.71875,0.96875,0.84375,0.6780635036208104,0.7076923076923077,0.9460227272727273,0.48999999999999994,46,620,20,18
2,1,0,80,64,32,0.001,0.0001,0.5,0.5549999999999999,11,0.509573540647422,0.8416213017751479,0.49230769230769234,0.936923076923077,0.7146153846153847,0.4075447089540495,0.463768115942029,0.8965034965034965,0.5549999999999999,32,609,41,33
2,1,1,64,16,24,0.0003,0.001,0.2,0.5099999999999999,13,0.30172061094196895,0.626568047337278,0.2153846153846154,0.9938461538461538,0.6046153846153846,0.3839602508785806,0.3373493975903615,0.9230769230769231,0.5099999999999999,14,646,4,51
2,1,2,48,64,48,0.0005,0.001,0.4,0.5199999999999999,19,0.3879304158710255,0.7496449704142011,0.4153846153846154,0.98,0.6976923076923077,0.49459673060577936,0.5142857142857142,0.9286713286713286,0.5199999999999999,27,637,13,38
2,1,3,80,16,48,0.0003,0.0001,0.4,0.5049999999999999,19,0.34594764683026424,0.6314792899408284,0.18461538461538463,1.0,0.5923076923076923,0.41315495011227443,0.3116883116883117,0.9258741258741259,0.5049999999999999,12,650,0,53
2,1,4,32,64,48,0.0003,0.001,0.4,0.5399999999999999,70,0.7746183585168356,0.9542840236686392,0.7076923076923077,0.9830769230769231,0.8453846153846154,0.7331552795966395,0.7540983606557378,0.958041958041958,0.5399999999999999,46,639,11,19
2,1,5,80,16,32,0.0005,0.0001,0.4,0.5549999999999999,12,0.3432038456114148,0.6206627218934911,0.24615384615384617,0.9953846153846154,0.6207692307692307,0.4317359688090169,0.38095238095238093,0.9272727272727272,0.5549999999999999,16,647,3,49
2,2,0,64,48,16,0.0005,0.001,0.5,0.5149999999999999,38,0.6234470264769918,0.919680473372781,0.6153846153846154,0.963076923076923,0.7892307692307692,0.5825153360586068,0.6201550387596899,0.9314685314685315,0.5149999999999999,40,626,24,25
2,2,1,48,64,32,0.0005,0.0001,0.5,0.5299999999999999,7,0.4647487208031867,0.7203905325443787,0.4153846153846154,0.9553846153846154,0.6853846153846154,0.39671655298474284,0.4462809917355372,0.9062937062937063,0.5299999999999999,27,621,29,38
2,2,2,48,32,48,0.0003,0.0001,0.4,0.4799999999999999,11,0.34272643809850517,0.6622721893491124,0.7230769230769231,0.62,0.6715384615384615,0.20044265651771034,0.26183844011142066,0.6293706293706294,0.4799999999999999,47,403,247,18
2,2,3,32,16,48,0.001,0.0005,0.4,0.59,28,0.6443831453215186,0.9160473372781065,0.5692307692307692,0.9753846153846154,0.7723076923076924,0.5976354250184309,0.6271186440677967,0.9384615384615385,0.59,37,634,16,28
2,2,4,48,64,48,0.0003,0.001,0.2,0.565,18,0.5077714459534021,0.771207100591716,0.5076923076923077,0.9784615384615385,0.7430769230769231,0.563962104393322,0.5892857142857143,0.9356643356643357,0.565,33,636,14,32
2,2,5,80,48,24,0.0005,0.001,0.2,0.5199999999999999,13,0.5038054482989383,0.7292426035502958,0.5076923076923077,0.8923076923076924,0.7,0.3274756588299147,0.39285714285714285,0.8573426573426574,0.5199999999999999,33,580,70,32
2,3,0,32,64,48,0.0005,0.0001,0.5,0.6649999999999999,16,0.3020724006643234,0.7200710059171598,0.2153846153846154,0.9953846153846154,0.6053846153846154,0.3977117254387802,0.3414634146341464,0.9244755244755245,0.6649999999999999,14,647,3,51
2,3,1,64,48,24,0.0003,0.0005,0.4,0.5149999999999999,21,0.4981968270181062,0.8333136094674556,0.38461538461538464,0.9923076923076923,0.6884615384615385,0.5404557867401593,0.5263157894736842,0.9370629370629371,0.5149999999999999,25,645,5,40
2,3,2,48,64,32,0.0003,0.001,0.4,0.5099999999999999,11,0.33425014065385406,0.7172426035502959,0.9846153846153847,0.4907692307692308,0.7376923076923078,0.2748431658651617,0.2782608695652174,0.5356643356643357,0.5099999999999999,64,319,331,1
2,3,3,80,48,16,0.0003,0.0001,0.2,0.5199999999999999,37,0.6850433591329017,0.894414201183432,0.6615384615384615,0.9846153846153847,0.823076923076923,0.7090589788354266,0.7288135593220341,0.9552447552447553,0.5199999999999999,43,640,10,22
2,3,4,80,16,24,0.0005,0.0001,0.5,0.5399999999999999,16,0.37378942254889147,0.6865443786982248,0.5076923076923077,0.8953846153846153,0.7015384615384614,0.33270277164461043,0.3975903614457831,0.8601398601398601,0.5399999999999999,33,582,68,32
2,3,5,48,64,32,0.0003,0.0001,0.4,0.5049999999999999,15,0.4309531392508477,0.7594437869822486,0.38461538461538464,0.9938461538461538,0.6892307692307692,0.5515362352188884,0.5319148936170213,0.9384615384615385,0.5049999999999999,25,646,4,40
2,4,0,64,16,32,0.0005,0.001,0.5,0.48999999999999994,26,0.308431929422686,0.6732071005917161,0.6923076923076923,0.7276923076923076,0.71,0.26095324405222975,0.31358885017421606,0.7244755244755244,0.48999999999999994,45,473,177,20
2,4,1,64,48,24,0.0003,0.0005,0.2,0.5149999999999999,14,0.35669129213137873,0.6604023668639053,0.4461538461538462,0.9153846153846154,0.6807692307692308,0.3227851449377256,0.38926174496644295,0.8727272727272727,0.5149999999999999,29,595,55,36
2,4,2,80,64,16,0.0005,0.0001,0.4,0.595,10,0.46887429717570916,0.7216568047337277,0.47692307692307695,0.9784615384615385,0.7276923076923077,0.5390735865120443,0.5636363636363636,0.9328671328671329,0.595,31,636,14,34
2,4,3,64,64,16,0.001,0.0005,0.5,0.6399999999999999,30,0.6850426643979131,0.9101301775147929,0.676923076923077,0.9769230769230769,0.8269230769230769,0.6831420278227357,0.7096774193548386,0.9496503496503497,0.6399999999999999,44,635,15,21
2,4,4,32,64,16,0.0003,0.001,0.4,0.49499999999999994,3,0.28929229513957916,0.6294319526627219,0.23076923076923078,0.9846153846153847,0.6076923076923078,0.33708038864015377,0.33333333333333337,0.916083916083916,0.49499999999999994,15,640,10,50
2,4,5,64,32,16,0.0005,0.0005,0.4,0.5549999999999999,14,0.4480213184438822,0.781775147928994,0.4,0.9738461538461538,0.686923076923077,0.4520509739581128,0.48148148148148145,0.9216783216783216,0.5549999999999999,26,633,17,39
3,0,0,64,16,32,0.0003,0.001,0.2,0.5199999999999999,10,0.4355417878228812,0.7404052734375,0.1875,0.996875,0.5921875,0.37965877673179427,0.30769230769230765,0.9232954545454546,0.5199999999999999,12,638,2,52
3,0,1,80,64,24,0.001,0.001,0.4,0.6,15,0.45219312714513166,0.75645751953125,0.375,0.984375,0.6796875,0.48189339765931455,0.48979591836734687,0.9289772727272727,0.6,24,630,10,40
3,0,2,32,16,16,0.0003,0.0005,0.2,0.48999999999999994,16,0.4406969408493556,0.7076416015625,0.578125,0.740625,0.659375,0.20228481635510667,0.27715355805243447,0.7258522727272727,0.48999999999999994,37,474,166,27
3,0,3,80,32,32,0.0003,0.0001,0.4,0.5249999999999999,36,0.6029195476280055,0.8916381835937501,0.546875,0.984375,0.765625,0.6243526406300716,0.6422018348623854,0.9446022727272727,0.5249999999999999,35,630,10,29
3,0,4,80,16,24,0.0005,0.001,0.5,0.5249999999999999,12,0.3088289863686809,0.62086181640625,0.234375,0.9796875,0.60703125,0.31489676822848445,0.3260869565217391,0.9119318181818182,0.5249999999999999,15,627,13,49
3,0,5,80,16,24,0.0005,0.0005,0.2,0.48499999999999993,11,0.36150955176550653,0.7504150390625,0.875,0.6046875,0.73984375,0.2778821100476083,0.3002680965147453,0.6292613636363636,0.48499999999999993,56,387,253,8
3,1,0,48,16,48,0.0003,0.0001,0.5,0.5299999999999999,9,0.3287633408220388,0.6207100591715977,0.26153846153846155,0.9876923076923076,0.6246153846153846,0.3900501639978922,0.37777777777777777,0.9216783216783216,0.5299999999999999,17,642,8,48
3,1,1,64,48,16,0.0003,0.001,0.5,0.4799999999999999,25,0.5653690136071639,0.8699289940828402,0.6461538461538462,0.9692307692307692,0.8076923076923077,0.6286480256606006,0.6614173228346457,0.9398601398601398,0.4799999999999999,42,630,20,23
3,1,2,48,64,32,0.001,0.0001,0.4,0.49999999999999994,46,0.7409291521035557,0.9435621301775148,0.6923076923076923,0.98,0.8361538461538461,0.7079209345301234,0.7317073170731708,0.9538461538461539,0.49999999999999994,45,637,13,20
3,1,3,48,32,16,0.0003,0.001,0.2,0.4699999999999999,6,0.3362594194284113,0.6641301775147929,0.8,0.46923076923076923,0.6346153846153846,0.15575042317447466,0.2251082251082251,0.4993006993006993,0.4699999999999999,52,305,345,13
3,1,4,64,64,24,0.0003,0.0005,0.5,0.5249999999999999,23,0.49675473063802006,0.8280000000000001,0.47692307692307695,0.9723076923076923,0.7246153846153847,0.511149213455695,0.543859649122807,0.9272727272727272,0.5249999999999999,31,632,18,34
3,1,5,64,64,32,0.0003,0.0001,0.4,0.48999999999999994,28,0.4336464100552881,0.8342721893491124,0.36923076923076925,0.9753846153846154,0.6723076923076923,0.4310882009949205,0.4571428571428572,0.9202797202797203,0.48999999999999994,24,634,16,41
3,2,0,32,64,32,0.0005,0.0001,0.4,0.48999999999999994,40,0.5518005343220096,0.8166508875739645,0.49230769230769234,0.9876923076923076,0.74,0.6004442799572107,0.6095238095238096,0.9426573426573427,0.48999999999999994,32,642,8,33
3,2,1,80,64,32,0.0005,0.0001,0.2,0.575,42,0.6933395208244947,0.9006863905325444,0.6923076923076923,0.9707692307692307,0.8315384615384616,0.6677236963863286,0.6976744186046512,0.9454545454545454,0.575,45,631,19,20
3,2,2,80,48,32,0.0003,0.001,0.2,0.5549999999999999,17,0.5080674474533895,0.834224852071006,0.4461538461538462,0.98,0.713076923076923,0.5210118387940804,0.5420560747663552,0.9314685314685315,0.5549999999999999,29,637,13,36
3,2,3,64,16,24,0.001,0.0005,0.4,0.48999999999999994,24,0.34380881673804364,0.6845562130177514,0.5538461538461539,0.8753846153846154,0.7146153846153847,0.3335497967936507,0.39560439560439564,0.8461538461538461,0.48999999999999994,36,569,81,29
3,2,4,48,32,32,0.0003,0.0005,0.2,0.4799999999999999,16,0.5393214349286186,0.7991242603550296,0.5384615384615384,0.9753846153846154,0.7569230769230769,0.5739543332527244,0.6034482758620688,0.9356643356643357,0.4799999999999999,35,634,16,30
3,2,5,32,32,48,0.001,0.0001,0.4,0.48999999999999994,21,0.7827386497569631,0.9161065088757396,0.8307692307692308,0.98,0.9053846153846155,0.7998079394477684,0.8181818181818182,0.9664335664335665,0.48999999999999994,54,637,13,11
3,3,0,48,48,16,0.0003,0.001,0.5,0.565,25,0.3332749846627085,0.6366153846153846,0.2923076923076923,0.9876923076923076,0.64,0.42227491851219257,0.41304347826086957,0.9244755244755245,0.565,19,642,8,46
3,3,1,80,48,16,0.0003,0.001,0.4,0.57,29,0.3227035202961812,0.7174437869822485,0.23076923076923078,0.9907692307692307,0.6107692307692307,0.3772012380428545,0.34883720930232565,0.9216783216783216,0.57,15,644,6,50
3,3,2,48,48,16,0.0005,0.0005,0.4,0.49999999999999994,28,0.746697987745116,0.9495621301775148,0.8461538461538461,0.9723076923076923,0.9092307692307693,0.7771103410880084,0.7971014492753623,0.9608391608391609,0.49999999999999994,55,632,18,10
3,3,3,48,64,24,0.001,0.0005,0.4,0.48999999999999994,24,0.7366660558988848,0.935810650887574,0.7538461538461538,0.9815384615384616,0.8676923076923078,0.7567877697746398,0.7777777777777778,0.9608391608391609,0.48999999999999994,49,638,12,16
3,3,4,80,64,16,0.0003,0.001,0.5,0.5249999999999999,27,0.44361036179937363,0.7320118343195265,0.4,0.9861538461538462,0.6930769230769231,0.5144998387109694,0.52,0.9328671328671329,0.5249999999999999,26,641,9,39
3,3,5,48,48,32,0.0005,0.0001,0.4,0.4799999999999999,33,0.7781274390918159,0.9094082840236686,0.8461538461538461,0.9815384615384616,0.9138461538461539,0.8165022228138509,0.8333333333333334,0.9692307692307692,0.4799999999999999,55,638,12,10
3,4,0,64,64,24,0.001,0.001,0.5,0.705,18,0.331318799114668,0.6339289940828402,0.23076923076923078,0.9938461538461538,0.6123076923076923,0.4014869518860921,0.35714285714285715,0.9244755244755245,0.705,15,646,4,50
3,4,1,32,64,48,0.0003,0.001,0.4,0.4549999999999999,8,0.44652666733411733,0.7301893491124261,0.3384615384615385,0.9815384615384616,0.66,0.4322652466947154,0.4444444444444445,0.9230769230769231,0.4549999999999999,22,638,12,43
3,4,2,48,32,24,0.0005,0.001,0.4,0.5549999999999999,32,0.3944268985640453,0.7651242603550296,0.26153846153846155,0.9938461538461538,0.6276923076923077,0.43482920496606836,0.39534883720930236,0.9272727272727272,0.5549999999999999,17,646,4,48
3,4,3,32,48,32,0.001,0.001,0.5,0.5199999999999999,8,0.4694325634585486,0.7251715976331361,0.36923076923076925,0.9938461538461538,0.6815384615384615,0.5380896254333104,0.5161290322580645,0.9370629370629371,0.5199999999999999,24,646,4,41
3,4,4,80,48,24,0.0003,0.001,0.4,0.48499999999999993,29,0.3567544740160075,0.7524852071005917,0.47692307692307695,0.8969230769230769,0.686923076923077,0.31250045480071426,0.38036809815950917,0.8587412587412587,0.48499999999999993,31,583,67,34
3,4,5,80,16,32,0.0005,0.0001,0.5,0.48499999999999993,15,0.65635844508481,0.9144023668639053,0.676923076923077,0.9861538461538462,0.8315384615384616,0.7276295711382592,0.7457627118644068,0.958041958041958,0.48499999999999993,44,641,9,21
4,0,0,48,48,16,0.001,0.0005,0.4,0.49999999999999994,36,0.7469370271613196,0.9472412109375,0.625,0.990625,0.8078125,0.7161505984509744,0.7272727272727273,0.9573863636363636,0.49999999999999994,40,634,6,24
4,0,1,48,32,24,0.0005,0.0005,0.2,0.5149999999999999,6,0.30045941424692624,0.6213134765624999,0.21875,0.9859375,0.60234375,0.33100444180813043,0.3218390804597701,0.9161931818181818,0.5149999999999999,14,631,9,50
4,0,2,80,16,48,0.0003,0.001,0.4,0.5149999999999999,21,0.5095039923947499,0.79505615234375,0.4375,0.9953125,0.71640625,0.6064449585127305,0.5894736842105263,0.9446022727272727,0.5149999999999999,28,637,3,36
4,0,3,48,32,16,0.0003,0.001,0.5,0.5199999999999999,18,0.45905072619772624,0.81358642578125,0.390625,0.9921875,0.69140625,0.5448481852818687,0.5319148936170213,0.9375,0.5199999999999999,25,635,5,39
4,0,4,48,64,48,0.0005,0.0001,0.4,0.4699999999999999,33,0.6942497202453777,0.939794921875,0.828125,0.9734375,0.90078125,0.7700584949366865,0.7910447761194029,0.9602272727272727,0.4699999999999999,53,623,17,11
4,0,5,32,16,48,0.0005,0.001,0.4,0.4599999999999999,58,0.8263719650715389,0.96556396484375,0.8125,0.9796875,0.89609375,0.7866849683555799,0.8062015503875969,0.9644886363636364,0.4599999999999999,52,627,13,12
4,1,0,48,64,16,0.001,0.001,0.4,0.6449999999999999,8,0.49486601471044406,0.7907573964497043,0.49230769230769234,0.8907692307692308,0.6915384615384615,0.31362091941787984,0.38095238095238093,0.8545454545454545,0.6449999999999999,32,579,71,33
4,1,1,32,64,32,0.001,0.0005,0.4,0.43999999999999995,35,0.7289892473314685,0.9446745562130178,0.8615384615384616,0.94,0.9007692307692308,0.6788597750842984,0.7,0.9328671328671329,0.43999999999999995,56,611,39,9
4,1,2,48,16,48,0.001,0.0005,0.2,0.6849999999999999,22,0.5025738720165911,0.7757159763313609,0.5384615384615384,0.9769230769230769,0.7576923076923077,0.5809636795811604,0.608695652173913,0.9370629370629371,0.6849999999999999,35,635,15,30
