pr_auc,roc_auc,precision,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,threshold,tp,tn,fp,fn
0.8344371655637979,0.9837829599146471,0.8615384615384616,0.691358024691358,0.9888888888888889,0.8401234567901235,0.7519775877108605,0.7671232876712328,0.9618406285072951,0.5,56,801,9,25
