bootstrap_iteration,pr_auc,roc_auc,precision,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,threshold,tp,tn,fp,fn
1307,0.9249851036997336,0.9945130315500685,0.8970588235294118,0.7530864197530864,0.991358024691358,0.8722222222222222,0.806051774088746,0.8187919463087249,0.9696969696969697,0.5,61,803,7,20
1308,0.885484807782537,0.9935680536503582,0.873015873015873,0.6790123456790124,0.9901234567901235,0.8345679012345679,0.7504363171203915,0.7638888888888891,0.9618406285072951,0.5,55,802,8,26
1309,0.8787628415907857,0.9862673372961438,0.8636363636363636,0.7037037037037037,0.9888888888888889,0.8462962962962963,0.7602631123499285,0.7755102040816326,0.9629629629629629,0.5,57,801,9,24
1310,0.7870983931080793,0.9661332114007011,0.8235294117647058,0.691358024691358,0.9851851851851852,0.8382716049382716,0.7325312971818122,0.7516778523489933,0.9584736251402918,0.5,56,798,12,25
1311,0.7725352882567628,0.9725346745922878,0.8153846153846154,0.654320987654321,0.9851851851851852,0.8197530864197531,0.7069408174849833,0.726027397260274,0.9551066217732884,0.5,53,798,12,28
1312,0.8583192547780487,0.9935375704923031,0.9032258064516129,0.691358024691358,0.9925925925925926,0.8419753086419752,0.7727458025338414,0.7832167832167831,0.9652076318742986,0.5,56,804,6,25
1313,0.8192219281642954,0.9613321140070112,0.8448275862068966,0.6049382716049383,0.9888888888888889,0.7969135802469136,0.6920039586779928,0.7050359712230215,0.9539842873176206,0.5,49,801,9,32
1314,0.9098594823245452,0.9858253315043439,0.8695652173913043,0.7407407407407407,0.9888888888888889,0.8648148148148148,0.7847422344211447,0.7999999999999999,0.9663299663299664,0.5,60,801,9,21
1315,0.8088195781384561,0.9746989788142052,0.8529411764705882,0.7160493827160493,0.9876543209876543,0.8518518518518519,0.7619394879445857,0.7785234899328859,0.9629629629629629,0.5,58,800,10,23
1316,0.8686700225609616,0.9796524919981711,0.8615384615384616,0.691358024691358,0.9888888888888889,0.8401234567901235,0.7519775877108605,0.7671232876712328,0.9618406285072951,0.5,56,801,9,25
1317,0.8001072280429768,0.9831428135954885,0.8591549295774648,0.7530864197530864,0.9876543209876543,0.8703703703703703,0.7863486577919049,0.8026315789473684,0.9663299663299664,0.5,61,800,10,20
1318,0.9159530116818881,0.9881115683584819,0.9104477611940298,0.7530864197530864,0.9925925925925926,0.8728395061728396,0.8128977686065312,0.8243243243243243,0.9708193041526375,0.5,61,804,6,20
1319,0.9074219425020418,0.9938424020728547,0.9298245614035088,0.654320987654321,0.9950617283950617,0.8246913580246913,0.7628959177559028,0.7681159420289856,0.9640852974186308,0.5,53,806,4,28
1320,0.7815994199624912,0.972488949855205,0.8169014084507042,0.7160493827160493,0.9839506172839506,0.85,0.74309948161335,0.7631578947368421,0.9595959595959596,0.5,58,797,13,23
1321,0.8551304983924025,0.9810394756896813,0.8166666666666667,0.6049382716049383,0.9864197530864197,0.795679012345679,0.6783586642304662,0.6950354609929078,0.9517396184062851,0.5,49,799,11,32
1322,0.8118818431025343,0.9874561804602957,0.7941176470588235,0.6666666666666666,0.9827160493827161,0.8246913580246913,0.7031231064190387,0.7248322147651006,0.9539842873176206,0.5,54,796,14,27
1323,0.8404136207982312,0.9848346288675507,0.890625,0.7037037037037037,0.991358024691358,0.8475308641975309,0.7738657983665511,0.7862068965517242,0.9652076318742986,0.5,57,803,7,24
1324,0.7961994279953326,0.9875933546715439,0.8055555555555556,0.7160493827160493,0.9827160493827161,0.8493827160493828,0.7370691464199678,0.758169934640523,0.9584736251402918,0.5,58,796,14,23
1325,0.8641736925131032,0.9926688004877304,0.9027777777777778,0.8024691358024691,0.991358024691358,0.8969135802469136,0.8373418041484793,0.8496732026143791,0.9741863075196409,0.5,65,803,7,16
1326,0.9127088793321935,0.9936290199664686,0.9076923076923077,0.7283950617283951,0.9925925925925926,0.8604938271604938,0.7970143579367378,0.8082191780821918,0.9685746352413019,0.5,59,804,6,22
1327,0.8816345547325738,0.9718030787989635,0.859375,0.6790123456790124,0.9888888888888889,0.8339506172839506,0.7436259270271832,0.7586206896551724,0.9607182940516273,0.5,55,801,9,26
1328,0.912049898202558,0.9732205456485291,0.9433962264150944,0.6172839506172839,0.9962962962962963,0.8067901234567901,0.7457554650026396,0.746268656716418,0.9618406285072951,0.5,50,807,3,31
1329,0.8531159057319364,0.9841182746532541,0.835820895522388,0.691358024691358,0.9864197530864197,0.8388888888888888,0.7388756208029563,0.7567567567567567,0.9595959595959596,0.5,56,799,11,25
1330,0.8008188110425588,0.9828379820149368,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
1331,0.8646268199128009,0.9845145557079714,0.9076923076923077,0.7283950617283951,0.9925925925925926,0.8604938271604938,0.7970143579367378,0.8082191780821918,0.9685746352413019,0.5,59,804,6,22
1332,0.8757348042987211,0.9866636183508612,0.9027777777777778,0.8024691358024691,0.991358024691358,0.8969135802469136,0.8373418041484793,0.8496732026143791,0.9741863075196409,0.5,65,803,7,16
1333,0.8439673758388395,0.9683737235177563,0.8870967741935484,0.6790123456790124,0.991358024691358,0.8351851851851853,0.7574024743246858,0.7692307692307693,0.9629629629629629,0.5,55,803,7,26
1334,0.8549861721803724,0.9928059746989788,0.9117647058823529,0.7654320987654321,0.9925925925925926,0.8790123456790123,0.8207558694701327,0.832214765100671,0.9719416386083053,0.5,62,804,6,19
1335,0.8361433119186618,0.9882030178326474,0.828125,0.654320987654321,0.9864197530864197,0.8203703703703704,0.7133860556878153,0.7310344827586207,0.9562289562289562,0.5,53,799,11,28
1336,0.7830533491509536,0.9872123151958543,0.8225806451612904,0.6296296296296297,0.9864197530864197,0.8080246913580247,0.6960291614880629,0.7132867132867133,0.9539842873176206,0.5,51,799,11,30
1337,0.8714057573946603,0.9912360920591374,0.8484848484848485,0.691358024691358,0.9876543209876543,0.8395061728395061,0.7453559924999299,0.7619047619047619,0.9607182940516273,0.5,56,800,10,25
1338,0.8577502291815136,0.9846212467611644,0.9047619047619048,0.7037037037037037,0.9925925925925926,0.8481481481481481,0.7808968318374553,0.7916666666666667,0.9663299663299664,0.5,57,804,6,24
1339,0.8392818738089718,0.9914037494284407,0.8421052631578947,0.5925925925925926,0.9888888888888889,0.7907407407407407,0.6831254320589928,0.6956521739130435,0.9528619528619529,0.5,48,801,9,33
1340,0.8613122275829832,0.9832952293857644,0.8870967741935484,0.6790123456790124,0.991358024691358,0.8351851851851853,0.7574024743246858,0.7692307692307693,0.9629629629629629,0.5,55,803,7,26
1341,0.8169016113593188,0.9863435451912819,0.8591549295774648,0.7530864197530864,0.9876543209876543,0.8703703703703703,0.7863486577919049,0.8026315789473684,0.9663299663299664,0.5,61,800,10,20
1342,0.8030498156571017,0.9782045419905502,0.7878787878787878,0.6419753086419753,0.9827160493827161,0.8123456790123457,0.6857275130999355,0.7074829931972788,0.9517396184062851,0.5,52,796,14,29
1343,0.850362113453154,0.9782502667276329,0.8405797101449275,0.7160493827160493,0.9864197530864197,0.8512345679012345,0.7555301715492916,0.7733333333333333,0.9618406285072951,0.5,58,799,11,23
1344,0.8975572447907285,0.9935985368084134,0.8947368421052632,0.6296296296296297,0.9925925925925926,0.8111111111111111,0.7309877234771388,0.7391304347826088,0.9595959595959596,0.5,51,804,6,30
1345,0.8378501965830484,0.9799268404206676,0.8870967741935484,0.6790123456790124,0.991358024691358,0.8351851851851853,0.7574024743246858,0.7692307692307693,0.9629629629629629,0.5,55,803,7,26
1346,0.8423873118140693,0.9860844383478127,0.8939393939393939,0.7283950617283951,0.991358024691358,0.8598765432098765,0.7900773520499257,0.8027210884353742,0.9674523007856342,0.5,59,803,7,22
1347,0.8016039045626511,0.9879743941472336,0.7972972972972973,0.7283950617283951,0.9814814814814815,0.8549382716049383,0.7395047306702291,0.7612903225806451,0.9584736251402918,0.5,59,795,15,22
1348,0.8512416387817779,0.9832952293857644,0.8947368421052632,0.6296296296296297,0.9925925925925926,0.8111111111111111,0.7309877234771388,0.7391304347826088,0.9595959595959596,0.5,51,804,6,30
1349,0.8556797460104177,0.9802164304221919,0.9016393442622951,0.6790123456790124,0.9925925925925926,0.8358024691358025,0.7645307117209399,0.7746478873239437,0.9640852974186308,0.5,55,804,6,26
1350,0.8445978875625453,0.9803840877914952,0.8732394366197183,0.7654320987654321,0.9888888888888889,0.8771604938271604,0.800765049851423,0.8157894736842104,0.9685746352413019,0.5,62,801,9,19
1351,0.8950243436564996,0.9845907636031093,0.90625,0.7160493827160493,0.9925925925925926,0.854320987654321,0.788985734036235,0.7999999999999999,0.9674523007856342,0.5,58,804,6,23
1352,0.795624043690123,0.9748209114464258,0.8289473684210527,0.7777777777777778,0.9839506172839506,0.8808641975308642,0.7839702158385384,0.802547770700637,0.9652076318742986,0.5,63,797,13,18
1353,0.8395433592316698,0.971010516689529,0.8484848484848485,0.691358024691358,0.9876543209876543,0.8395061728395061,0.7453559924999299,0.7619047619047619,0.9607182940516273,0.5,56,800,10,25
1354,0.9088994576906497,0.9880810852004267,0.9322033898305084,0.6790123456790124,0.9950617283950617,0.837037037037037,0.779300533833962,0.7857142857142857,0.9663299663299664,0.5,55,806,4,26
1355,0.7976222781249427,0.9776101204084743,0.8088235294117647,0.6790123456790124,0.9839506172839506,0.8314814814814815,0.7178272018004255,0.7382550335570469,0.9562289562289562,0.5,55,797,13,26
1356,0.8011367545067782,0.981161408321902,0.8596491228070176,0.6049382716049383,0.9901234567901235,0.7975308641975309,0.6990795291983748,0.7101449275362319,0.9551066217732884,0.5,49,802,8,32
1357,0.8799760386327181,0.9880048773052887,0.9027777777777778,0.8024691358024691,0.991358024691358,0.8969135802469136,0.8373418041484793,0.8496732026143791,0.9741863075196409,0.5,65,803,7,16
1358,0.8195831441865115,0.9757506477671087,0.8428571428571429,0.7283950617283951,0.9864197530864197,0.8574074074074074,0.7637618564106307,0.7814569536423841,0.9629629629629629,0.5,59,799,11,22
1359,0.8047268031394973,0.980978509373571,0.7846153846153846,0.6296296296296297,0.9827160493827161,0.8061728395061729,0.6769163040010651,0.6986301369863014,0.9506172839506173,0.5,51,796,14,30
1360,0.8785143376321835,0.9786465477823503,0.8787878787878788,0.7160493827160493,0.9901234567901235,0.8530864197530864,0.7751702321999271,0.7891156462585033,0.9652076318742986,0.5,58,802,8,23
1361,0.804228744880693,0.9824721841182746,0.8676470588235294,0.7283950617283951,0.9888888888888889,0.8586419753086421,0.7766435833259724,0.7919463087248322,0.9652076318742986,0.5,59,801,9,22
1362,0.8236468018335976,0.9895442767870751,0.8636363636363636,0.7037037037037037,0.9888888888888889,0.8462962962962963,0.7602631123499285,0.7755102040816326,0.9629629629629629,0.5,57,801,9,24
1363,0.8940014879057128,0.9835848193872885,0.8833333333333333,0.654320987654321,0.991358024691358,0.8228395061728395,0.7406713599009056,0.75177304964539,0.9607182940516273,0.5,53,803,7,28
1364,0.8505626425634438,0.9912056089010821,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
1365,0.7639486373947965,0.9777472946197225,0.7972972972972973,0.7283950617283951,0.9814814814814815,0.8549382716049383,0.7395047306702291,0.7612903225806451,0.9584736251402918,0.5,59,795,15,22
1366,0.8076460146335991,0.9877914951989026,0.8266666666666667,0.7654320987654321,0.9839506172839506,0.8746913580246913,0.7759129137172565,0.7948717948717949,0.9640852974186308,0.5,62,797,13,19
1367,0.8026172585074752,0.9689224203627496,0.8382352941176471,0.7037037037037037,0.9864197530864197,0.8450617283950617,0.7472353925631989,0.7651006711409395,0.9607182940516273,0.5,57,799,11,24
1368,0.8623267801661141,0.9782045419905502,0.8450704225352113,0.7407407407407407,0.9864197530864197,0.8635802469135803,0.7719322657323866,0.7894736842105262,0.9640852974186308,0.5,60,799,11,21
1369,0.8863430340405372,0.9889498552049993,0.9117647058823529,0.7654320987654321,0.9925925925925926,0.8790123456790123,0.8207558694701327,0.832214765100671,0.9719416386083053,0.5,62,804,6,19
1370,0.8349568564630401,0.9891327541533302,0.8285714285714286,0.7160493827160493,0.9851851851851852,0.8506172839506172,0.7492517002439347,0.7682119205298013,0.9607182940516273,0.5,58,798,12,23
1371,0.8344920975954656,0.9875323883554337,0.8450704225352113,0.7407407407407407,0.9864197530864197,0.8635802469135803,0.7719322657323866,0.7894736842105262,0.9640852974186308,0.5,60,799,11,21
1372,0.8517963760172078,0.9837067520195091,0.8823529411764706,0.7407407407407407,0.9901234567901235,0.865432098765432,0.7913476787073592,0.8053691275167785,0.9674523007856342,0.5,60,802,8,21
1373,0.846730436912241,0.990138698369151,0.8382352941176471,0.7037037037037037,0.9864197530864197,0.8450617283950617,0.7472353925631989,0.7651006711409395,0.9607182940516273,0.5,57,799,11,24
1374,0.8526202116009541,0.9921658283798201,0.8787878787878788,0.7160493827160493,0.9901234567901235,0.8530864197530864,0.7751702321999271,0.7891156462585033,0.9652076318742986,0.5,58,802,8,23
1375,0.8620557982279163,0.9865721688766956,0.9032258064516129,0.691358024691358,0.9925925925925926,0.8419753086419752,0.7727458025338414,0.7832167832167831,0.9652076318742986,0.5,56,804,6,25
1376,0.8035925019114899,0.9813747904282883,0.8596491228070176,0.6049382716049383,0.9901234567901235,0.7975308641975309,0.6990795291983748,0.7101449275362319,0.9551066217732884,0.5,49,802,8,32
1377,0.7721367383708218,0.9719402530102119,0.7974683544303798,0.7777777777777778,0.980246913580247,0.8790123456790124,0.7666141142872865,0.7875,0.9618406285072951,0.5,63,794,16,18
1378,0.8597558967421786,0.9675201950922117,0.8870967741935484,0.6790123456790124,0.991358024691358,0.8351851851851853,0.7574024743246858,0.7692307692307693,0.9629629629629629,0.5,55,803,7,26
1379,0.7952809660746525,0.9757354061880811,0.8666666666666667,0.6419753086419753,0.9901234567901235,0.8160493827160493,0.7250931859832958,0.7375886524822695,0.9584736251402918,0.5,52,802,8,29
1380,0.8890674889834284,0.9944063404968755,0.9107142857142857,0.6296296296296297,0.9938271604938271,0.8117283950617284,0.7385061679748308,0.7445255474452555,0.9607182940516273,0.5,51,805,5,30
1381,0.7673584185916461,0.9797896662094192,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
1382,0.8693588385106977,0.9832952293857642,0.873015873015873,0.6790123456790124,0.9901234567901235,0.8345679012345679,0.7504363171203915,0.7638888888888891,0.9618406285072951,0.5,55,802,8,26
1383,0.7298905702394084,0.9763298277701569,0.7878787878787878,0.6419753086419753,0.9827160493827161,0.8123456790123457,0.6857275130999355,0.7074829931972788,0.9517396184062851,0.5,52,796,14,29
1384,0.7725123570980379,0.985855814662399,0.8387096774193549,0.6419753086419753,0.9876543209876543,0.8148148148148148,0.7113724896972187,0.7272727272727273,0.9562289562289562,0.5,52,800,10,29
1385,0.7769722732479569,0.980277396738302,0.7702702702702703,0.7037037037037037,0.9790123456790123,0.841358024691358,0.7112106366271943,0.735483870967742,0.9539842873176206,0.5,57,793,17,24
1386,0.885825055076183,0.9925011431184271,0.855072463768116,0.7283950617283951,0.9876543209876543,0.8580246913580247,0.7701362029852181,0.7866666666666667,0.9640852974186308,0.5,59,800,10,22
1387,0.8265687119037021,0.9794848346288675,0.9193548387096774,0.7037037037037037,0.9938271604938271,0.8487654320987654,0.7880891307429971,0.7972027972027971,0.9674523007856342,0.5,57,805,5,24
1388,0.8846288911763995,0.9778235025148605,0.9180327868852459,0.691358024691358,0.9938271604938271,0.8425925925925926,0.7799899724358854,0.7887323943661971,0.9663299663299664,0.5,56,805,5,25
1389,0.9431987970087161,0.995351318396586,0.921875,0.7283950617283951,0.9938271604938271,0.8611111111111112,0.8041056697059189,0.8137931034482758,0.9696969696969697,0.5,59,805,5,22
1390,0.8738324325004292,0.9644566377076665,0.8615384615384616,0.691358024691358,0.9888888888888889,0.8401234567901235,0.7519775877108605,0.7671232876712328,0.9618406285072951,0.5,56,801,9,25
1391,0.8163482866025674,0.9753848498704466,0.8333333333333334,0.7407407407407407,0.9851851851851852,0.8629629629629629,0.7657184771995426,0.7843137254901961,0.9629629629629629,0.5,60,798,12,21
1392,0.8370643932417229,0.9784179240969364,0.868421052631579,0.8148148148148148,0.9876543209876543,0.9012345679012346,0.8259005515316855,0.8407643312101911,0.9719416386083053,0.5,66,800,10,15
1393,0.8322854893873336,0.9647462277091906,0.896551724137931,0.6419753086419753,0.9925925925925926,0.817283950617284,0.7394803217473769,0.7482014388489209,0.9607182940516273,0.5,52,804,6,29
1394,0.9075577902275805,0.9868465172991921,0.8783783783783784,0.8024691358024691,0.9888888888888889,0.895679012345679,0.8243870127993337,0.8387096774193549,0.9719416386083053,0.5,65,801,9,16
1395,0.7713408318975581,0.9748971193415638,0.8082191780821918,0.7283950617283951,0.9827160493827161,0.8555555555555556,0.745391440814953,0.7662337662337663,0.9595959595959596,0.5,59,796,14,22
1396,0.8685727366499923,0.9851699436061575,0.9104477611940298,0.7530864197530864,0.9925925925925926,0.8728395061728396,0.8128977686065312,0.8243243243243243,0.9708193041526375,0.5,61,804,6,20
1397,0.816729249428964,0.9846822130772748,0.8732394366197183,0.7654320987654321,0.9888888888888889,0.8771604938271604,0.800765049851423,0.8157894736842104,0.9685746352413019,0.5,62,801,9,19
1398,0.8080975386866259,0.9811004420057918,0.8813559322033898,0.6419753086419753,0.991358024691358,0.8166666666666667,0.7321999521187226,0.7428571428571428,0.9595959595959596,0.5,52,803,7,29
1399,0.7388777102115598,0.9697302240512116,0.8026315789473685,0.7530864197530864,0.9814814814814815,0.867283950617284,0.7560166587097736,0.7770700636942676,0.9607182940516273,0.5,61,795,15,20
1400,0.8182324539461177,0.9786313062033226,0.782608695652174,0.6666666666666666,0.9814814814814815,0.8240740740740741,0.6971060458055853,0.72,0.9528619528619529,0.5,54,795,15,27
1401,0.8902145504323146,0.9914951989026063,0.8769230769230769,0.7037037037037037,0.9901234567901235,0.8469135802469137,0.7669898444528196,0.7808219178082192,0.9640852974186308,0.5,57,802,8,24
1402,0.7874081085764191,0.9754153330285017,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
1403,0.8622003366625849,0.9787837219935984,0.8548387096774194,0.654320987654321,0.9888888888888889,0.821604938271605,0.7267158179063743,0.7412587412587414,0.9584736251402918,0.5,53,801,9,28
1404,0.8570357287183462,0.9845450388660264,0.8852459016393442,0.6666666666666666,0.991358024691358,0.8290123456790124,0.7490714510059944,0.7605633802816901,0.9618406285072951,0.5,54,803,7,27
1405,0.8204269192275973,0.9817405883249504,0.8571428571428571,0.6666666666666666,0.9888888888888889,0.8277777777777777,0.7352060597618595,0.75,0.9595959595959596,0.5,54,801,9,27
1406,0.8812152712885959,0.9795610425240056,0.8387096774193549,0.6419753086419753,0.9876543209876543,0.8148148148148148,0.7113724896972187,0.7272727272727273,0.9562289562289562,0.5,52,800,10,29
1407,0.7654598093569908,0.9681755829903977,0.8227848101265823,0.8024691358024691,0.9827160493827161,0.8925925925925926,0.794082372453932,0.8125000000000001,0.9663299663299664,0.5,65,796,14,16
1408,0.9208419841494334,0.9858253315043438,0.8823529411764706,0.7407407407407407,0.9901234567901235,0.865432098765432,0.7913476787073592,0.8053691275167785,0.9674523007856342,0.5,60,802,8,21
1409,0.8413328040344215,0.9832799878067368,0.8909090909090909,0.6049382716049383,0.9925925925925926,0.7987654320987654,0.7137742529753551,0.7205882352941176,0.957351290684624,0.5,49,804,6,32
1410,0.837572346697573,0.9764974851394604,0.8260869565217391,0.7037037037037037,0.9851851851851852,0.8444444444444444,0.740924140113365,0.76,0.9595959595959596,0.5,57,798,12,24
1411,0.8382004711167642,0.9908550525834476,0.875,0.7777777777777778,0.9888888888888889,0.8833333333333333,0.8086924733689046,0.823529411764706,0.9696969696969697,0.5,63,801,9,18
1412,0.7890175846836106,0.9878067367779302,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
1413,0.9251292436037978,0.989254686785551,0.9166666666666666,0.6790123456790124,0.9938271604938271,0.8364197530864197,0.7718277077361254,0.7801418439716312,0.9652076318742986,0.5,55,805,5,26
1414,0.9194563923971603,0.9876848041457094,0.8970588235294118,0.7530864197530864,0.991358024691358,0.8722222222222222,0.806051774088746,0.8187919463087249,0.9696969696969697,0.5,61,803,7,20
1415,0.9006507128757566,0.9929279073311995,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
1416,0.8612493735937577,0.9909769852156682,0.8620689655172413,0.6172839506172839,0.9901234567901235,0.8037037037037037,0.7078294130344542,0.7194244604316548,0.9562289562289562,0.5,50,802,8,31
1417,0.8961296944227831,0.9865264441396129,0.9310344827586207,0.6666666666666666,0.9950617283950617,0.8308641975308642,0.7711312304602996,0.776978417266187,0.9652076318742986,0.5,54,806,4,27
1418,0.8504330148142042,0.9859625057155922,0.8888888888888888,0.7901234567901234,0.9901234567901235,0.8901234567901235,0.823017138758692,0.8366013071895425,0.9719416386083053,0.5,64,802,8,17
1419,0.7797009071603583,0.9801859472641365,0.8169014084507042,0.7160493827160493,0.9839506172839506,0.85,0.74309948161335,0.7631578947368421,0.9595959595959596,0.5,58,797,13,23
1420,0.9313153696435942,0.9813595488492608,0.9354838709677419,0.7160493827160493,0.9950617283950617,0.8555555555555555,0.8034324589521528,0.811188811188811,0.9696969696969697,0.5,58,806,4,23
1421,0.8605635038325461,0.9721688766956256,0.8714285714285714,0.7530864197530864,0.9888888888888889,0.8709876543209877,0.7927821687440225,0.8079470198675497,0.9674523007856342,0.5,61,801,9,20
1422,0.8821074438505923,0.9901539399481787,0.8461538461538461,0.6790123456790124,0.9876543209876543,0.8333333333333333,0.7369653309689015,0.7534246575342466,0.9595959595959596,0.5,55,800,10,26
1423,0.840674894398307,0.9756744398719708,0.8153846153846154,0.654320987654321,0.9851851851851852,0.8197530864197531,0.7069408174849833,0.726027397260274,0.9551066217732884,0.5,53,798,12,28
1424,0.8138194672463802,0.9889803383630544,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
1425,0.8787066767409748,0.9893461362597165,0.8253968253968254,0.6419753086419753,0.9864197530864197,0.8141975308641975,0.7047455450447957,0.7222222222222222,0.9551066217732884,0.5,52,799,11,29
1426,0.7670646098228511,0.9666209419295839,0.8448275862068966,0.6049382716049383,0.9888888888888889,0.7969135802469136,0.6920039586779928,0.7050359712230215,0.9539842873176206,0.5,49,801,9,32
1427,0.8501639164000133,0.975811614083219,0.8260869565217391,0.7037037037037037,0.9851851851851852,0.8444444444444444,0.740924140113365,0.76,0.9595959595959596,0.5,57,798,12,24
1428,0.8734549149783256,0.9897271757354063,0.8026315789473685,0.7530864197530864,0.9814814814814815,0.867283950617284,0.7560166587097736,0.7770700636942676,0.9607182940516273,0.5,61,795,15,20
1429,0.8393368863426851,0.9774424630391708,0.8666666666666667,0.6419753086419753,0.9901234567901235,0.8160493827160493,0.7250931859832958,0.7375886524822695,0.9584736251402918,0.5,52,802,8,29
1430,0.8674860724687014,0.9837067520195092,0.859375,0.6790123456790124,0.9888888888888889,0.8339506172839506,0.7436259270271832,0.7586206896551724,0.9607182940516273,0.5,55,801,9,26
1431,0.8426802734497332,0.985337600975461,0.875,0.691358024691358,0.9901234567901235,0.8407407407407408,0.7587458626968672,0.7724137931034484,0.9629629629629629,0.5,56,802,8,25
1432,0.8645465991728161,0.9680688919372047,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
1433,0.9185723556887619,0.9880810852004267,0.9482758620689655,0.6790123456790124,0.9962962962962963,0.8376543209876544,0.7869566848167611,0.7913669064748201,0.9674523007856342,0.5,55,807,3,26
1434,0.7250966318784139,0.9651425087639078,0.8169014084507042,0.7160493827160493,0.9839506172839506,0.85,0.74309948161335,0.7631578947368421,0.9595959595959596,0.5,58,797,13,23
1435,0.8720008411831521,0.9927754915409236,0.8833333333333333,0.654320987654321,0.991358024691358,0.8228395061728395,0.7406713599009056,0.75177304964539,0.9607182940516273,0.5,53,803,7,28
1436,0.858398530798364,0.9928516994360616,0.8840579710144928,0.7530864197530864,0.9901234567901235,0.8716049382716049,0.7993482658570712,0.8133333333333332,0.9685746352413019,0.5,61,802,8,20
1437,0.8425782663139936,0.988919372046944,0.8208955223880597,0.6790123456790124,0.9851851851851852,0.8320987654320988,0.7240711912422413,0.7432432432432432,0.957351290684624,0.5,55,798,12,26
1438,0.7877714007663837,0.9877152873037647,0.84375,0.6666666666666666,0.9876543209876543,0.8271604938271604,0.7285059913574993,0.7448275862068966,0.9584736251402918,0.5,54,800,10,27
1439,0.7526819083368081,0.9676421277244323,0.7692307692307693,0.6172839506172839,0.9814814814814815,0.7993827160493827,0.6619040472591059,0.684931506849315,0.9483726150392817,0.5,50,795,15,31
1440,0.8244428141017266,0.9893613778387441,0.8382352941176471,0.7037037037037037,0.9864197530864197,0.8450617283950617,0.7472353925631989,0.7651006711409395,0.9607182940516273,0.5,57,799,11,24
1441,0.8597857078119214,0.9855814662399024,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
1442,0.8090992142283802,0.9883097088858407,0.835820895522388,0.691358024691358,0.9864197530864197,0.8388888888888888,0.7388756208029563,0.7567567567567567,0.9595959595959596,0.5,56,799,11,25
1443,0.7751440996524875,0.9683279987806737,0.7571428571428571,0.654320987654321,0.9790123456790123,0.8166666666666667,0.6767009194104552,0.7019867549668874,0.9494949494949495,0.5,53,793,17,28
1444,0.8782985667293234,0.9942844078646548,0.921875,0.7283950617283951,0.9938271604938271,0.8611111111111112,0.8041056697059189,0.8137931034482758,0.9696969696969697,0.5,59,805,5,22
1445,0.8485709143854002,0.9815272062185643,0.8490566037735849,0.5555555555555556,0.9901234567901235,0.7728395061728395,0.6632271942276996,0.6716417910447762,0.9506172839506173,0.5,45,802,8,36
1446,0.7991188444648617,0.9709800335314739,0.8615384615384616,0.691358024691358,0.9888888888888889,0.8401234567901235,0.7519775877108605,0.7671232876712328,0.9618406285072951,0.5,56,801,9,25
1447,0.7849679862879237,0.9871056241426611,0.7538461538461538,0.6049382716049383,0.980246913580247,0.7925925925925926,0.6468917905171468,0.6712328767123288,0.9461279461279462,0.5,49,794,16,32
1448,0.7495515278653452,0.9654625819234872,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
1449,0.9215098184552144,0.9872427983539094,0.9322033898305084,0.6790123456790124,0.9950617283950617,0.837037037037037,0.779300533833962,0.7857142857142857,0.9663299663299664,0.5,55,806,4,26
1450,0.7808163234829895,0.9753086419753086,0.8450704225352113,0.7407407407407407,0.9864197530864197,0.8635802469135803,0.7719322657323866,0.7894736842105262,0.9640852974186308,0.5,60,799,11,21
1451,0.8170323511046177,0.9807041609510745,0.8524590163934426,0.6419753086419753,0.9888888888888889,0.8154320987654321,0.7181529295761034,0.7323943661971831,0.957351290684624,0.5,52,801,9,29
1452,0.9174228036592902,0.9860539551897577,0.9137931034482759,0.654320987654321,0.9938271604938271,0.8240740740740741,0.7553057761038383,0.7625899280575539,0.9629629629629629,0.5,53,805,5,28
1453,0.8047777680023086,0.9823045267489712,0.8309859154929577,0.7283950617283951,0.9851851851851852,0.8567901234567901,0.7575158736728683,0.7763157894736843,0.9618406285072951,0.5,59,798,12,22
