bootstrap_iteration,pr_auc,roc_auc,precision,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,threshold,tp,tn,fp,fn
34,0.8742286926022486,0.985490016765737,0.8833333333333333,0.654320987654321,0.991358024691358,0.8228395061728395,0.7406713599009056,0.75177304964539,0.9607182940516273,0.5,53,803,7,28
35,0.8370985466936103,0.9849413199207436,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
36,0.8801610220827388,0.9864197530864198,0.9166666666666666,0.6790123456790124,0.9938271604938271,0.8364197530864197,0.7718277077361254,0.7801418439716312,0.9652076318742986,0.5,55,805,5,26
37,0.8580060585436827,0.9914494741655235,0.875,0.691358024691358,0.9901234567901235,0.8407407407407408,0.7587458626968672,0.7724137931034484,0.9629629629629629,0.5,56,802,8,25
38,0.8119502879303643,0.9771985977747295,0.8484848484848485,0.691358024691358,0.9876543209876543,0.8395061728395061,0.7453559924999299,0.7619047619047619,0.9607182940516273,0.5,56,800,10,25
39,0.9183035633472709,0.9923487273281512,0.875,0.6049382716049383,0.991358024691358,0.7981481481481482,0.706333622043254,0.7153284671532847,0.9562289562289562,0.5,49,803,7,32
40,0.8984509461971641,0.9849870446578265,0.8983050847457628,0.654320987654321,0.9925925925925926,0.8234567901234568,0.7479001460238024,0.7571428571428572,0.9618406285072951,0.5,53,804,6,28
41,0.8517053439123403,0.9904892546867856,0.8382352941176471,0.7037037037037037,0.9864197530864197,0.8450617283950617,0.7472353925631989,0.7651006711409395,0.9607182940516273,0.5,57,799,11,24
42,0.8030307273393051,0.9871513488797439,0.8225806451612904,0.6296296296296297,0.9864197530864197,0.8080246913580247,0.6960291614880629,0.7132867132867133,0.9539842873176206,0.5,51,799,11,30
43,0.8194824326191847,0.9760402377686328,0.8548387096774194,0.654320987654321,0.9888888888888889,0.821604938271605,0.7267158179063743,0.7412587412587414,0.9584736251402918,0.5,53,801,9,28
44,0.9534234095970933,0.9952903520804756,0.9482758620689655,0.6790123456790124,0.9962962962962963,0.8376543209876544,0.7869566848167611,0.7913669064748201,0.9674523007856342,0.5,55,807,3,26
45,0.8938824001889976,0.9916018899557993,0.8823529411764706,0.7407407407407407,0.9901234567901235,0.865432098765432,0.7913476787073592,0.8053691275167785,0.9674523007856342,0.5,60,802,8,21
46,0.839492022647369,0.9815119646395365,0.8260869565217391,0.7037037037037037,0.9851851851851852,0.8444444444444444,0.740924140113365,0.76,0.9595959595959596,0.5,57,798,12,24
47,0.89666100846709,0.9920134125895443,0.8833333333333333,0.654320987654321,0.991358024691358,0.8228395061728395,0.7406713599009056,0.75177304964539,0.9607182940516273,0.5,53,803,7,28
48,0.862745132256864,0.9852918762383783,0.868421052631579,0.8148148148148148,0.9876543209876543,0.9012345679012346,0.8259005515316855,0.8407643312101911,0.9719416386083053,0.5,66,800,10,15
49,0.7962064687536667,0.9820606614845298,0.8428571428571429,0.7283950617283951,0.9864197530864197,0.8574074074074074,0.7637618564106307,0.7814569536423841,0.9629629629629629,0.5,59,799,11,22
50,0.8869262657404119,0.9937661941777169,0.8870967741935484,0.6790123456790124,0.991358024691358,0.8351851851851853,0.7574024743246858,0.7692307692307693,0.9629629629629629,0.5,55,803,7,26
51,0.8673636193270556,0.9865874104557232,0.9016393442622951,0.6790123456790124,0.9925925925925926,0.8358024691358025,0.7645307117209399,0.7746478873239437,0.9640852974186308,0.5,55,804,6,26
52,0.8068547917604778,0.9890260631001371,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
53,0.8571777666815643,0.9855509830818472,0.8636363636363636,0.7037037037037037,0.9888888888888889,0.8462962962962963,0.7602631123499285,0.7755102040816326,0.9629629629629629,0.5,57,801,9,24
54,0.8653841947126756,0.9929431489102272,0.8805970149253731,0.7283950617283951,0.9901234567901235,0.8592592592592593,0.7832889094851012,0.7972972972972973,0.9663299663299664,0.5,59,802,8,22
55,0.8563848328370859,0.983859167809785,0.8596491228070176,0.6049382716049383,0.9901234567901235,0.7975308641975309,0.6990795291983748,0.7101449275362319,0.9551066217732884,0.5,49,802,8,32
56,0.8056725534576584,0.9767108672458467,0.8955223880597015,0.7407407407407407,0.991358024691358,0.8660493827160494,0.7980933390458161,0.8108108108108107,0.9685746352413019,0.5,60,803,7,21
57,0.7945332634222664,0.977549154092364,0.8064516129032258,0.6172839506172839,0.9851851851851852,0.8012345679012345,0.6806858332789072,0.6993006993006994,0.9517396184062851,0.5,50,798,12,31
58,0.7706974218330734,0.9779606767261088,0.7796610169491526,0.5679012345679012,0.9839506172839506,0.7759259259259259,0.6379987886882437,0.6571428571428571,0.9461279461279462,0.5,46,797,13,35
59,0.8612754285228252,0.9919981710105166,0.8857142857142857,0.7654320987654321,0.9901234567901235,0.8777777777777778,0.8072923249107185,0.8211920529801325,0.9696969696969697,0.5,62,802,8,19
60,0.7565821676158916,0.9697149824721841,0.8714285714285714,0.7530864197530864,0.9888888888888889,0.8709876543209877,0.7927821687440225,0.8079470198675497,0.9674523007856342,0.5,61,801,9,20
61,0.8703697351814874,0.9800030483158055,0.896551724137931,0.6419753086419753,0.9925925925925926,0.817283950617284,0.7394803217473769,0.7482014388489209,0.9607182940516273,0.5,52,804,6,29
62,0.7870262502994247,0.9827770156988263,0.8382352941176471,0.7037037037037037,0.9864197530864197,0.8450617283950617,0.7472353925631989,0.7651006711409395,0.9607182940516273,0.5,57,799,11,24
63,0.7921177647662976,0.9840115836000609,0.8311688311688312,0.7901234567901234,0.9839506172839506,0.8870370370370371,0.7919722704868379,0.810126582278481,0.9663299663299664,0.5,64,797,13,17
64,0.8024575791379501,0.9884621246761165,0.8676470588235294,0.7283950617283951,0.9888888888888889,0.8586419753086421,0.7766435833259724,0.7919463087248322,0.9652076318742986,0.5,59,801,9,22
65,0.7874769017380076,0.9798811156835849,0.8208955223880597,0.6790123456790124,0.9851851851851852,0.8320987654320988,0.7240711912422413,0.7432432432432432,0.957351290684624,0.5,55,798,12,26
66,0.869317129471294,0.9895900015241579,0.8548387096774194,0.654320987654321,0.9888888888888889,0.821604938271605,0.7267158179063743,0.7412587412587414,0.9584736251402918,0.5,53,801,9,28
67,0.7660815339355274,0.9810394756896814,0.8059701492537313,0.6666666666666666,0.9839506172839506,0.8253086419753086,0.7092667616815264,0.7297297297297297,0.9551066217732884,0.5,54,797,13,27
68,0.8136145450147504,0.9740131077579638,0.9117647058823529,0.7654320987654321,0.9925925925925926,0.8790123456790123,0.8207558694701327,0.832214765100671,0.9719416386083053,0.5,62,804,6,19
69,0.9318314278106191,0.9950464868160342,0.9193548387096774,0.7037037037037037,0.9938271604938271,0.8487654320987654,0.7880891307429971,0.7972027972027971,0.9674523007856342,0.5,57,805,5,24
70,0.8210503946627801,0.982975156226185,0.8571428571428571,0.6666666666666666,0.9888888888888889,0.8277777777777777,0.7352060597618595,0.75,0.9595959595959596,0.5,54,801,9,27
71,0.9230422953092352,0.9887821978356958,0.9322033898305084,0.6790123456790124,0.9950617283950617,0.837037037037037,0.779300533833962,0.7857142857142857,0.9663299663299664,0.5,55,806,4,26
72,0.8860469910083657,0.9850175278158817,0.8947368421052632,0.6296296296296297,0.9925925925925926,0.8111111111111111,0.7309877234771388,0.7391304347826088,0.9595959595959596,0.5,51,804,6,30
73,0.8796701843998161,0.9920286541685719,0.8266666666666667,0.7654320987654321,0.9839506172839506,0.8746913580246913,0.7759129137172565,0.7948717948717949,0.9640852974186308,0.5,62,797,13,19
74,0.8380583810548988,0.9906873952141443,0.8524590163934426,0.6419753086419753,0.9888888888888889,0.8154320987654321,0.7181529295761034,0.7323943661971831,0.957351290684624,0.5,52,801,9,29
75,0.8162736076484134,0.9879743941472336,0.855072463768116,0.7283950617283951,0.9876543209876543,0.8580246913580247,0.7701362029852181,0.7866666666666667,0.9640852974186308,0.5,59,800,10,22
76,0.8334195781944526,0.9852309099222679,0.9032258064516129,0.691358024691358,0.9925925925925926,0.8419753086419752,0.7727458025338414,0.7832167832167831,0.9652076318742986,0.5,56,804,6,25
77,0.823211599011802,0.9771223898795915,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
78,0.9265535976800438,0.9815881725346746,0.875,0.7777777777777778,0.9888888888888889,0.8833333333333333,0.8086924733689046,0.823529411764706,0.9696969696969697,0.5,63,801,9,18
79,0.8568219523960657,0.9867703094040543,0.9076923076923077,0.7283950617283951,0.9925925925925926,0.8604938271604938,0.7970143579367378,0.8082191780821918,0.9685746352413019,0.5,59,804,6,22
80,0.8217768609199209,0.9816491388507849,0.8548387096774194,0.654320987654321,0.9888888888888889,0.821604938271605,0.7267158179063743,0.7412587412587414,0.9584736251402918,0.5,53,801,9,28
81,0.8802644000715035,0.9930041152263375,0.8909090909090909,0.6049382716049383,0.9925925925925926,0.7987654320987654,0.7137742529753551,0.7205882352941176,0.957351290684624,0.5,49,804,6,32
82,0.8486566228116266,0.9740283493369912,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
83,0.7876344755051412,0.9792714525224813,0.8405797101449275,0.7160493827160493,0.9864197530864197,0.8512345679012345,0.7555301715492916,0.7733333333333333,0.9618406285072951,0.5,58,799,11,23
84,0.8192844971990332,0.9888584057308337,0.8194444444444444,0.7283950617283951,0.9839506172839506,0.8561728395061728,0.7513938118097552,0.7712418300653595,0.9607182940516273,0.5,59,797,13,22
85,0.8520651410564415,0.9897119341563787,0.8636363636363636,0.7037037037037037,0.9888888888888889,0.8462962962962963,0.7602631123499285,0.7755102040816326,0.9629629629629629,0.5,57,801,9,24
86,0.8604158495289046,0.9893918609967993,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
87,0.7587379473626994,0.9731595793324188,0.8142857142857143,0.7037037037037037,0.9839506172839506,0.8438271604938272,0.7347415440772388,0.7549668874172185,0.9584736251402918,0.5,57,797,13,24
88,0.8816155181082267,0.9867550678250268,0.9090909090909091,0.7407407407407407,0.9925925925925926,0.8666666666666667,0.8049844718999243,0.8163265306122449,0.9696969696969697,0.5,60,804,6,21
89,0.9007420079725488,0.9809327846364884,0.9384615384615385,0.7530864197530864,0.9950617283950617,0.874074074074074,0.827038871420656,0.8356164383561644,0.9730639730639731,0.5,61,806,4,20
90,0.8051110535121513,0.9824112178021642,0.8387096774193549,0.6419753086419753,0.9876543209876543,0.8148148148148148,0.7113724896972187,0.7272727272727273,0.9562289562289562,0.5,52,800,10,29
91,0.8203488861575885,0.9829446730681297,0.7941176470588235,0.6666666666666666,0.9827160493827161,0.8246913580246913,0.7031231064190387,0.7248322147651006,0.9539842873176206,0.5,54,796,14,27
92,0.8346865110134822,0.9835695778082608,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
93,0.7869950757891524,0.9872732815119646,0.7857142857142857,0.6790123456790124,0.9814814814814815,0.8302469135802469,0.7057212317438469,0.728476821192053,0.9539842873176206,0.5,55,795,15,26
94,0.919453645047057,0.9810089925316263,0.9180327868852459,0.691358024691358,0.9938271604938271,0.8425925925925926,0.7799899724358854,0.7887323943661971,0.9663299663299664,0.5,56,805,5,25
95,0.8337166205312487,0.9878067367779302,0.8571428571428571,0.6666666666666666,0.9888888888888889,0.8277777777777777,0.7352060597618595,0.75,0.9595959595959596,0.5,54,801,9,27
96,0.9088462077826,0.9931565310166133,0.9444444444444444,0.6296296296296297,0.9962962962962963,0.812962962962963,0.7541337032473462,0.7555555555555556,0.9629629629629629,0.5,51,807,3,30
97,0.907802245197777,0.9959609815576893,0.9508196721311475,0.7160493827160493,0.9962962962962963,0.8561728395061728,0.8109084938657763,0.8169014084507042,0.9708193041526375,0.5,58,807,3,23
98,0.9001517973568429,0.9938271604938272,0.9122807017543859,0.6419753086419753,0.9938271604938271,0.8179012345679012,0.7469418206165208,0.753623188405797,0.9618406285072951,0.5,52,805,5,29
99,0.821944073383486,0.9894375857338821,0.8524590163934426,0.6419753086419753,0.9888888888888889,0.8154320987654321,0.7181529295761034,0.7323943661971831,0.957351290684624,0.5,52,801,9,29
100,0.8494424344694393,0.9780368846212467,0.873015873015873,0.6790123456790124,0.9901234567901235,0.8345679012345679,0.7504363171203915,0.7638888888888891,0.9618406285072951,0.5,55,802,8,26
101,0.848869063075446,0.991175125743027,0.8805970149253731,0.7283950617283951,0.9901234567901235,0.8592592592592593,0.7832889094851012,0.7972972972972973,0.9663299663299664,0.5,59,802,8,22
102,0.846008977306975,0.9849260783417162,0.90625,0.7160493827160493,0.9925925925925926,0.854320987654321,0.788985734036235,0.7999999999999999,0.9674523007856342,0.5,58,804,6,23
103,0.8343059417227533,0.9904740131077578,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
104,0.8397181177915389,0.9907331199512268,0.8695652173913043,0.7407407407407407,0.9888888888888889,0.8648148148148148,0.7847422344211447,0.7999999999999999,0.9663299663299664,0.5,60,801,9,21
105,0.8767819214172382,0.985520499923792,0.855072463768116,0.7283950617283951,0.9876543209876543,0.8580246913580247,0.7701362029852181,0.7866666666666667,0.9640852974186308,0.5,59,800,10,22
106,0.8271683442621975,0.983158055174516,0.8181818181818182,0.6666666666666666,0.9851851851851852,0.825925925925926,0.7155417527999327,0.7346938775510203,0.9562289562289562,0.5,54,798,12,27
107,0.8636212761056017,0.9859929888736473,0.9206349206349206,0.7160493827160493,0.9938271604938271,0.8549382716049383,0.7961270891959873,0.8055555555555556,0.9685746352413019,0.5,58,805,5,23
108,0.8357651645321442,0.9895442767870752,0.8305084745762712,0.6049382716049383,0.9876543209876543,0.7962962962962963,0.6850993704034831,0.7,0.9528619528619529,0.5,49,800,10,32
109,0.9573763637383113,0.9956866331351928,0.9444444444444444,0.6296296296296297,0.9962962962962963,0.812962962962963,0.7541337032473462,0.7555555555555556,0.9629629629629629,0.5,51,807,3,30
110,0.8381425003893714,0.9911903673220546,0.8571428571428571,0.6666666666666666,0.9888888888888889,0.8277777777777777,0.7352060597618595,0.75,0.9595959595959596,0.5,54,801,9,27
111,0.8415525359255311,0.9716506630086876,0.8688524590163934,0.654320987654321,0.9901234567901235,0.8222222222222222,0.733612190291049,0.7464788732394366,0.9595959595959596,0.5,53,802,8,28
112,0.8718500764335247,0.991800030483158,0.8656716417910447,0.7160493827160493,0.9888888888888889,0.8524691358024692,0.7684844799243862,0.7837837837837838,0.9640852974186308,0.5,58,801,9,23
113,0.9548153196248088,0.9891175125743028,0.9354838709677419,0.7160493827160493,0.9950617283950617,0.8555555555555555,0.8034324589521528,0.811188811188811,0.9696969696969697,0.5,58,806,4,23
114,0.7559716677537662,0.9792257277853985,0.8285714285714286,0.7160493827160493,0.9851851851851852,0.8506172839506172,0.7492517002439347,0.7682119205298013,0.9607182940516273,0.5,58,798,12,23
115,0.7795634165583745,0.9741655235482396,0.8169014084507042,0.7160493827160493,0.9839506172839506,0.85,0.74309948161335,0.7631578947368421,0.9595959595959596,0.5,58,797,13,23
116,0.8567185857186929,0.9842402072854747,0.9056603773584906,0.5925925925925926,0.9938271604938271,0.7932098765432098,0.7127441566926636,0.7164179104477613,0.957351290684624,0.5,48,805,5,33
117,0.8743066019047349,0.9799725651577504,0.8507462686567164,0.7037037037037037,0.9876543209876543,0.845679012345679,0.7536800503636713,0.7702702702702703,0.9618406285072951,0.5,57,800,10,24
118,0.877144672267813,0.9842859320225574,0.859375,0.6790123456790124,0.9888888888888889,0.8339506172839506,0.7436259270271832,0.7586206896551724,0.9607182940516273,0.5,55,801,9,26
119,0.9191589765602475,0.9938119189147996,0.9,0.7777777777777778,0.991358024691358,0.884567901234568,0.8218024810774143,0.8344370860927153,0.9719416386083053,0.5,63,803,7,18
120,0.8836728537188898,0.9875781130925164,0.8787878787878788,0.7160493827160493,0.9901234567901235,0.8530864197530864,0.7751702321999271,0.7891156462585033,0.9652076318742986,0.5,58,802,8,23
121,0.8709317941513783,0.9875628715134888,0.8873239436619719,0.7777777777777778,0.9901234567901235,0.8839506172839506,0.8151814419109413,0.8289473684210527,0.9708193041526375,0.5,63,802,8,18
122,0.8615162235400139,0.98951379362902,0.8548387096774194,0.654320987654321,0.9888888888888889,0.821604938271605,0.7267158179063743,0.7412587412587414,0.9584736251402918,0.5,53,801,9,28
123,0.8348882723480573,0.9905197378448407,0.8709677419354839,0.6666666666666666,0.9901234567901235,0.828395061728395,0.74205914611553,0.7552447552447552,0.9607182940516273,0.5,54,802,8,27
124,0.9303561692498605,0.9931717725956408,0.9076923076923077,0.7283950617283951,0.9925925925925926,0.8604938271604938,0.7970143579367378,0.8082191780821918,0.9685746352413019,0.5,59,804,6,22
125,0.791472009625948,0.9813443072702333,0.835820895522388,0.691358024691358,0.9864197530864197,0.8388888888888888,0.7388756208029563,0.7567567567567567,0.9595959595959596,0.5,56,799,11,25
126,0.8464190414649405,0.9909465020576131,0.85,0.6296296296296297,0.9888888888888889,0.8092592592592593,0.7095150120656859,0.723404255319149,0.9562289562289562,0.5,51,801,9,30
127,0.8835519481381516,0.9866026520347508,0.9193548387096774,0.7037037037037037,0.9938271604938271,0.8487654320987654,0.7880891307429971,0.7972027972027971,0.9674523007856342,0.5,57,805,5,24
128,0.8450765789390822,0.9779759183051364,0.8688524590163934,0.654320987654321,0.9901234567901235,0.8222222222222222,0.733612190291049,0.7464788732394366,0.9595959595959596,0.5,53,802,8,28
129,0.7975258367008636,0.9825788751714677,0.859375,0.6790123456790124,0.9888888888888889,0.8339506172839506,0.7436259270271832,0.7586206896551724,0.9607182940516273,0.5,55,801,9,26
130,0.8163951985457321,0.972046944063405,0.8888888888888888,0.7901234567901234,0.9901234567901235,0.8901234567901235,0.823017138758692,0.8366013071895425,0.9719416386083053,0.5,64,802,8,17
131,0.8454719487267306,0.9857338820301782,0.8888888888888888,0.691358024691358,0.991358024691358,0.841358024691358,0.7656665744789234,0.7777777777777778,0.9640852974186308,0.5,56,803,7,25
132,0.8902539174574355,0.9840573083371438,0.8852459016393442,0.6666666666666666,0.991358024691358,0.8290123456790124,0.7490714510059944,0.7605633802816901,0.9618406285072951,0.5,54,803,7,27
133,0.8764130347317304,0.9906873952141442,0.8412698412698413,0.654320987654321,0.9876543209876543,0.8209876543209876,0.7199758024033276,0.7361111111111113,0.957351290684624,0.5,53,800,10,28
134,0.7761489441156825,0.9821521109586954,0.8309859154929577,0.7283950617283951,0.9851851851851852,0.8567901234567901,0.7575158736728683,0.7763157894736843,0.9618406285072951,0.5,59,798,12,22
135,0.9191604497168084,0.9887212315195855,0.9166666666666666,0.6790123456790124,0.9938271604938271,0.8364197530864197,0.7718277077361254,0.7801418439716312,0.9652076318742986,0.5,55,805,5,26
136,0.7613111404937062,0.9806584362139917,0.8115942028985508,0.691358024691358,0.9839506172839506,0.8376543209876544,0.7263181086774385,0.7466666666666666,0.957351290684624,0.5,56,797,13,25
137,0.8469248289788766,0.9907636031092821,0.8571428571428571,0.6666666666666666,0.9888888888888889,0.8277777777777777,0.7352060597618595,0.75,0.9595959595959596,0.5,54,801,9,27
138,0.8673598504593029,0.9910074683737236,0.8333333333333334,0.6790123456790124,0.9864197530864197,0.832716049382716,0.7304488726499313,0.7482993197278912,0.9584736251402918,0.5,55,799,11,26
139,0.8026690241140739,0.9821368693796677,0.8309859154929577,0.7283950617283951,0.9851851851851852,0.8567901234567901,0.7575158736728683,0.7763157894736843,0.9618406285072951,0.5,59,798,12,22
140,0.8999260216835645,0.9938119189147996,0.8787878787878788,0.7160493827160493,0.9901234567901235,0.8530864197530864,0.7751702321999271,0.7891156462585033,0.9652076318742986,0.5,58,802,8,23
141,0.842238942880921,0.9858405730833714,0.8552631578947368,0.8024691358024691,0.9864197530864197,0.8944444444444444,0.8119237729673031,0.8280254777070064,0.9696969696969697,0.5,65,799,11,16
142,0.8139762166905166,0.9884926078341716,0.8307692307692308,0.6666666666666666,0.9864197530864197,0.8265432098765432,0.7219530742269423,0.7397260273972603,0.957351290684624,0.5,54,799,11,27
143,0.7698013211006388,0.9770614235634811,0.7761194029850746,0.6419753086419753,0.9814814814814815,0.8117283950617284,0.6796579025600964,0.7027027027027027,0.9506172839506173,0.5,52,795,15,29
144,0.895927179793204,0.9846364883401921,0.8243243243243243,0.7530864197530864,0.9839506172839506,0.8685185185185185,0.767798824713264,0.7870967741935484,0.9629629629629629,0.5,61,797,13,20
145,0.825974232178522,0.9817558299039779,0.8615384615384616,0.691358024691358,0.9888888888888889,0.8401234567901235,0.7519775877108605,0.7671232876712328,0.9618406285072951,0.5,56,801,9,25
146,0.7773000096032099,0.9805060204237158,0.8169014084507042,0.7160493827160493,0.9839506172839506,0.85,0.74309948161335,0.7631578947368421,0.9595959595959596,0.5,58,797,13,23
147,0.7832471971226868,0.9781283340954122,0.8245614035087719,0.5802469135802469,0.9876543209876543,0.7839506172839505,0.6671713349196109,0.6811594202898551,0.9506172839506173,0.5,47,800,10,34
