heldout_parent_group,epoch,train_loss
0,1,0.4496025708588687
0,2,0.3857190408489921
0,3,0.34026781699874187
0,4,0.33253337144851686
0,5,0.31352490755644713
0,6,0.31440447785637593
0,7,0.30648416714234783
0,8,0.3131033485585993
0,9,0.31164430434053597
0,10,0.30512084527449174
0,11,0.31327390237288044
0,12,0.30458254055543377
0,13,0.30703017820011486
0,14,0.3036057550798763
0,15,0.3155725527893413
0,16,0.29988817193291406
0,17,0.30294566913084553
0,18,0.30451592355966567
0,19,0.29502364261583847
0,20,0.2982093778523532
0,21,0.2970237290317362
0,22,0.31484314934773877
0,23,0.29286193251609804
0,24,0.2826861359856345
0,25,0.2950142638249831
0,26,0.286180009896105
0,27,0.2896451229398901
0,28,0.2755270546132868
0,29,0.28950685289773076
0,30,0.2865080359307202
0,31,0.27081079428846183
0,32,0.27441249056295913
0,33,0.2689177001064474
0,34,0.2604662146080624
0,35,0.26847543851895767
0,36,0.25641175400127064
0,37,0.24713750156489286
0,38,0.24365174770355225
0,39,0.22896381670778448
0,40,0.2265351032668894
0,41,0.20998731661926617
0,42,0.2054295997728001
0,43,0.19640358076854186
0,44,0.2085069786418568
0,45,0.208330590616573
0,46,0.17779095308347181
0,47,0.16307181092825804
0,48,0.15857701220295645
0,49,0.1510170722549612
0,50,0.1503680874000896
0,51,0.14743927148255434
0,52,0.13665191138332541
0,53,0.1348550945520401
0,54,0.12482728050513701
0,55,0.13119005371223796
0,56,0.133303687247363
0,57,0.12797191271727734
0,58,0.12947372821244327
0,59,0.12696778855540536
0,60,0.11864016516642137
0,61,0.11985668689012527
0,62,0.1204631900245493
0,63,0.1049192799763246
0,64,0.11424101509831168
0,65,0.11451362669467927
0,66,0.10865481875159523
0,67,0.13109030019153248
0,68,0.11428075216033241
0,69,0.116320378807458
0,70,0.11467221514745192
0,71,0.11464874080636285
0,72,0.128452783416618
0,73,0.10334090427918867
0,74,0.11206438595598395
0,75,0.10770762765949422
0,76,0.10177032879807732
0,77,0.10392016903920608
0,78,0.10239829918877645
0,79,0.1034205054694956
0,80,0.12250649685209447
0,81,0.11592694385485215
0,82,0.10916350294243206
0,83,0.10262737531553615
0,84,0.10125059055333788
0,85,0.09966435452753847
0,86,0.10318865152922543
0,87,0.10840708342465487
0,88,0.1062564874237234
0,89,0.11157027686184103
0,90,0.10103381750258532
0,91,0.12360646198080345
0,92,0.10688661140474406
0,93,0.1226472330364314
0,94,0.10336722541939128
0,95,0.11102476851506667
0,96,0.09080172072757374
0,97,0.09897541986270385
0,98,0.10787802636623382
0,99,0.11334553062915802
0,100,0.1191678053953431
0,101,0.11021213287656957
0,102,0.11815876813436096
0,103,0.11769484423778274
0,104,0.13228250870650465
0,105,0.11059430566701021
0,106,0.11199380349029195
0,107,0.11303627761927518
0,108,0.1019717500968413
0,109,0.09899547343904322
0,110,0.1121952933343974
0,111,0.09921816045587713
0,112,0.10903153758157383
0,113,0.10941917069933631
0,114,0.11003352213989605
0,115,0.09421604533087123
0,116,0.11237647194753994
0,117,0.1101574558764696
0,118,0.09153054248202931
0,119,0.10714980079369112
0,120,0.10056987418369813
0,121,0.09850235662677072
0,122,0.08656930801543322
0,123,0.09863752397623929
0,124,0.09389907771890814
0,125,0.10599316155368632
0,126,0.103321438011798
0,127,0.09872830137610436
0,128,0.0981618190353567
0,129,0.1024957384575497
0,130,0.09667477431622419
0,131,0.09788437919183211
0,132,0.0931669320911169
0,133,0.09959134710105982
0,134,0.08662444976243105
0,135,0.09607953896576708
0,136,0.0872032254934311
0,137,0.11863248537887226
0,138,0.12911186665296553
0,139,0.11081115305423736
0,140,0.0946754828095436
0,141,0.08849789327518506
0,142,0.08895198039033196
0,143,0.08743365705013276
0,144,0.09359985969283365
0,145,0.09094738916239956
0,146,0.08709061687642877
0,147,0.0868485603820194
0,148,0.08917332691225138
0,149,0.09374922486868771
0,150,0.08923310102386908
0,151,0.08927415419708598
0,152,0.09246424246918071
0,153,0.09339388798583638
0,154,0.08963488448749889
0,155,0.09689605418931355
0,156,0.08791403729807247
0,157,0.09170729006555947
0,158,0.09985871016979217
0,159,0.08792927166955038
0,160,0.0980754628777504
0,161,0.1048802681944587
0,162,0.09367752915078943
0,163,0.09469553245739504
0,164,0.08699035793542861
0,165,0.08429699482565577
0,166,0.096895455094901
0,167,0.09061443053863265
0,168,0.09018193517218936
0,169,0.09339418451894413
0,170,0.08841114565730095
0,171,0.09551856951280073
0,172,0.10203098288991234
0,173,0.09765415001999248
0,174,0.09985538382421841
0,175,0.09760702719742602
0,176,0.09760823337869211
0,177,0.0870080523870208
0,178,0.09435578259554776
0,179,0.10084785588762978
0,180,0.08967598338018765
0,181,0.09528064707463438
0,182,0.09053133509375832
0,183,0.0866822204806588
0,184,0.09290974641388113
0,185,0.10387103395028548
0,186,0.11063955880024216
0,187,0.08808431896296415
0,188,0.09292259121483022
0,189,0.11333032751625234
0,190,0.09013748954642903
0,191,0.08875836526805704
0,192,0.0893203618851575
0,193,0.09121639464389195
0,194,0.08770200176672502
0,195,0.09250660464167595
0,196,0.0932475846260786
0,197,0.09082415293563496
0,198,0.08901769322427837
0,199,0.08850917396220294
0,200,0.08713633756745945
1,1,0.4496048732237382
1,2,0.3857137002728202
1,3,0.34026801965453407
1,4,0.33253463886000895
1,5,0.3135276266119697
1,6,0.314414075829766
1,7,0.30649121566252274
1,8,0.3131103214892474
1,9,0.3116681548682126
1,10,0.3051455083218488
1,11,0.31331884264945986
1,12,0.3046013523231853
1,13,0.30699748992919923
1,14,0.3036267253485593
1,15,0.31572241241281684
1,16,0.29989625974134965
1,17,0.30284187522801487
1,18,0.30477738231420515
1,19,0.2950343056158586
1,20,0.29822067509997974
1,21,0.29735436006025834
1,22,0.31507950831543313
1,23,0.2928463339805603
1,24,0.2827783909710971
1,25,0.29499008601362053
1,26,0.28626841767267747
1,27,0.2897151220928539
1,28,0.2757044935768301
1,29,0.28981856080618773
1,30,0.28667204921895806
1,31,0.2710421242497184
1,32,0.2745614133097909
1,33,0.2691679599610242
1,34,0.2606701388955116
1,35,0.26891327527436343
1,36,0.25666543841362
1,37,0.2475947071205486
1,38,0.2440765752033754
1,39,0.2295546455816789
1,40,0.2271975021470677
1,41,0.2103564362634312
1,42,0.20620230409232052
1,43,0.197504484788938
1,44,0.21022684574127198
1,45,0.2096212766387246
1,46,0.17867734242569316
1,47,0.16403960260477932
1,48,0.16016065965999257
1,49,0.1518012442372062
1,50,0.1507190612229434
1,51,0.14794013771143827
1,52,0.1378872506997802
1,53,0.13588641583919525
1,54,0.12588665932416915
1,55,0.13148419491269372
1,56,0.13382823128591884
1,57,0.1293960576030341
1,58,0.12966309216889468
1,59,0.1295953009616245
1,60,0.11967205594886433
1,61,0.12214146852493286
1,62,0.1228915580294349
1,63,0.10549083203077317
1,64,0.11596824337135661
1,65,0.11623085385019129
1,66,0.11070661598985845
1,67,0.1340410740538077
1,68,0.11626463979482651
1,69,0.11618718369440599
1,70,0.11473047503016212
1,71,0.11539588868618011
1,72,0.13413070359013296
1,73,0.10653640627861023
1,74,0.11385610401630401
1,75,0.1106423216109926
1,76,0.10414491282268004
1,77,0.11277282454750755
1,78,0.10415133857591585
1,79,0.10410619310357354
1,80,0.12091762233864177
1,81,0.11418027552691373
1,82,0.1083739389072765
1,83,0.10520991452715614
1,84,0.10296750187196514
1,85,0.10141310400583527
1,86,0.10358794006434353
1,87,0.11075081933628429
1,88,0.10776239308443937
1,89,0.11535347483374855
1,90,0.10240835398435592
1,91,0.12494822942059149
1,92,0.10786792425946756
1,93,0.12213898477229206
1,94,0.10482242974368008
1,95,0.11397156159986149
1,96,0.09285942248322747
1,97,0.10164726877754385
1,98,0.11083207807757638
1,99,0.11568557301705534
1,100,0.12498009408062155
1,101,0.1124706974083727
1,102,0.1170910296453671
1,103,0.11697475568137386
1,104,0.12838990356434477
1,105,0.1192893234166232
1,106,0.11730323657393456
1,107,0.11345499828457832
1,108,0.10334178873083809
1,109,0.10101837041703138
1,110,0.11324567280032417
1,111,0.10237647200172598
1,112,0.1171875539151105
1,113,0.1103526140817187
1,114,0.11107290705496614
1,115,0.09548325010321357
1,116,0.11541338170116598
1,117,0.11091446385464886
1,118,0.09398528019135649
1,119,0.11274749297987331
1,120,0.10325170172886415
1,121,0.10032716908238151
1,122,0.08974156718362461
1,123,0.10146280296824195
1,124,0.09651675739071586
1,125,0.10842514478347519
1,126,0.10782218399372968
1,127,0.10296373936262998
1,128,0.10126153386451982
1,129,0.10356285246935758
1,130,0.10050292109901254
1,131,0.09886474270712245
1,132,0.0973850409754298
1,133,0.10173723514784466
1,134,0.08957165601578626
1,135,0.10074015821922909
1,136,0.08872202255509117
1,137,0.12137168930335478
1,138,0.13050463782115415
1,139,0.10956869396296415
1,140,0.09485586949370124
1,141,0.09114776250313629
1,142,0.09158994338729165
1,143,0.0888531885363839
1,144,0.09698391299356114
1,145,0.09362189014526931
1,146,0.08976571803743189
1,147,0.0899938386949626
1,148,0.09178938059644266
1,149,0.0963588457215916
1,150,0.09118993844498288
1,151,0.09186151650818912
1,152,0.0932895612987605
1,153,0.09573767659339037
1,154,0.09128608121113344
1,155,0.09963937239213423
1,156,0.08971713049845262
1,157,0.0923442308198322
1,158,0.0993974739854986
1,159,0.08950337601656264
1,160,0.10680416280573064
1,161,0.10726705274798654
1,162,0.09667852737686851
1,163,0.09797910777005282
1,164,0.0892147344621745
1,165,0.08852710585025224
1,166,0.09928846332159909
1,167,0.09354376603256573
1,168,0.09409408047795295
1,169,0.09610713639042594
1,170,0.09098984470421617
1,171,0.09855563721873543
1,172,0.10576480708338998
1,173,0.09815806312994524
1,174,0.10249421115625988
1,175,0.1009978137910366
1,176,0.09942920092831958
1,177,0.08959241956472397
1,178,0.09798240214586258
1,179,0.10459329661997882
1,180,0.0921053559942679
1,181,0.09681596105748957
1,182,0.09334745109081269
1,183,0.09188367832790721
1,184,0.09749312265352769
1,185,0.10646119009364735
1,186,0.10866301638836211
1,187,0.09132609353824095
1,188,0.09846755537119779
1,189,0.1176652729511261
1,190,0.09339678998697888
1,191,0.09319103211164474
1,192,0.09210776009342887
1,193,0.09364308525215495
1,194,0.09034337225285444
1,195,0.09544941092079336
1,196,0.09816620255058461
1,197,0.09400763511657714
1,198,0.09150256758386438
1,199,0.09037574651566418
1,200,0.08808688900687478
2,1,0.44961101683703336
2,2,0.38570833693851125
2,3,0.34029898101633244
2,4,0.3325797140598297
2,5,0.3135604763572866
2,6,0.3144761643626473
2,7,0.30653579451821067
2,8,0.31319964148781515
2,9,0.31169480031186886
2,10,0.3052896816622127
2,11,0.3133466866883365
2,12,0.30459320761940695
2,13,0.30683460073037583
2,14,0.30370578386566854
2,15,0.31602942564270714
2,16,0.29963094808838586
2,17,0.3029084530743686
2,18,0.30498407862403176
2,19,0.295099506594918
2,20,0.29844341494820337
2,21,0.29794440161098135
2,22,0.3153422558849508
2,23,0.2930742610584606
2,24,0.2829963516105305
2,25,0.29537888060916556
2,26,0.286700625853105
2,27,0.29052245996215126
2,28,0.27626204165545376
2,29,0.290864189917391
2,30,0.28724609396674416
2,31,0.27175511013377796
2,32,0.2760843954303048
2,33,0.2705142552202398
2,34,0.26198349744081495
2,35,0.27141191092404454
2,36,0.2591839877041903
