,NOAEL-LOG
688,2.477121255
92,2.698970004
691,3.0
441,2.397940009
831,3.0
503,3.0
346,3.0
448,2.0
273,2.397940009
373,3.0
545,2.301029996
37,3.0
190,3.0
74,2.698970004
700,2.544068044
416,3.0
709,3.0
793,3.0
800,2.875061263
189,3.0
822,3.0
365,3.0
560,3.0
449,3.0
219,3.0
450,3.0
194,3.0
35,3.812913357
608,3.0
903,3.0
841,3.0
513,3.0
425,3.0
658,3.0
639,3.0
456,3.0
357,3.0
187,3.0
638,2.602059991
840,2.079181246
839,3.0
270,2.0
38,2.77815125
585,2.698970004
538,3.0
268,3.0
390,3.0
814,3.0
899,3.0
509,3.0
199,3.0
623,3.0
541,2.698970004
97,3.0
81,3.0
567,3.0
468,2.301029996
61,2.77815125
644,3.0
674,2.477121255
725,2.544068044
631,3.0
378,3.77815125
49,0.77815125
370,3.0
169,3.0
343,3.0
195,3.0
363,2.698970004
18,2.301029996
501,3.0
881,3.0
299,3.0
366,2.698970004
553,3.0
241,3.0
756,3.0
372,3.0
236,3.0
142,2.0
231,2.0
100,3.0
374,3.0
827,2.77815125
422,2.0
119,3.0
630,2.698970004
722,2.875061263
730,2.903089987
653,2.0
6,1.176091259
462,3.0
237,3.0
381,3.0
377,2.698970004
833,3.0
183,3.0
51,3.0
473,3.0
818,3.0
614,3.0
215,3.0
266,3.0
153,0.698970004
420,3.0
836,3.0
617,3.0
721,3.0
21,2.698970004
77,4.176091259
659,3.0
472,3.0
790,3.0
347,2.301029996
1,3.0
224,2.0
311,3.0
39,2.0
663,2.0
798,3.0
438,3.0
234,3.0
505,2.602059991
279,3.0
755,3.0
482,2.698970004
621,2.77815125
679,2.0
302,2.477121255
172,2.301029996
768,2.477121255
893,3.0
138,2.301029996
558,2.602059991
179,2.079181246
712,3.0
276,2.0
112,3.0
746,3.0
243,3.0
895,2.0
580,3.0
103,3.0
196,2.477121255
815,3.0
696,3.0
80,3.0
298,3.0
485,3.0
314,3.0
84,3.0
606,2.903089987
627,2.477121255
572,2.77815125
710,3.0
135,3.0
394,3.0
909,2.477121255
186,2.176091259
126,2.0
616,2.079181246
23,2.477121255
518,3.0
912,3.0
128,3.0
288,3.0
767,2.903089987
887,3.0
211,3.176091259
380,2.477121255
105,2.176091259
262,3.0
162,2.0
121,2.0
344,3.0
152,3.0
140,2.653212514
575,3.0
762,2.0
690,2.0
826,2.301029996
53,3.0
734,3.0
