,nHeavyAtom,nBonds,CrippenMR,SpMax_Dt,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,fragC,MDEO-11,MLFER_BH,MLFER_S,MLFER_E,MLFER_L,TPC,piPC1,piPC2,piPC3,piPC5,piPC6,TpiPC,GGI4,GGI5,TopoPSA,MWC5,MWC9,SRW6,WTPT-1,WTPT-3,WTPT-4,Zagreb
1762,-0.08838200366938356,-0.0452879893232869,-0.014753032105778014,-0.2338961341681418,-0.24543757262091673,-0.2323502938363191,0.019794005604903242,-0.18375849897722854,-0.09732445704111525,-0.29332286857881723,-0.09345906758946565,0.19452772658311784,-0.08947097218164587,-0.07376887334391621,0.41457455649223907,0.5974700621688568,0.7889987499903224,0.9806902448996505,1.089026663208,1.1277683729385755,-0.10105801975444892,0.0616649479148502,-0.35432030802320247,0.42094548640100765,0.4465442070932155,0.3856279602660821,-0.06540438994470509,-0.26618258430950303,-0.3670411359350633,-0.03347314385732475
1540,-0.42716120217624237,-0.4169874718438154,-0.3903695742600038,-0.417790257276376,-0.41795329250846003,-0.4118318803530201,-0.30949035256477353,-0.40808190078406525,-0.42937846036048505,-0.5471448482330761,-0.3802202831744643,-0.27284821006558785,-0.4632057094192125,-0.40740944420127717,0.043874963626948954,0.10737753440640231,0.25077464679204087,0.35732518552875436,0.19671866454323536,0.14634280845070452,-0.5242501424775985,-0.34471511098514845,-0.5305540819324389,0.002167622639843401,0.018526287963976863,-0.0030688054115235526,-0.4194060469035221,-0.5858217326972298,-0.2950237120612789,-0.4361394125396953
522,0.04712967573335997,0.07861183818355594,0.18709370307135773,-0.14216005378506413,-0.12442186973599205,-0.14281541920880825,0.15950950838514666,-0.15156739681408657,-0.42937846036048505,-0.2909131662403274,0.20058035143677672,0.5009377809911869,0.22603604690017107,-0.06511893261798464,0.47592196834720085,0.6515932327543746,0.7704612033985895,0.8664949118820097,0.8054913021508282,0.7671216795413395,0.40103432852792226,-0.06837667088633433,-0.25873588827582,0.5243851040613746,0.5393483264472875,0.4915316179094844,0.05449872430098716,0.2637234421374455,-0.5802110295034241,0.1175267068985642
682,-0.7659404006831012,-0.788686954364344,-0.7630916994916765,-0.5617880537089214,-0.5744108633918925,-0.552374451953642,-0.753537455828286,-0.4401128482100772,-0.3345058878886497,-0.3913174303440691,-0.4913341890441169,-0.5424660628186542,-0.6437885886335207,-0.5371585550902509,-0.9199021693811547,-1.2287570514307355,-1.0617462705594691,-1.0738801338752266,-1.0929573517410112,-1.0266654676794846,-0.7107415861022811,-0.6454363542434427,-0.35432030802320247,-0.7843588412256571,-0.7938534505753035,-0.8025369682293012,-0.7687167052899018,-0.625542566349136,-0.3689315898850701,-0.8388056812220659
1389,-0.6981845609817294,-0.7267370406109225,-0.49949740330007786,-0.5414424969013277,-0.5503473504462906,-0.532517086433662,-0.6811689612121223,-0.4348277418847852,-0.42937846036048505,-0.8788805368318383,-0.45542838540064845,-0.4050701847632536,-0.6399409420593521,-0.5260372027283389,-0.7886687218197451,-1.1047262005723333,-0.9574512955595884,-0.9672459127301251,-0.9658488010762932,-0.9308429682837727,-0.7107415861022811,-0.6454363542434427,-0.37498048208318363,-0.6754150958402543,-0.6985777268146798,-0.6926996263536482,-0.7024412431517589,-0.7799562086193953,-0.9443346028121807,-0.7884723976367696
1269,-0.15613784337075534,-0.10723790307670832,-0.09003316662206491,-0.2355895715888436,-0.22325913415940607,-0.23400309708555947,0.09227880950571735,-0.19988074251498786,-0.42937846036048505,-0.523851058961008,-0.18128272244713872,0.008267205704666948,-0.1709128246682124,-0.26283186349642074,0.39335112393531785,0.4355216360062222,0.5758218122058041,0.6810296898302445,0.4836749644750633,0.44766416332430853,-0.5637002556606763,-0.42599112229699837,-0.5305540819324389,0.24437792877996317,0.21939729108350636,0.2316624275705589,-0.1196180524044533,-0.5778803317019104,-0.28024728265258686,-0.15930635282056554
1609,0.04712967573335997,-0.0452879893232869,-0.12151401584713509,-0.31413814154302777,-0.3116124640453889,-0.31066689534863645,-0.3523214783245384,-0.37573064388379324,0.21003952010892532,0.3155285889462717,0.3291619455654141,-0.3947223780477841,-0.13423192732780587,-0.3270885660319125,0.4354012660083115,0.31778810933730517,0.3309140723678936,0.2435387376347696,0.3740419873907045,0.1094566809994613,0.4512435631947725,0.1998341685494446,0.9704200094131765,0.33070531554686944,0.33420790128183925,0.35923528937130367,-0.011375050742623441,0.371613138579267,0.1938077024590164,-0.03347314385732475
247,0.11488551543473173,0.20251166569039877,0.007582037804708607,-0.14384408878949892,-0.18155909352225005,-0.14445904565260684,0.08460504111592174,0.10473356750638535,-0.42937846036048505,0.20066611081159133,0.10644892026335924,0.2508657853673407,0.11945623679570373,0.1437153506223635,0.5340671526666416,0.6294238834066329,0.7367457108933358,0.7743471143528168,0.843873479298827,0.7842418442057245,0.07870897223680852,0.42838231408115796,0.005863690347793499,0.6290531172186358,0.6793656957107749,0.5586275974689499,0.15476945201762715,0.5528963981368771,0.09493989624598145,0.243359915861805
211,1.0634672712539364,0.8839607169780345,0.308502026382713,0.19746150889157849,0.28994504126492593,0.18865692976768203,0.1059066945794787,-0.2950126563702432,0.3015669805513213,-0.7334951624096204,-0.6810526920792006,-1.2386435035094079,-0.3132757479124467,0.03497323863922365,0.8161771396585169,0.8830777242333158,0.6194871624606599,0.25106444821651963,0.20800439585580036,0.1890979793417361,1.548673981975323,1.2401671201292959,0.32049573868292747,0.9633227898915429,0.9531353796259499,0.9990095245782391,0.9065566953836127,2.309360719881268,0.20816590099825663,1.1493590203971387
74,-0.42716120217624237,-0.47893738559723686,-0.3984493698140966,-0.45830859311271327,-0.4571848168463601,-0.45137797931325124,-0.4950107655289041,-0.4133670071093572,-0.42937846036048505,-0.26440644051693973,-0.5383999046308257,-0.6217992476372537,-0.4721835514256057,-0.46919473510078846,-0.3789510520962501,-0.5849261686844379,-0.5927780641679513,-0.5904636296680551,-0.6595908095312208,-0.6257812706785036,-0.4525226640362691,-0.515394735442258,-0.3763495297618571,-0.22909451271498565,-0.2502993555354,-0.21791576091987147,-0.4486491732528854,-0.4056172170585976,0.040279757191974075,-0.536805979710288
737,0.318153034538847,0.20251166569039877,0.4655611828500076,-0.10225733599493787,-0.050762792607548596,-0.10387016614631042,0.013013709617698575,-0.35459021858262535,-0.29655685903273715,-0.28207759099919827,-0.37488293398421907,-0.6252485165424102,0.11932798190989795,-0.27518892167632303,0.4354012660083115,0.21151786840924644,0.20467409978814988,0.14255988141439446,0.08347216072263179,0.030832024979062993,-0.0006395504207483639,0.004771739762480428,-0.2032272278496057,0.2876750197692666,0.18615167234958183,0.29836760118616257,0.2697394953767201,-0.22816515103054272,0.37046179039185945,0.06719342331326789
934,0.11488551543473173,0.01666192443013452,0.34840234056352415,-0.24873179625626973,-0.2307902773161714,-0.24682997445412846,-0.21269074543071223,-0.3705523073832547,-0.42937846036048505,0.5018789031228161,0.2908300741081976,-0.0871625673379963,0.2684884141018301,-0.31596721367000047,0.2072200439901732,0.05890471313300794,-0.04412043512364295,-0.09534353499451648,-0.10607392166303857,-0.21117768542461263,0.06391518009575467,0.13481335856366494,-0.10664713706318803,0.2529941672151836,0.21370405870808878,0.2683727285455025,0.06873320336213579,-0.018510109172498304,-0.23577612323605832,-0.05863978564997291
1264,-0.42716120217624237,-0.4169874718438154,-0.4795002706541252,-0.4147023279763364,-0.41246586462254364,-0.4088180458662715,-0.29535171856747694,-0.4078683611345585,0.5667835495976243,0.6890324514121904,0.306356908116184,-0.22340868909167796,-0.3706056818675574,-0.40740944420127717,-0.14759999446378327,-0.04636081964858904,-0.31844924964579713,-0.3047736212063791,-0.2774030361277895,-0.3377897292452471,-0.5888048729941014,-0.34471511098514845,0.0782987584376067,0.0042901165488276535,0.021567692131693596,0.0407896882138669,-0.42122089920107186,0.13507463508925707,0.25788044003924687,-0.41097277074704713
1208,-0.49491704187761415,-0.5408872993506583,-0.390676722123196,-0.4786325908856854,-0.4789456592432574,-0.4712143030904828,-0.5276363077482935,-0.4187588832594026,-0.42937846036048505,-0.6009615337926816,-0.5946846779097764,-0.709180726567885,-0.5301547598097444,-0.4852589107346614,-0.3789510520962501,-0.5849261686844379,-0.5386229211255218,-0.6863586859164228,-0.6595908095312208,-0.6354544293736815,-0.646186855585778,-0.5804155454280376,-0.5305540819324389,-0.33600555978273255,-0.35831057561429847,-0.3412293756801239,-0.5093761346401217,-0.5936058906767754,-0.3095075620719582,-0.6123059050882325
677,-0.6304287212803577,-0.6028372131040797,-0.569563251150642,-0.4698793671420379,-0.4935978724382044,-0.462671112824896,-0.3184127586951676,-0.42409737449707124,-0.42937846036048505,-0.25316116293732066,-0.4112739511904371,-0.3579301763927815,-0.5191248396304613,-0.4630162060108373,-0.3789510520962501,-0.4608953187548875,-0.2471646313606588,-0.35512254015454986,-0.30129192865418575,-0.4668953266715865,-0.5735627837547123,-0.6168271985987394,-0.605104950980202,-0.1457787054023724,-0.06715164847665794,-0.21279791972714027,-0.61065617744138,-0.5612391879497125,-0.6428576958973075,-0.6123059050882325
1821,2.689607424086859,2.8044080433340985,2.835071440968073,3.216906975976849,3.5665566907210766,3.135650853700138,2.5748258680718283,3.810233720484573,1.2556534528382797,-0.22504796898827298,1.52036124211562,3.1120343421946575,2.646333996937962,2.3160861786491806,1.801352394524729,1.784683807962934,1.6731989406558347,1.6486807294104187,1.7007504093453496,1.8618342971458137,3.2235106018454545,2.215479261723368,2.059186290598205,1.280465909912483,1.1067963326511607,1.294652152528283,2.749562925182486,2.4355934684606906,1.4542642859327641,2.8355240205045655
1552,0.04712967573335997,0.07861183818355594,0.12510584402274996,-0.16714108321748006,-0.1630089927016293,-0.16719702907850315,0.08516244993074755,-0.1517809364635933,-0.3463649595306426,-0.24352235358336147,0.04337115710591446,0.17038284424702244,0.016980583037015905,-0.08365451988783802,0.5893278916680595,0.6515932327543746,0.7552565610661914,0.853973511982765,0.8412232563859537,0.8533400908217917,-0.02215779419522738,-0.14965268219818428,-0.3181027739782959,0.4381738500694417,0.4256125708086777,0.4213832414135222,0.06455567143986296,-0.41650415325191764,0.02002262067004981,0.06719342331326789
1085,-0.833696240384473,-0.788686954364344,-0.7701488733365529,-0.5480932137297582,-0.5745586479521784,-0.5390082194200506,-0.5571283477293628,-0.4402196180348305,-0.42937846036048505,-0.8700449615907091,-0.7499530179896403,-0.6212243694863943,-0.7814060811029474,-0.5223300852743682,-0.9199021693811547,-0.9953232375722024,-0.7874174560373148,-0.6863586859164228,-1.0929573517410112,-0.9030372386706894,-0.6856369687688558,-0.7104571642292222,-0.8578809360152722,-0.4784776035887965,-0.3843186447733505,-0.49119724429005823,-0.8069926654003882,-0.9347854783669144,-0.9443346028121807,-0.7884723976367696
