,NOAEL-LOG
578,3.0
839,3.0
590,2.544068044
91,3.0
547,3.0
475,3.0
311,3.0
461,2.301029996
873,2.544068044
374,2.875061263
807,3.0
780,3.0
842,3.0
367,1.477121255
422,2.77815125
557,2.875061263
377,3.0
788,3.0
163,3.0
572,2.77815125
335,3.0
7,3.0
694,2.875061263
449,2.875061263
133,3.0
728,3.0
410,3.0
893,3.0
639,3.0
735,3.0
845,2.477121255
737,3.176091259
853,2.301029996
290,3.0
94,3.0
307,3.176091259
570,3.0
799,3.0
545,3.0
612,3.0
60,2.301029996
444,2.698970004
415,2.477121255
113,2.301029996
838,2.0
71,2.397940009
778,2.77815125
205,3.0
360,2.301029996
30,2.301029996
773,3.0
301,2.698970004
689,3.0
236,3.0
166,2.0
357,3.0
688,2.301029996
241,3.0
827,2.0
161,2.079181246
343,3.0
268,3.0
800,3.0
118,3.0
305,3.0
144,3.0
346,3.0
278,2.447158031
682,2.397940009
454,2.875061263
855,3.0
209,2.0
485,2.477121255
63,3.0
825,2.698970004
114,3.0
608,3.0
786,3.0
207,3.0
605,3.0
540,2.875061263
490,2.875061263
395,3.0
276,3.0
619,2.698970004
854,3.0
418,3.0
9,2.477121255
134,2.698970004
150,2.77815125
895,2.77815125
111,3.0
709,2.875061263
708,3.0
631,3.0
358,2.77815125
443,3.0
246,3.0
299,3.0
96,2.397940009
869,2.875061263
846,2.903089987
580,3.0
125,2.77815125
645,2.477121255
26,3.0
617,3.0
242,3.0
254,3.0
120,2.397940009
616,3.0
264,2.77815125
43,3.0
899,2.0
509,3.0
706,3.0
157,3.0
192,3.0
653,3.0
462,3.0
292,2.903089987
553,3.176091259
218,3.0
663,3.0
442,2.698970004
498,2.77815125
47,3.0
11,3.0
287,3.0
544,2.602059991
638,3.0
646,2.903089987
497,2.397940009
890,3.0
915,3.0
521,3.0
671,3.0
652,2.875061263
390,2.875061263
595,3.0
4,2.397940009
366,3.0
285,2.875061263
347,3.0
558,3.0
504,2.903089987
363,2.602059991
226,2.77815125
478,2.477121255
679,2.0
159,2.0
78,3.0
644,3.0
655,3.0
419,2.0
115,2.77815125
344,3.0
488,2.301029996
33,3.0
