,NOAEL-LOG
1295,3.0
16,3.0
634,2.698970004
1479,2.875061263
1263,2.397940009
39,2.875061263
343,3.0
947,3.0
679,2.301029996
1512,3.0
1028,2.477121255
1411,3.0
234,2.301029996
1518,3.0
1213,3.0
666,2.477121255
370,2.77815125
1167,3.0
202,2.477121255
1038,2.0
17,2.397940009
1429,3.176091259
223,2.477121255
334,2.301029996
618,2.602059991
1548,2.397940009
280,2.574031268
1337,2.477121255
166,2.397940009
74,2.301029996
1399,3.0
111,2.176091259
1256,3.0
330,3.0
1486,3.0
482,2.397940009
47,3.0
1554,3.0
307,3.0
237,3.0
936,2.0
1014,3.0
1361,3.0
253,1.0
1176,2.875061263
739,2.0
978,2.698970004
1557,3.0
1505,3.0
691,2.397940009
1141,3.0
1172,3.176091259
820,3.0
236,3.0
1418,3.0
1007,2.0
412,2.77815125
1488,2.698970004
1269,2.477121255
477,2.77815125
837,1.698970004
1242,2.477121255
747,2.0
775,1.698970004
78,3.0
1113,3.0
302,2.477121255
1286,3.0
194,2.176091259
1296,3.0
620,2.0
9,3.0
1085,3.0
651,2.477121255
1581,3.0
1233,2.77815125
1386,3.0
161,3.0
609,2.698970004
469,3.0
788,3.0
174,3.0
1061,2.0
547,3.0
1011,3.0
1207,2.653212514
509,2.875061263
1223,3.0
1633,3.0
1317,3.0
1150,3.0
1501,3.0
1393,3.0
704,2.301029996
1566,3.0
1362,3.0
299,2.176091259
238,3.0
207,2.954242509
1238,2.698970004
1353,3.0
892,3.0
443,2.653212514
68,2.77815125
241,2.698970004
1425,2.51851394
831,1.698970004
265,2.602059991
1029,3.0
929,3.0
1120,3.0
1300,3.653212514
853,2.079181246
646,2.301029996
260,2.698970004
138,3.0
1299,3.0
371,3.0
424,3.0
722,2.477121255
1442,3.0
450,2.301029996
821,2.477121255
1473,3.0
830,2.477121255
754,2.0
95,2.0
1402,3.0
1482,3.176091259
1595,3.0
567,2.176091259
874,3.0
1147,2.698970004
1396,3.0
546,3.0
409,3.0
1161,3.0
1260,3.875061263
331,3.0
629,2.698970004
448,1.301029996
1264,2.079181246
987,3.0
1279,3.0
579,2.698970004
1290,3.0
784,2.301029996
349,2.397940009
38,2.0
1627,3.0
980,3.0
710,3.0
1030,2.477121255
1307,3.0
1231,2.477121255
975,2.698970004
279,2.301029996
1599,3.0
653,1.698970004
758,2.0
870,2.0
1437,3.0
792,1.698970004
521,2.477121255
116,3.0
591,2.477121255
1294,3.0
667,2.698970004
1177,3.0
773,3.0
1077,3.0
1612,3.0
449,2.176091259
1187,2.301029996
606,2.77815125
795,2.698970004
271,3.0
617,3.0
663,2.477121255
