,ATS2e,AATS1m,AATS2m,AATS0v,AATS1v,AATS1e,AATS0p,ATSC0c,ATSC1c,ATSC1v,ATSC3p,AATSC0c,AATSC0m,AATSC0p,MATS1e,MATS1s,GATS1v,nBondsM,Mv,Mpe,Mp,fragC,TPC,TpiPC,TopoPSA,VAdjMat,SRW2,WTPT-3,WTPT-4,PubchemFP352
26,-0.3635444713277184,-0.23247478459173346,-0.3035457293586296,-0.1784770491642626,-0.43725483739382925,0.08303178095502207,-0.10110015944469576,-0.15984066342831563,0.15796241122066532,-0.029249944176916585,0.1495134531184778,-0.1069869172443349,-0.16777185467099548,-0.07316863538868106,-0.08816727610055396,-0.2507322945923552,0.5825775247033805,-0.7311132793669319,-0.4861609677825073,-0.31981367739305944,-0.19415363362864113,-0.2670089585290444,-0.49506302160024734,-0.6986433054740454,0.01841679848476368,-0.34541893070739427,-0.32799926891324077,-0.31944377435243154,-0.31671087670590004,0.6136311676215145
37,-0.026250873365720327,-0.21145631874639126,-0.2052762702081044,-0.1264952839812814,-0.18078374533968333,-0.09507889585500617,-0.09826945263564509,-0.16081587740016257,0.15872934849582374,-0.03336355264229416,-0.7723642828256807,-0.10733233404994108,-0.17555529779711254,-0.0722354776623368,1.9115924565522533,0.47236615634609597,-0.0782250394919546,0.470642946422939,-0.26474431617183697,-0.420478777869056,-0.14519119801904515,-0.19447577629816148,-0.11623448555034022,0.6795462219940129,-0.6384706544826209,0.3011246417238503,0.3372082322145931,-0.5211697953829771,-0.1892365249491945,0.6136311676215145
155,0.23449250209277164,-0.15310681358680495,-0.053304932248801395,-0.031133361515104183,0.2180771757209025,0.00148810453975185,-0.0942793101659513,-0.1598686120309421,0.157844880140027,0.22176266160666946,0.19025942538601429,-0.107180490478225,-0.1775018058807245,-0.07210820817658947,0.42632399981617186,0.40540139512291545,-1.063368995576734,3.274740806599304,0.20125366625442978,-0.08087718358576923,-0.07072624109660004,1.632032197418578,1.4018857959533617,1.9150479997629313,-0.24642292689615064,0.9973092230916649,1.0497799259973708,0.18519951219303318,0.17469659054706904,0.6136311676215145
135,1.8508394543741478,-0.22283803494647833,-0.319434587818891,-0.1505380307147971,-0.26407147340877624,-0.2143791655791087,-0.09863157326258849,-0.1596060833391436,0.15780947481066793,-0.48212243468994603,0.5730977713717107,-0.10728455287483714,-0.1556350411368721,-0.07176714986467186,0.5449777267118043,0.835494893592483,0.38431406414128577,-0.33052787077030826,-0.3900414134892392,-0.5435465686844455,-0.15833347387630073,0.002992958730980393,0.358002718838062,0.5027356165354798,0.5089107796749265,1.373535576709516,1.223141186791476,0.3740206113044568,0.45465357400324224,0.6136311676215145
97,-0.648121500478446,-0.09686563756461272,0.2085167041906208,-0.030982528076227065,0.2102155409525583,0.7578955692423233,-0.09687647486382925,-0.1591284424155747,0.15718504978279693,0.621233334244594,0.4787366155254444,-0.10637078970968848,-0.1692925684209168,-0.07264154359545301,-0.590622265904543,-0.5054651090610369,-1.4505067818005186,0.6709356507212508,0.29621445976422683,1.0001561800996408,-0.11294613776517973,-0.2356713032590492,-0.3154702341395506,0.48068220712788295,0.6988541395691098,-0.09143333855202701,0.006701550962415461,0.22898931665450764,0.6597562049248018,0.6136311676215145
207,0.40642039887435305,-0.193935096562557,-0.1753000408516946,-0.11553000439354337,-0.1574457848656888,0.030595145041336026,-0.0984330603196592,-0.15908033516327974,0.15700347261201897,-0.7372657492091136,-2.7746109525869938,-0.10709363924537445,-0.1602611358591565,-0.0723939912482611,0.4120930207445303,0.31971544954332437,-0.016161522122620765,0.470642946422939,-0.18820850199475697,-0.12245635518780151,-0.1466403842355623,-0.11104705167208156,0.22050199093846612,0.5865991742510874,0.5282139666560427,0.8960004877583713,0.798002279448846,0.6283002001992875,1.111676379790504,0.6136311676215145
41,-0.11333369590867864,-0.18558761198928567,-0.16012077139619194,-0.12234168492197582,-0.2206431040398463,0.11200055742041548,-0.09914795424577642,-0.15975196195759878,0.1576047587441308,-0.835445260516466,1.1250893006328708,-0.10707263647664962,-0.15415131081505024,-0.07281173709069938,0.3557952173433122,0.5699342786086856,0.18533576250964276,0.07005753782631537,-0.1959194418287594,0.047124505854698656,-0.1563623028826156,-0.19406070801643965,-0.2397045269295692,0.1347536372842441,0.4482987725542216,0.3828099837500325,0.3372082322145931,0.6048932026786192,0.2816537818494971,0.6136311676215145
49,0.38217259132062187,-0.2245310590172574,-0.30551673932715306,-0.14909289947408072,-0.27628719631910204,-0.15646355668830417,-0.09946939250287844,-0.15993166323829075,0.15797546783695152,-0.5539647681676112,0.3204329448762775,-0.10721052136100956,-0.17291485192260914,-0.07258936095930407,0.4838984321382226,0.781733817973808,0.42904511463555756,-0.33052787077030826,-0.3616820069855433,-0.38877426897264455,-0.1658681945206352,-0.1631381210281663,-0.158326545111441,0.11505425933852019,0.17187713498463744,0.600318020823342,0.5331149496051699,-0.017852050461413634,-0.00786952806658449,0.6136311676215145
6,-0.8566658738099511,-0.14794901605867058,-0.10181988726615868,-0.13778289830757814,-0.36315788004404337,0.9343743987393682,-0.10164169754316671,-0.1604230275861589,0.15836809847115538,0.045407320724144135,0.41939547085025186,-0.10676591735142538,-0.1256609387385489,-0.07364905432551133,0.8369756890841541,0.2784658783298797,-0.07902167524949223,-0.5308205750686201,-0.21072209105432385,0.7493731065016447,-0.2000722202209639,-0.3085157867012234,-0.5792471407224489,-1.1662173833006693,-0.09663019592268893,-1.089370823082889,-1.0321985136031508,-0.36318870113888263,-0.01044138893267327,0.6136311676215145
43,-0.6835162689067571,0.07833949578448596,0.06171453946206096,-0.09899253022654271,-0.0030434252569421574,0.7526025567389703,-0.09554120023808976,-0.1600635401824426,0.1580521592303042,0.30466921791767476,0.23582932807465196,-0.10670078856938128,0.028345777600090077,-0.0683135393564871,0.4269237264358679,-0.626235990821758,-0.07846418316736159,-0.33052787077030826,-0.07054765842162634,0.7986340650010869,-0.13638572172058783,-0.28755483847427304,-0.5427673557694949,-0.7497125567081535,0.6615989886955557,-0.6635034596511622,-0.6250348563718219,0.21348803311465514,0.2523751935094031,0.6136311676215145
186,-0.627697337848028,-0.15322972109072525,-0.1823547937547947,-0.14473494715156118,-0.36471268880140134,0.6349147668845245,-0.10108635429675679,-0.1600860874679593,0.15809641941676217,-0.4399329268999468,-0.19627695711769638,-0.10671503322199279,-0.13410597314157005,-0.07331150143166955,-0.12767920804103572,0.21413235019657648,0.5016078447431854,-0.7311132793669319,-0.27618600531562315,0.3720789181212311,-0.1919630189537905,-0.28776237261513393,-0.5203182573369078,-0.8208677524106771,-0.4603022386469182,-0.8586094338384284,-0.6250348563718219,-0.190316110083483,0.18520720167350319,-1.6296434287653334
134,-0.9786685851655469,0.037660680933374865,0.8930060924613287,-0.0028973071297198807,0.31279761354937874,1.7340963280122181,-0.09995101751976901,-0.1600171447634476,0.15767928147726024,0.20166928228104045,0.4338056996578452,-0.10518672786742604,-0.2916789477394978,-0.0739746900221779,-2.9223425677155577,-3.651410991400133,1.9068435990718777,-0.5308205750686201,0.5918504951779059,2.870953163843034,-0.1589375232347527,-0.3188924937442682,-0.5932778272428159,-1.3664456598552663,0.224960899182707,-1.3717999378467676,-1.3104666836717536,-0.4174308225973431,-0.0718299210883342,-1.6296434287653334
217,-0.14469003790006296,0.060502782100033334,0.8831062374780247,-0.020171937192950205,0.37547542555348307,1.7530533703000466,-0.1008181707185036,-0.15702815162123593,0.15715654348273808,0.04842249773092064,0.5450780115000169,-0.10583541793691899,-0.26671965170568324,-0.07198012599021258,-0.3705233646795581,0.009074710386641935,1.185528763457726,-0.5308205750686201,0.5008223099254828,3.8886398538267177,-0.20356360064649212,-0.15172374328081703,-0.03205036642813864,0.2048543608538073,-0.04200217676613009,0.6652390985139107,0.5914047794572387,2.5421640714182985,0.04387584518861589,0.6136311676215145
58,2.5222363158042755,-0.22315301523452252,-0.2870215645218144,-0.14905214792073213,-0.2611463417230524,-0.13764693062608976,-0.09941770682003889,-0.1583542266038126,0.1567478973733423,-1.1484275137514808,-1.2506774996084427,-0.10722345018507737,-0.1739260219759931,-0.07250237103284941,0.5048456041592709,0.7087034837398449,0.4167040518646171,0.07005753782631537,-0.3664930411471649,-0.4143031773465415,-0.16585059147990222,0.1070713303727194,1.5758663088059115,0.9963510751331135,1.035887784259399,1.691620105653284,1.5049696529285597,1.2801027061984807,1.8493540004808133,0.6136311676215145
68,-0.889877759358913,-0.21731014226583592,-0.19042162607990773,-0.19079466587491417,-0.6097810931461934,0.550141495418988,-0.10245972943447232,-0.1603086153806299,0.1578113580733784,0.4062813483120085,0.33082546571109706,-0.10666954144424907,-0.15438231085041962,-0.07460747042756902,-2.2757335540649835,-2.7248625775508097,-0.8061994405992267,-0.5308205750686201,-0.471284136997248,0.05524136529814833,-0.20599994649282183,-0.3188924937442682,-0.5932778272428159,-1.3664456598552663,0.4701113738428829,-1.3717999378467676,-1.3104666836717536,-0.4174308225973431,-0.9035671135315434,-1.6296434287653334
111,0.16791799578947225,-0.22145074290208971,-0.2965124238504611,-0.14768378306388494,-0.2508233507831667,-0.06008697718931784,-0.09963463896408023,-0.15959272862466437,0.15739596989883547,0.1931381727780106,0.3607839900539412,-0.10711809404365076,-0.16628871113296806,-0.07260803918815152,0.21348734205928882,0.5943170248479077,0.20415586245574432,-0.33052787077030826,-0.34957091990492134,-0.29515589048589636,-0.1691602649926823,-0.18389153511425582,-0.24531680153771598,-0.0094972938470144,0.44521026263724284,0.45954156804485397,0.406433964588485,-0.1121813167276139,0.2736362701802724,0.6136311676215145
66,0.006752759596867129,-0.20661616572741914,-0.26167615533257604,-0.13407161795300776,-0.2376274611331527,-0.005431682743260482,-0.0991680274883516,-0.15981288447770872,0.15768246587275975,-0.5712241356903641,0.5537542795892432,-0.10712337896561222,-0.16214449964800481,-0.0725246992468056,0.43584357020555947,0.6620673252961397,0.23746361461446985,-0.13023516647199646,-0.2796807479898471,-0.20449824994615817,-0.16029641646618392,-0.1942682421573006,-0.2565413507540095,0.22168484031981892,0.02054014905268645,0.3828099837500325,0.3372082322145931,0.036783265453961975,0.44222696680911744,0.6136311676215145
128,1.0695755912811433,-0.19187507652574445,-0.20696241628235496,-0.13008541907501517,-0.20094747443521344,0.12811524120359805,-0.0992388244328284,-0.15759193060235938,0.1551417755758339,0.01688282456610596,0.5053860071206584,-0.10701827891929344,-0.1592352382814873,-0.07285804508744259,0.030545731058695878,0.49027343483189423,-0.1220289115533909,1.0715210593178746,-0.23862471405404714,-0.07170783337529307,-0.15769465000743288,-0.006657378819051237,0.9023933558282989,1.260613414915412,2.608325395741125,1.2990621253774066,1.1905726299562658,2.4551522838845,0.8627747284530953,0.6136311676215145
122,0.21980814376015975,-0.07234326569208165,0.022320129146494415,-0.11362394770926251,-0.15156081075134123,-0.024659677764422176,-0.09294873094568448,-0.15982362132182978,0.1576474130960923,-0.22085560224961073,2.5122499175714172,-0.10716078785098104,-0.001256968456017792,-0.0666780880679272,-0.0017477450103583897,0.13235932380085644,-0.09024384807644067,-0.33052787077030826,-0.22649093094395745,-0.290240717698928,-0.10454241821808441,-0.17320352685991972,-0.14148972128700069,0.1457076366712892,1.1663773282517442,0.5318860300910058,0.47158517135056405,1.0462622277987925,0.4682498553050935,0.6136311676215145
206,-0.2782304361366716,-0.06381112083219848,0.14010213646459435,-0.02474134633208658,0.3172624644021078,0.20861563343007924,-0.09273249568728016,-0.15977011348317507,0.1578837909018959,1.0750712021896938,-0.40568370039172874,-0.10701454505566697,-0.09456853120535587,-0.07021036052619124,0.36718457124194764,-0.44966227896150857,-1.2646703841199582,2.072984580809434,0.23416119983775008,0.19406771970542305,-0.06299032676049593,0.1897736855057862,0.3018799727565943,1.5005972144329025,0.6069709695389969,0.45954156804485397,0.5331149496051699,0.3238222787796502,0.3352600034097292,0.6136311676215145
35,-0.5502656226661334,1.5640053339458646,0.7956680565539059,0.06543645497050256,0.8637505954060702,-0.3198570511146438,-0.052314479085738996,6.795773020370079,-6.753318840505612,2.6313274223398486,-0.21587900045659836,2.9950698911904525,2.7908971416956625,-0.021743539918899112,-1.2492854340124273,-1.4587223691331572,-0.6608807680528517,-0.7311132793669319,0.2299499814898816,-0.2721991435017797,0.1209007548347309,-0.27728189850165874,-0.5203182573369078,-0.8208677524106771,-0.994807486154026,-0.49449497704836753,-0.46658629330264356,-0.03851549201942259,-0.9035671135315434,-1.6296434287653334
78,-0.6556779866332415,-0.25619472510599856,-0.4037204715553452,-0.18672954702838607,-0.48536116573408666,-0.1122037110638573,-0.10105590481134034,-0.16063608744007307,0.15848018197462085,-0.08358794096431117,0.3697058588818438,-0.10713277475472534,-0.18158414277995785,-0.07296046069963316,0.09974890910264111,0.11729368662933573,0.8950413726873663,-0.7311132793669319,-0.5469407547862272,-0.5206640570069536,-0.19590429710628493,-0.30872332084208437,-0.5792471407224489,-1.2914845196466165,-0.6043040135260451,-1.089370823082889,-1.0321985136031508,-0.8944449298501822,-0.611690735422825,0.6136311676215145
28,1.2300794449007926,-0.23166854061814668,-0.33227429900986727,-0.15566947554647875,-0.28719874038694193,-0.183360818794618,-0.0995390663168305,-0.16006365760467256,0.1581521375544994,-0.5040159960443462,0.49027531028531324,-0.10729823231724515,-0.17988685640141258,-0.07249894529092243,1.1977783518798282,1.0451670747309205,0.48178767758360885,-0.33052787077030826,-0.4044253145178394,-0.5023636715829717,-0.16848026484018505,-0.0697477576407634,0.1419301464244113,0.37961797142462594,0.02054014905268645,1.0911064619456379,0.9720461848889927,0.04479924711199143,0.4512990557050132,0.6136311676215145
210,-0.10168416917714244,0.0470906132449615,0.6381473414981713,0.04917385125857144,0.436506882882813,0.07212186613962322,-0.08375728996088463,-0.15979276442218593,0.15793486374466006,0.9502704684815594,-2.136088185874969,-0.10709235005056968,1.9274718651930391,-0.06539618684071846,0.0049337603383132166,-0.04414095897117022,-1.7370076013047324,1.67239917221281,0.4608035467226024,0.08536790886611678,0.036891631061816484,0.3143979370927539,0.7957601382735102,1.6949372282157271,-0.2138005408980643,0.7269920051555765,0.7498533425264174,0.4908037732482292,-0.285897017865829,0.6136311676215145
208,-0.2721500708785299,-0.2536653586421061,-0.37650667176387725,-0.17733467889211724,-0.39996884669274935,-0.22565077260007635,-0.1003289802579013,-0.16059338028194892,0.158471685783955,-0.062260866318071754,0.24729982269889006,-0.1072457065290748,-0.18982225190541138,-0.07267897929903773,0.20540065046522576,0.2274998701553733,0.7537240737651417,-0.7311132793669319,-0.51389052915757,-0.6269483169510597,-0.1833403492992259,-0.2672164926699053,-0.49506302160024734,-0.6986433054740454,-0.6043040135260451,-0.34541893070739427,-0.32799926891324077,-0.8877200389313699,-0.6040798387375069,0.6136311676215145
21,-0.43317650791143364,-0.07499543058990356,0.15765343924033595,-0.038128060459281965,0.14830829057451728,0.8006960638400525,-0.09752136491319298,-0.1606901204694896,0.15887657638610128,0.2787149354409097,-0.22560980608479103,-0.10723258907949935,-0.1788468006967831,-0.07324939909543356,1.8959017589427085,0.8393408631118815,-1.041333253368975,1.0715210593178746,0.2955706677045099,1.1517775851922485,-0.11853095840257563,-0.18337269976210357,0.04371534078184279,1.0978817626577573,1.5034109729420333,0.3828099837500325,0.406433964588485,1.4239208369750356,0.8883019080417032,-1.6296434287653334
42,-0.9960815168085076,-0.08959958708269185,-0.014677391489284451,-0.07381612721718246,-0.13887592159140233,1.0013086205937554,-0.10051868590826289,-0.16051650772478177,0.15842407975571374,0.08441512089516308,0.4338056996578452,-0.10613317190574938,-0.15922126934224298,-0.07362075045906429,-0.33138692855515167,-0.23213362785907238,0.019924370250563476,-0.5308205750686201,0.1578322468866843,1.6215160358433192,-0.17545027109427164,-0.32937296785774345,-0.6045023764591094,-1.6144793727548272,-0.2201705926018326,-1.7359143946368283,-1.6830259291317045,-0.6704602846017232,-0.35819606693462097,-1.6296434287653334
96,-0.3918545549735494,-0.24302443237754526,-0.30438572557967775,-0.18266446400349654,-0.48511282142184214,-0.07029668113302033,-0.10088345145110855,-0.160390396202077,0.1584363589446706,-0.539930618526882,-0.31111980696473324,-0.10714955659936878,-0.180818530166311,-0.07303210076372672,0.2858145564927231,-0.13538754688961321,0.9821851836559117,-0.7311132793669319,-0.5209066294432103,-0.497532826733267,-0.19107571213810914,-0.27748943264251963,-0.5203182573369078,-0.8208677524106771,-0.5417616877072287,-0.49449497704836753,-0.46658629330264356,-0.5771584525292923,-0.6116694811891549,0.6136311676215145
154,0.999477600192599,-0.23715379405665557,-0.33409010109178816,-0.1617990669160872,-0.3216607929990489,-0.2068834720056808,-0.0997232390503716,-0.1599739762233483,0.15762809245421316,-0.6881986603216573,-0.06541513697739142,-0.1072739163608973,-0.18368484488958003,-0.07252865712136233,0.5671013904726361,0.7383169036110478,0.614410888006123,-0.5308205750686201,-0.43687015885800107,-0.5540068095196878,-0.17205861621428514,-0.11135835288337288,0.10264422416738389,0.3192781020943489,-0.30896525271496716,0.8960004877583713,0.798002279448846,-0.22039143722725146,0.1511694439712871,0.6136311676215145
175,-0.849594278292596,-0.16379430211462162,-0.08829781632502821,-0.13778289830757814,-0.3148512439689981,0.8435097904451266,-0.10164169754316671,-0.15987044893297953,0.15778291887411133,0.29368267183866775,0.42536261800525915,-0.10630044895814009,-0.1256609387385489,-0.07364905432551133,-0.9327118310634152,-0.9102476170296523,-0.49685917155787646,-0.5308205750686201,-0.21072209105432385,0.7493731065016447,-0.2000722202209639,-0.3085157867012234,-0.5792471407224489,-1.1662173833006693,0.11570486086958934,-1.089370823082889,-1.0321985136031508,-0.3930682584793332,-0.044257584119579294,0.6136311676215145
