,NOAEL-LOG
461,3.0
77,3.0
575,2.698970004
741,3.0
710,3.0
462,3.0
213,2.0
909,3.0
587,2.301029996
199,2.653212514
550,3.0
853,2.301029996
704,3.0
609,2.698970004
186,2.77815125
910,3.0
7,2.698970004
706,2.875061263
123,2.0
492,2.698970004
104,2.698970004
16,1.698970004
349,3.0
103,2.698970004
295,2.096910013
819,2.77815125
1009,3.0
652,2.477121255
887,2.698970004
1079,2.698970004
196,2.301029996
659,3.0
718,3.0
153,2.0
187,2.079181246
459,3.0
1031,2.812913357
692,3.0
444,3.0
1057,2.301029996
701,3.0
132,3.0
399,2.397940009
1051,2.477121255
662,3.0
443,3.0
172,1.698970004
480,3.0
890,3.0
174,2.079181246
843,2.903089987
653,3.0
74,2.0
1049,2.602059991
736,3.0
949,3.0
838,3.0
126,2.477121255
262,3.301029996
21,2.0
332,2.0
859,3.0
470,3.0
184,2.698970004
92,2.0
136,3.0
733,3.0
331,3.0
95,2.0
298,3.0
163,1.397940009
371,3.0
922,3.0
657,3.0
535,3.0
1027,3.0
279,2.698970004
266,3.0
625,3.0
450,2.698970004
809,3.0
955,2.301029996
260,3.0
542,2.77815125
578,2.0
1061,3.0
825,2.875061263
835,2.77815125
544,2.301029996
630,3.0
438,3.0
616,2.0
975,2.875061263
100,1.698970004
51,2.0
256,3.0
637,3.0
908,3.0
898,3.0
61,2.0
978,3.176091259
35,2.0
98,2.77815125
314,3.0
270,2.903089987
234,2.698970004
190,3.0
195,2.0
551,3.0
113,3.0
273,2.176091259
974,3.0
588,3.0
49,2.602059991
719,3.176091259
779,2.77815125
1023,3.0
69,2.698970004
754,3.0
1088,2.77815125
881,3.0
1042,3.0
864,3.0
119,2.0
290,2.77815125
39,2.903089987
989,3.0
1024,3.0
599,3.0
891,3.0
211,2.875061263
899,3.0
506,3.0
394,2.066325925
996,3.0
203,2.698970004
983,2.698970004
237,2.698970004
404,2.903089987
879,3.0
865,3.0
618,3.0
169,2.397940009
1100,2.602059991
162,2.0
612,2.079181246
786,2.301029996
923,2.544068044
520,2.301029996
307,3.0
81,3.0
297,2.397940009
505,3.0
675,3.0
606,2.0
425,3.0
961,2.079181246
541,3.0
929,3.0
682,3.0
518,2.301029996
465,3.0
855,3.0
94,3.0
743,2.397940009
219,2.0
999,3.0
785,3.0
529,3.0
1080,3.0
1092,3.0
194,3.0
285,3.0
366,3.0
299,2.397940009
441,3.0
1076,3.0
454,3.0
817,3.0
1105,3.0
6,1.698970004
686,2.397940009
416,3.0
1095,3.0
427,3.0
189,2.079181246
953,2.477121255
753,3.0
373,3.0
330,3.0
746,3.0
1096,3.0
716,3.0
645,2.397940009
142,3.0
771,3.0
717,2.301029996
700,3.0
346,2.301029996
792,3.0
1016,3.0
848,3.0
1033,3.0
471,3.0
595,3.0
53,2.698970004
37,2.079181246
1035,2.0
278,3.0
775,3.0
679,2.698970004
424,2.653212514
503,2.176091259
38,2.0
484,3.0
1034,2.77815125
928,3.096910013
398,3.0
507,2.0
343,3.0
567,3.0
839,3.0
