,PubchemFP0,PubchemFP1,PubchemFP2,PubchemFP9,PubchemFP10,PubchemFP11,PubchemFP28,PubchemFP30,PubchemFP37,PubchemFP44,PubchemFP283,PubchemFP284,PubchemFP314,PubchemFP322,PubchemFP328,PubchemFP332,PubchemFP342,PubchemFP344,PubchemFP346,PubchemFP366,PubchemFP374,PubchemFP405,PubchemFP411,PubchemFP416,PubchemFP425,PubchemFP440,PubchemFP443,PubchemFP456,PubchemFP535,PubchemFP614
31,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,1.35400640077266,1.0606601717798212,1.1254628677422756,1.6666666666666665,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,1.6666666666666665,1.5491933384829668,-0.36514837167011077,1.9639610121239315,1.8027756377319946
24,0.6454972243679027,-1.270977818604485,-0.6,0.5999999999999999,0.6915640748081245,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
30,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,5.744562646538029,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,5.744562646538029,0.7867957924694431,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,-0.9428090415820632,1.1254628677422756,-0.6,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
2,-1.5491933384829668,-1.270977818604485,-0.6,-1.6666666666666665,-1.4459976109624426,-0.8885233166386386,2.7386127875258306,-0.36514837167011077,1.8027756377319946,-0.17407765595569782,-2.160246899469286,-1.6666666666666665,-0.36514837167011077,2.7386127875258306,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,-1.6666666666666665,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
17,-1.5491933384829668,-1.270977818604485,-0.6,-1.6666666666666665,-1.4459976109624426,-0.8885233166386386,2.7386127875258306,-0.36514837167011077,1.8027756377319946,-0.17407765595569782,-2.160246899469286,-1.6666666666666665,-0.36514837167011077,2.7386127875258306,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,-1.6666666666666665,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
9,-1.5491933384829668,-1.270977818604485,-0.6,-1.6666666666666665,-1.4459976109624426,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,1.8027756377319946,-0.17407765595569782,-2.160246899469286,-1.6666666666666665,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,-1.6666666666666665,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
0,0.6454972243679027,0.7867957924694431,1.6666666666666665,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,2.7386127875258306,1.8027756377319946,-0.17407765595569782,0.46291004988627577,0.5999999999999999,2.7386127875258306,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,3.214550253664319,0.5999999999999999,1.35400640077266,1.0606601717798212,1.1254628677422756,-0.6,2.7386127875258306,-0.8885233166386385,2.7386127875258306,-0.6,-0.6454972243679029,2.7386127875258306,-0.5091750772173155,-0.5547001962252291
6,0.6454972243679027,0.7867957924694431,1.6666666666666665,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,-0.9428090415820632,1.1254628677422756,-0.6,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,-0.6,1.5491933384829668,-0.36514837167011077,1.9639610121239315,-0.5547001962252291
21,0.6454972243679027,0.7867957924694431,1.6666666666666665,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,1.0606601717798212,1.1254628677422756,1.6666666666666665,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,1.6666666666666665,1.5491933384829668,-0.36514837167011077,1.9639610121239315,-0.5547001962252291
32,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,1.35400640077266,1.0606601717798212,1.1254628677422756,1.6666666666666665,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,1.6666666666666665,1.5491933384829668,-0.36514837167011077,1.9639610121239315,1.8027756377319946
13,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
19,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,-1.4459976109624426,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,0.5999999999999999,1.35400640077266,1.0606601717798212,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
3,-1.5491933384829668,-1.270977818604485,-0.6,-1.6666666666666665,-1.4459976109624426,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,-1.6666666666666665,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,-1.6666666666666665,-0.7385489458759965,1.0606601717798212,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
7,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,1.35400640077266,1.0606601717798212,1.1254628677422756,1.6666666666666665,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,1.8027756377319946
1,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,2.7386127875258306,1.8027756377319946,-0.17407765595569782,0.46291004988627577,0.5999999999999999,2.7386127875258306,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,3.214550253664319,0.5999999999999999,1.35400640077266,1.0606601717798212,-0.8885233166386385,-0.6,2.7386127875258306,-0.8885233166386385,2.7386127875258306,-0.6,-0.6454972243679029,2.7386127875258306,-0.5091750772173155,-0.5547001962252291
5,0.6454972243679027,0.7867957924694431,1.6666666666666665,0.5999999999999999,0.6915640748081245,1.1254628677422756,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,1.35400640077266,1.0606601717798212,1.1254628677422756,1.6666666666666665,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,1.6666666666666665,1.5491933384829668,-0.36514837167011077,-0.5091750772173155,1.8027756377319946
20,-1.5491933384829668,-1.270977818604485,-0.6,-1.6666666666666665,-1.4459976109624426,-0.8885233166386386,2.7386127875258306,-0.36514837167011077,1.8027756377319946,-0.17407765595569782,-2.160246899469286,-1.6666666666666665,-0.36514837167011077,2.7386127875258306,-0.17407765595569782,-1.270977818604485,-0.3110855084191277,-1.6666666666666665,-0.7385489458759965,-0.9428090415820632,-0.8885233166386385,-0.6,-0.36514837167011077,-0.8885233166386385,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
33,0.6454972243679027,0.7867957924694431,-0.6,0.5999999999999999,0.6915640748081245,-0.8885233166386386,-0.36514837167011077,-0.36514837167011077,-0.5547001962252291,-0.17407765595569782,0.46291004988627577,0.5999999999999999,-0.36514837167011077,-0.36514837167011077,-0.17407765595569782,0.7867957924694431,-0.3110855084191277,0.5999999999999999,-0.7385489458759965,-0.9428090415820632,1.1254628677422756,-0.6,-0.36514837167011077,1.1254628677422756,-0.36514837167011077,-0.6,-0.6454972243679029,-0.36514837167011077,-0.5091750772173155,-0.5547001962252291
