,NOAEL-LOG
450,2.698970004
674,3.0
234,3.0
671,3.0
653,2.698970004
567,3.0
16,3.397940009
587,2.875061263
404,2.477121255
772,3.0
7,1.698970004
871,2.301029996
92,1.397940009
349,3.0
837,3.0
169,1.698970004
495,3.0
542,2.698970004
1075,3.0
503,2.698970004
944,2.698970004
1077,3.0
625,2.698970004
538,3.0
480,2.477121255
74,2.0
444,3.0
624,2.698970004
21,2.0
553,3.0
278,3.0
867,3.0
153,2.698970004
371,3.0
1059,2.096910013
629,3.0
658,2.397940009
608,2.653212514
613,2.477121255
95,3.0
174,2.397940009
870,3.0
279,3.0
462,3.0
976,3.0
687,2.875061263
1037,2.301029996
964,3.176091259
551,3.0
126,3.0
132,2.397940009
665,3.875061263
656,3.301029996
572,2.875061263
256,3.0
599,2.903089987
299,2.0
533,2.602059991
441,2.301029996
415,3.0
298,3.0
460,3.0
273,2.301029996
621,3.0
696,2.77815125
424,3.0
213,2.0
794,3.0
518,2.77815125
123,2.176091259
266,2.301029996
468,2.397940009
270,3.0
585,2.301029996
557,2.77815125
307,3.0
163,2.0
61,2.477121255
35,1.698970004
394,3.0
578,3.0
991,3.0
162,1.698970004
381,3.0
347,2.903089987
189,2.77815125
243,3.0
443,3.0
707,3.0
49,2.602059991
190,2.079181246
879,3.0
113,1.698970004
69,2.0
396,2.301029996
136,3.0
1024,3.0
1045,2.0
39,2.903089987
1078,3.0
577,3.0
601,3.0
725,3.0
978,3.0
297,3.0
211,3.0
187,2.698970004
399,3.0
1076,3.0
780,3.0
941,3.0
119,1.698970004
938,3.0
231,2.301029996
712,2.903089987
899,3.0
662,2.698970004
196,2.477121255
195,3.0
636,2.698970004
172,2.397940009
935,2.477121255
881,2.698970004
305,3.0
344,3.0
987,3.0
290,2.0
103,3.0
612,3.0
731,3.0
81,3.0
647,2.875061263
892,3.0
929,2.653212514
815,3.0
515,3.176091259
904,3.0
1055,3.0
421,3.0
516,2.397940009
94,3.0
427,2.477121255
620,2.77815125
507,3.0
916,3.176091259
370,3.0
889,3.0
239,2.602059991
461,2.477121255
262,3.0
652,2.875061263
841,3.0
857,3.0
194,2.77815125
593,2.0
844,3.0
360,3.0
588,3.0
513,3.0
972,3.0
633,3.0
676,2.477121255
358,3.0
898,3.0
1042,3.0
142,1.698970004
685,2.301029996
849,2.397940009
876,2.875061263
843,3.0
971,3.0
1005,2.698970004
1003,2.875061263
53,3.0
37,2.079181246
980,2.477121255
866,2.397940009
631,3.0
651,2.903089987
38,2.0
484,2.77815125
884,2.477121255
367,3.0
926,2.301029996
550,2.698970004
1,1.698970004
823,3.0
179,2.079181246
121,2.0
718,3.0
1018,3.0
953,3.0
1023,2.301029996
260,3.0
219,2.653212514
931,2.77815125
609,3.079181246
812,3.0
531,2.698970004
314,3.0
140,2.477121255
97,3.0
845,2.0
183,3.0
717,3.0
549,2.477121255
18,3.0
454,2.477121255
673,3.0
591,3.0
957,2.875061263
675,2.477121255
865,2.77815125
77,1.397940009
203,3.0
98,1.397940009
215,2.0
993,2.812913357
