,NOAEL-LOG
26,3.0
37,1.698970004
155,2.698970004
135,3.0
97,3.0
207,3.0
41,2.903089987
49,2.397940009
6,1.698970004
43,1.698970004
186,2.477121255
134,2.397940009
217,2.0
58,3.0
68,1.397940009
111,2.903089987
66,1.698970004
128,3.0
122,1.397940009
206,2.0
35,2.477121255
78,1.698970004
28,3.0
210,3.0
208,2.698970004
21,2.477121255
42,2.77815125
96,3.0
154,3.0
175,2.77815125
171,1.698970004
169,2.602059991
59,3.0
38,3.0
69,1.397940009
152,3.0
112,3.0
124,1.698970004
7,2.698970004
141,3.0
120,1.397940009
176,2.397940009
174,2.397940009
74,2.903089987
63,2.477121255
8,1.698970004
157,1.698970004
18,2.477121255
105,3.0
187,2.903089987
165,2.0
54,2.0
202,3.0
108,2.698970004
163,2.0
147,3.0
65,3.0
182,3.0
216,2.875061263
140,1.397940009
125,2.176091259
101,2.77815125
20,2.0
213,3.0
180,1.397940009
114,2.397940009
170,2.0
162,2.0
103,1.698970004
64,2.0
189,2.698970004
87,2.301029996
86,3.0
4,2.698970004
52,2.698970004
25,1.397940009
212,2.079181246
126,3.0
80,3.0
23,2.0
99,3.0
16,1.698970004
0,3.0
72,1.698970004
148,3.0
55,3.0
33,1.698970004
27,2.477121255
149,2.0
83,3.0
196,2.77815125
127,2.0
29,2.698970004
17,3.397940009
139,3.0
110,2.903089987
215,2.0
95,2.0
79,1.397940009
9,2.77815125
181,2.079181246
44,1.875061263
168,1.397940009
67,2.698970004
221,2.653212514
53,2.0
46,3.0
13,3.0
115,1.698970004
204,2.653212514
39,2.079181246
76,2.0
188,2.176091259
15,2.176091259
71,2.0
164,1.698970004
51,2.602059991
191,2.77815125
184,2.875061263
14,2.698970004
145,2.0
220,2.0
90,1.397940009
2,1.698970004
11,2.653212514
22,2.0
57,2.0
5,1.698970004
130,2.477121255
116,1.397940009
166,3.0
104,3.0
158,2.0
98,2.0
190,2.0
92,1.397940009
146,2.0
177,1.698970004
198,2.477121255
106,3.0
194,2.079181246
60,2.0
138,3.0
160,2.0
137,3.0
36,2.0
50,3.0
109,3.0
144,1.698970004
47,2.0
48,2.875061263
209,2.653212514
150,2.698970004
1,2.954242509
131,2.477121255
45,2.903089987
84,3.0
205,3.0
183,2.079181246
88,2.0
3,3.0
167,2.0
129,1.698970004
197,3.0
159,2.0
89,1.698970004
222,2.079181246
156,2.477121255
136,3.0
178,2.653212514
172,3.0
151,2.0
118,2.477121255
61,2.0
143,2.0
218,3.0
62,3.0
132,2.698970004
142,2.477121255
81,2.301029996
195,3.0
19,3.0
107,2.698970004
179,2.079181246
153,2.0
10,2.698970004
70,2.397940009
77,2.0
192,2.079181246
185,3.0
123,2.0
199,3.0
32,2.0
40,2.0
214,2.301029996
85,2.301029996
200,2.0
211,3.0
82,3.0
31,2.0
119,2.77815125
93,2.301029996
75,3.0
24,2.0
73,2.0
161,2.397940009
121,1.698970004
94,1.397940009
102,2.0
12,2.0
173,2.0
219,3.0
91,2.0
193,3.0
