,NOAEL-LOG
184,2.77815125
107,3.0
78,3.0
128,3.0
35,2.079181246
68,2.0
30,2.0
171,3.0
122,2.477121255
28,2.698970004
93,2.0
31,1.698970004
141,3.0
81,3.0
21,2.0
108,2.477121255
34,3.0
42,3.0
100,3.0
190,3.0
75,3.0
157,2.0
162,2.0
177,2.698970004
59,2.0
38,2.77815125
208,2.0
168,2.079181246
181,3.0
7,2.698970004
200,2.079181246
105,2.903089987
133,2.0
165,2.397940009
63,1.397940009
8,1.698970004
148,2.0
123,2.477121255
101,3.0
164,2.77815125
202,2.301029996
54,3.0
191,3.0
94,3.0
114,1.397940009
176,2.176091259
65,2.096910013
149,2.0
120,3.0
96,2.77815125
20,2.477121255
112,3.0
170,2.079181246
188,2.0
161,3.0
153,2.0
64,1.397940009
196,2.698970004
87,1.397940009
86,2.0
4,2.698970004
52,2.698970004
25,3.0
147,2.0
111,1.397940009
80,2.301029996
23,2.0
99,3.0
16,3.397940009
0,3.0
72,2.0
199,3.0
139,2.698970004
74,1.397940009
55,3.0
33,2.0
182,2.079181246
142,2.0
27,3.0
140,2.0
18,3.0
83,2.0
186,2.477121255
12,2.0
24,1.397940009
127,3.0
29,2.301029996
17,2.477121255
110,1.698970004
163,2.397940009
95,1.397940009
79,3.0
9,2.77815125
203,2.0
44,2.875061263
185,3.0
67,1.698970004
209,2.653212514
53,2.0
46,3.0
13,3.0
115,1.397940009
193,3.0
39,1.698970004
76,2.301029996
205,2.0
15,2.176091259
71,2.0
155,2.0
51,3.0
180,2.079181246
173,2.875061263
14,2.698970004
145,2.477121255
207,3.0
90,2.0
2,1.698970004
11,2.653212514
22,2.0
57,3.0
5,1.698970004
130,1.397940009
116,2.0
104,3.0
158,1.397940009
98,1.698970004
179,2.77815125
92,3.0
146,1.698970004
187,3.0
106,2.903089987
192,2.653212514
60,3.0
138,2.0
160,1.698970004
137,3.0
36,2.0
50,2.0
109,2.397940009
144,2.698970004
47,1.698970004
48,2.698970004
198,3.0
150,1.875061263
1,2.954242509
131,3.0
45,2.397940009
84,1.698970004
194,2.0
183,3.0
88,2.301029996
3,3.0
167,2.653212514
129,3.0
197,2.653212514
159,2.0
89,1.397940009
210,2.079181246
156,3.0
136,3.0
178,2.0
172,2.079181246
151,2.397940009
118,3.0
61,1.698970004
143,3.0
62,2.698970004
132,2.477121255
6,1.698970004
117,2.176091259
19,2.0
152,2.0
166,1.698970004
82,2.301029996
119,2.0
85,1.397940009
37,2.903089987
66,2.0
169,1.397940009
103,2.698970004
154,1.698970004
189,2.301029996
32,2.477121255
56,2.0
43,2.0
69,2.903089987
58,2.477121255
113,2.477121255
10,2.698970004
40,1.875061263
41,2.903089987
77,3.0
204,2.875061263
174,3.0
134,1.698970004
97,2.0
49,2.0
125,3.0
201,3.0
121,1.698970004
126,3.0
206,3.0
