,NOAEL-LOG
19,2.0
77,2.301029996
119,3.0
40,1.698970004
207,3.0
173,2.079181246
73,2.0
41,1.875061263
125,2.698970004
170,1.397940009
117,2.0
102,3.0
37,2.0
43,3.0
135,1.698970004
121,3.0
154,2.0
91,2.0
168,2.653212514
152,2.397940009
69,2.0
66,2.096910013
190,2.301029996
202,3.0
10,2.698970004
134,2.0
126,3.0
56,3.0
49,2.698970004
70,2.903089987
58,3.0
175,3.0
32,1.698970004
82,3.0
26,2.477121255
85,1.698970004
196,3.0
6,1.698970004
176,2.477121255
113,3.0
103,2.698970004
124,2.477121255
97,2.77815125
