,nHeavyAtom,nC,MATS4p,GATS1e,GATS1s,nBonds,nBonds2,SpDiam_Dt,SpAD_Dt,SpMAD_Dt,fragC,MLFER_BH,MLFER_S,MLFER_E,TPC,piPC2,TpiPC,GGI4,VAdjMat,MWC2,MWC5,MWC10,TWC,SRW2,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WPOL,Zagreb
1058,-0.8030316014067083,-0.748333898538478,0.46682203746691747,0.014782943964762273,0.44824796891539775,-0.765000223444078,-0.670886599112625,-0.6083656999240183,-0.5937301357587333,-0.7816051337671676,-0.45462008710373303,-0.44253814249763757,-0.6170372705602224,-0.6401753173962416,-0.541405031297582,-0.8672487147763924,-0.945942267821575,-0.6525719056024205,-0.7617270628722779,-0.52588875208134,-0.3386107324388508,-0.1889504984079306,-0.670206850475911,-0.6057771933353482,-0.8018734715101933,-0.18591694947510315,-0.6038845431258184,-0.2954988941782414,-0.8405471966196713,-0.7530247305216443
749,-0.39479482945785466,-0.21272104127788563,-0.16081810903239233,-0.3934486311503702,-0.5205393451197845,-0.45437869176586854,-0.16114788526728496,-0.4602726962152586,-0.4664233768900141,-0.4929780613696406,-0.4281140925375545,-0.5986223270513465,-0.604240331062408,-0.6607942746520956,-0.473257007616482,-0.260788994103119,-0.44953831877862604,-0.6161871239340848,-0.08049044225600817,-0.1256200278008211,-0.18886264730210645,-0.23198155936990808,-0.3786599260187941,-0.11141138280940872,-0.42413003037440444,-0.1346778182994629,-0.6264299470626878,-0.33858131167758126,-0.5788166493376428,-0.5003577178049275
141,0.2855997904569013,0.32289181598270666,-0.0853381005102253,-0.5615549082519637,-0.6829330251002641,0.16686437159055043,0.5864688950392138,-0.07650721792286583,-0.12971650114800293,-0.027470315480745723,-0.374890055448668,-0.7514031426197918,-0.6751156882810723,-0.842355648266145,-0.299236161430816,0.10448284411364052,-0.16866974615728822,-0.0340306172407133,0.5756457189892672,0.38574014487665,0.2497844575256265,0.1229709580382113,0.23717442827634724,0.4809326361483427,0.23558981237895457,0.09492689378226776,0.1380979146158538,1.1223687169376984,-0.01796547659043889,0.03024300890017771
100,-0.5308737534408058,-0.39125866036474977,-0.12072205111092159,0.4832191168436976,0.5229696495372855,-0.5786273044371524,-0.19513046619030763,-0.5476807005275905,-0.5267796735662451,-0.644947156525594,-0.43871649036402594,-0.11550461295653311,-0.5870136817384272,-0.5800366920666669,-0.5061140904627266,-0.7856423452221271,-0.7452466017689674,-0.6161871239340848,-0.26814256055536373,-0.34457798026966235,-0.32835591452671625,-0.31063281570429807,-0.5171177709103025,-0.28275572731320375,-0.5452634273662398,-0.08226716434034058,-0.5931407857605334,-0.6912816245332019,-0.6162067275207898,-0.6519579254349577
1304,-0.39479482945785466,-0.3019898508213177,1.3307209326532898,-0.03677922286827647,-0.12868347757176418,-0.45437869176586854,-0.1271653043442623,-0.4892634420995175,-0.48697819375890095,-0.5793262493021154,-0.4280610805484221,-0.11798213969548078,-0.36897352029489744,-0.5084430904838398,-0.473257007616482,-0.30654839122192595,-0.5655009535488045,-0.48681901133555777,-0.08049044225600817,-0.06279853146362431,-0.065501269215017,-0.013503914444614755,-0.32057445231146114,-0.11141138280940872,-0.43206819198040397,-0.2254698938608376,-0.45986941669471976,-0.38249296789502213,-0.5414265711544959,-0.4498243152615842
522,-0.8710710633981839,-1.0161403271687741,2.3150710145191407,0.06485702869877724,-0.4532258092464428,-0.82712452977972,-1.0107124083428518,-0.6207318661684988,-0.5933757759361893,-0.6965703823417205,-0.459815262038704,-0.6919425008850456,-0.08891742128503648,-0.59607365882122,-0.5438388892861926,-0.7856423452221271,-0.8733226215686712,-0.8102392928318753,-0.9242787218006391,-0.6318627184730924,-0.40770673745633895,-0.24879947889771828,-0.7414313561275987,-0.7395282364506376,-0.8520129139645295,0.09020837383661552,-0.26708676187792024,0.038933853956108086,-0.8779372748028182,-0.8035581330649877
1174,0.6257971004142793,0.9477734827867311,0.11262510996993146,-0.386094324991933,-0.6503464604856252,0.4774859032687599,1.2321379325766446,0.29489498053684193,0.17154356806308224,0.35442932712664005,-0.34849008486075417,-0.3186618055502495,-0.4487082971658947,-0.7289513833589469,-0.2371727827212428,0.2447259061777439,-0.10360176535987309,-0.09871467353997677,0.8060155243253938,0.5561757351739512,0.3494474611913969,0.16539407974151865,0.5005431311502703,0.6870721268150434,0.5682421349321959,0.16576699911204706,-0.24967188535873489,0.38137243836490253,0.16898491432529575,0.2829100216168945
187,-0.2587159054749034,-0.3019898508213177,0.2968086731790491,0.16884139044795882,0.0823396233317437,-0.33013007909458475,-0.059200142498216944,-0.42260785314690047,-0.431231061177581,-0.4714981055900167,-0.41735265874368604,0.24786597542247205,-0.16619124825260786,-0.4059210530172315,-0.4367491377873213,-0.21715872796263527,-0.461009589782258,-0.42213495503629433,0.08206121667235304,0.05134718636181176,0.09253399266320485,0.13962807403659502,-0.17340632399850472,0.036217954161058684,-0.29940768410997504,-0.138068530748116,-0.1099538628588241,0.27933124823879274,-0.2796960238724674,-0.3487575101748975
586,-0.5308737534408058,-0.3019898508213177,0.31250456385634434,0.4126231852649522,0.7983988014285092,-0.5786273044371524,-0.29707820895937564,-0.5396029084703242,-0.5316453153868095,-0.6687937604465352,-0.43876950235315826,-0.5854088511102918,-0.6283576401159813,-0.5147433274231287,-0.5061140904627266,-0.30654839122192595,-0.5200119257869642,-0.6161871239340848,-0.26814256055536373,-0.22864411171755727,-0.19159134210056974,-0.11583541702049192,-0.45815352583937624,-0.28275572731320375,-0.5594531433806259,-0.2716098394205186,-0.8114048126057979,-0.6920531060409638,-0.6162067275207898,-0.5761578216199426
620,0.3536392524483769,0.41216062552613875,0.9541518662489844,0.5282040810261724,0.6184205774425485,0.22898867792619232,0.9602772851924632,-0.13833810584455555,-0.14283498887852386,-0.11147291131703439,-0.36958885653543233,1.7971460295111388,-0.1337067095273868,-0.28678929998340746,-0.24447435668707493,0.07372987336418785,-0.16866974615728822,-0.3574508987370308,0.6253395235066141,0.4577190271612986,0.29077439342197775,0.1728289594110095,0.3017348523634672,0.5254646479357612,0.29284871003957347,0.05197783569704512,0.17708382081235602,-0.39632447440842256,-0.055355554773585815,0.13130981398686442
108,-0.7349921394152327,-0.8376027080819101,0.9017377967529407,-0.12370971562566847,0.5867875782724767,-0.7028759171084361,-0.7048691800356478,-0.5919015807573362,-0.5658986945787008,-0.6635577382355723,-0.44921286421223255,0.206573863106676,-0.33944212145378727,-0.4586139437821922,-0.5097648774456427,-0.5158306229944837,-0.7622326374482704,-0.8102392928318753,-0.618346338626868,-0.2656995350483132,-0.028475932974405628,0.1895796056691251,-0.49965802185082525,-0.4869199615190261,-0.7330480308076172,-0.0682284078843644,-0.27399557368948224,0.33489186526346587,-0.7283769620702305,-0.6014245228916143
963,-1.007149987381135,-1.2839467557990702,0.20249936305761532,-0.20261543272307322,1.2586094197367033,-1.0134974487866457,-1.1466427320349426,-0.6770611310171905,-0.6487933224295539,-1.0846413555406675,-0.47566584678927876,-0.36821234032920475,-0.08005800163270342,-0.41909427570847174,-0.5827806171039641,-0.6410672586892329,-1.2500613725771297,-0.8102392928318753,-1.3338761889997783,-1.0505193819398213,-1.0068106677942874,-0.7504335482491763,-1.0519462368371615,-1.285403471143478,-1.0167972790175386,-1.0919638865298484,-0.18501783663955715,-0.1514450107840034,-1.027497587535406,-0.9551583406950178
1345,0.01344194249099894,-0.03418342219102154,0.9190945919160326,0.5163543250310368,0.6363396836932638,-0.08163285375201716,0.3825734095010778,-0.3490014293449984,-0.34289486535817176,-0.3886375904550492,-0.39609485110161086,1.2322699330310491,-0.1652068682912375,-0.21462294958791783,-0.3454794632144195,-0.09726616038724945,-0.3142129861371865,-0.0340306172407133,0.35370037008948324,0.2660562229321208,0.18665589801735896,0.148323606223668,0.03993212917526228,0.28154433662582673,-0.04018433434890829,-0.06452571194318708,0.09627541387373643,0.20271839096696703,-0.24230594568932046,-0.12135719872985236
1586,-0.666952677423757,-0.5697962794516138,0.19672974054186662,-0.9047236094027722,-0.8397243065077336,-0.7028759171084361,-0.5349562754205344,-0.5630583629702878,-0.5573844513143004,-0.68272857104628,-0.4493188881904973,-0.8926221667398142,-0.7686317846112544,-0.7283786345462844,-0.5341034573317498,-0.7856423452221271,-0.8308296514914484,-0.6808711802333484,-0.4900879094551477,-0.52588875208134,-0.5587679435294036,-0.5811726895509441,-0.6984719835100879,-0.4869199615190261,-0.6787266037742347,-0.20632143692780916,-0.6587050079520824,-0.40025630547884933,-0.7657670402533774,-0.7530247305216443
1138,0.2855997904569013,0.6799670541564349,0.19876536936266312,-0.14498749840855404,-0.3393706799363858,0.16686437159055043,0.9262947042694406,0.12077671668921479,0.01806602689801594,0.33467218744159555,-0.3751021034051975,-0.6390885971208267,-0.6470608593820177,-0.6934409569738649,-0.3454794632144195,-0.06048177529172576,-0.29191598348584546,-0.6808711802333484,0.5756457189892672,0.32782991126843336,0.07659425998224731,-0.14769571163636172,0.16349043300055482,0.4809326361483427,0.25268422604131113,0.20897787404249163,-0.6584227336788707,-0.3997169024980078,-0.24230594568932046,-0.04555709491483733
232,-0.5308737534408058,-0.4805274699081818,-0.3471807466458973,1.678630542485177,1.547073289301141,-0.5786273044371524,-0.2291130471133303,-0.5819910255134415,-0.5558385640591309,-0.7873653364427153,-0.43866347837489356,-0.5185156291587022,-0.764694264765773,-0.8778660746512271,-0.5061140904627266,-0.5158306229944837,-0.7452466017689674,-0.2927668424377673,-0.26814256055536373,-0.19301425568923455,0.0024937406913987823,0.1350503044040772,-0.3850064144598922,-0.28275572731320375,-0.5645706561685373,-0.33989616517392,-0.3844657941832602,-0.3129939885919503,-0.39186625842190814,-0.5508911203482709
1161,-0.19067644348342785,0.14435419689584258,-0.6604922559768702,0.013279079925674403,1.0990379668225825,-0.08163285375201716,0.24664308580898714,-0.17950433693670786,-0.08814398394728189,0.6633963998542388,-0.02527598712077334,-0.5135605756808068,-0.677084448203813,-0.44601346990361473,0.17049843037105167,0.16311953662347853,0.16918846539472754,0.505452379908883,0.15586133680382847,0.4224285859647283,0.6462952153214456,0.7926282512599235,0.1545972884433702,0.28154433662582673,-0.14997400883013037,0.6806756027049574,-0.7715708168278388,-0.615933607735303,0.2437650706915896,0.08077641144352107
365,-0.5989132154322814,-0.6590650889950459,-1.0174680215816396,-0.27892684186029565,-0.6201916053941586,-0.6407516107727942,-0.6029214372665798,-0.5623904172746186,-0.5501318528665727,-0.7051592656456,-0.44391166529899684,-0.3483921264176226,-0.41031747867245155,-0.7117689189790686,-0.5207172383943909,-0.5158306229944837,-0.6979101983568581,-0.6161871239340848,-0.3740640475078635,-0.3866880516936649,-0.3455403367052481,-0.300429304550377,-0.5662026954246561,-0.3799694110695516,-0.618372637235571,-0.23149268804294845,-0.2769378743471105,0.3292693700668629,-0.6535968057039366,-0.6772246267066293
120,-0.39479482945785466,-0.21272104127788563,-1.0236315262290714,0.1235085199462017,0.31956924046775964,-0.33013007909458475,-0.4330085326514664,-0.32626497009698513,-0.30349994814668924,0.1914426679871009,-0.26907812514048335,-0.39711681895026196,-0.24001974535538323,0.14048131426290414,-0.2566436466301285,0.30769462315637275,0.8063420904130152,-0.3287024289113356,-0.08049044225600817,0.05134718636181176,0.17139022069832022,0.24528899795089656,-0.18994467747242913,0.036217954161058684,-0.3496713041472018,0.7169378057225889,-0.6139889429922597,-0.3148075734480946,-0.3544761802387612,-0.3487575101748975
527,-0.12263698149195225,-0.5697962794516138,0.2532636156201082,-0.3069068191877703,-0.4885105266329081,-0.20588146642330096,-0.5009736944975117,-0.39107881302358904,-0.39585174274645724,-0.45418047095934266,-0.4064852009715528,-1.2130489583103914,-1.1874854581743328,-0.5078703416711772,-0.3929396939923285,0.10448284411364052,-0.24687635797093138,-0.16339872983924025,0.2254419409177629,0.17670873894572955,0.16984329748554824,0.14773859219750396,-0.06007692321491195,0.1659058225546757,-0.17384760762921375,-0.13325349673551623,0.714402220108864,1.403991488556534,-0.20491586750617352,-0.22242400381653907
21,1.170112796346084,1.6619239591341874,0.05810724820044695,0.3946673523468516,0.5329369176955346,1.2851018856321046,1.1641727707305993,0.7776045218467247,0.7843223960497135,0.9586291462566381,1.353194766287907,1.131517178980507,0.7793057046436012,1.6869031084519672,1.4531415903688976,1.2663696152767767,1.6046005737181293,1.0512241049339188,1.1025837915589558,1.0417050835705992,0.9780595641374371,0.9166041955135649,1.2325673345424706,1.088645745149365,1.2343250955494565,0.8184998848959452,-0.19274055633400206,-0.664423184489085,1.477637650735438,1.3188447737554334
172,2.1226652642267423,0.9477734827867311,0.08391906380614,-0.6514131115836428,0.04114076719520175,2.0927178679954492,1.2321379325766446,2.1181727170767806,1.921259480923899,1.634332868580067,1.4444814115738256,3.5148979018482533,3.95491546002431,2.8679111601622815,1.6259455075602582,1.6289514758830668,1.707222807676145,2.4922411367545,1.4932341186653744,1.3252958498432645,1.133725264504184,0.9824188182934123,1.9101965123791542,1.3798507379322957,2.0838315453719694,0.47545752216436865,3.738422560889011,2.990369401480632,2.150659058032083,2.2284460195356135
1256,-0.19067644348342785,0.14435419689584258,-0.04436721604659112,3.220600041771725,2.876999591241165,-0.26800577275894283,0.4165559904241005,-0.47542409390623636,-0.43019483263549646,-0.519943204769078,-0.41226350778697973,-0.8967513779713938,-0.9084137391258422,-0.8767205770259019,-0.41484441588982485,-0.3546554288501884,-0.4523781420140272,-0.42213495503629433,0.15586133680382847,0.05134718636181176,0.08726502619376623,0.15414660785080328,-0.1254468758495015,0.10302806106841138,-0.21977855151958314,0.023183075026247533,-0.7264192428566275,-0.9953441955673697,-0.2796960238724674,-0.3487575101748975
1301,1.1020733343546085,1.1263111018735952,-0.32662535225800465,-0.4457590742511776,-0.7788186755995783,1.2229775792964628,0.9602772851924632,0.7939331241768827,0.8084682764976886,1.0623710883275794,1.305749036014447,0.7764050130646611,0.930900218694633,1.1273275184805913,1.5285911880158296,1.1670668417426877,1.4941794033845595,1.1716083209140535,1.0692302204623938,1.0136343890899424,0.9626698273777108,0.9007482120055801,1.1798976252458744,1.0625807055246608,1.1714809790456304,0.8435824574865224,0.8081653007469102,0.6774469322640921,1.3654674161859972,1.2430446699404183
1073,-0.666952677423757,-0.6590650889950459,0.3894033875988951,1.4102167207204503,1.655345200991687,-0.7028759171084361,-0.3990259517284437,-0.5749682912382504,-0.5632547826647553,-0.7172532989720755,-0.44926587620136493,0.4196411626561835,-0.4664271364705608,-0.47465091053674546,-0.5341034573317498,-0.9566383789735647,-0.8962191793868166,-0.6161871239340848,-0.4900879094551477,-0.52588875208134,-0.5073161005838399,-0.4904084275143223,-0.6758911176253968,-0.4869199615190261,-0.6790655179224006,-0.21174826114103248,-0.4489011716267801,-0.9953441955673697,-0.7283769620702305,-0.7530247305216443
1467,-1.2793078353470373,-1.2839467557990702,0.20249936305761532,-2.1280469640158404,-1.9699273688491072,-1.2619946741292132,-1.3505382175730787,-0.6995463211668688,-0.6718638934128851,-1.3560077022565316,-0.49708269039875097,-0.9198749608682396,-0.7203971665041079,-0.6252838482670134,-0.599817623024239,-3.1161905721252756,-2.3582276556293684,-0.8102392928318753,-3.2930919015061706,-3.8705449555308147,-4.096606128658999,-4.275816470038955,-2.429135421075952,-3.6333876467430035,-1.2662921373112248,-4.820638033155225,-0.9046945251822783,-0.9953441955673697,-1.027497587535406,-1.2078253534117345
