,NOAEL-LOG
609,3.0
297,3.0
123,3.0
1195,3.0
15,2.477121255
515,2.397940009
1285,3.0
944,2.301029996
113,3.0
100,3.0
1115,2.875061263
166,3.0
754,3.079181246
1239,2.698970004
416,2.176091259
120,3.0
675,2.477121255
448,3.0
427,3.0
1063,2.875061263
1176,3.0
419,3.0
601,2.0
1014,3.0
1085,3.0
1183,3.0
595,3.0
1135,3.0
219,3.0
972,2.698970004
973,2.903089987
1129,2.397940009
119,3.0
270,3.0
1174,2.698970004
1059,3.0
237,3.0
450,2.875061263
978,3.0
1061,3.0
638,3.0
882,3.0
979,3.0
686,2.0
1153,3.0
869,2.653212514
758,2.698970004
349,3.0
701,3.0
1097,3.0
841,2.698970004
1141,2.397940009
1244,3.0
221,3.0
141,3.0
1279,2.477121255
203,2.477121255
1369,2.0
1057,3.0
568,3.698970004
374,3.875061263
1306,4.113943352
1295,2.698970004
199,2.0
709,3.0
629,3.0
336,3.0
357,2.301029996
704,3.0
333,3.0
1191,3.0
1023,2.77815125
784,2.698970004
85,3.0
77,3.0
162,2.77815125
69,3.0
279,2.0
598,3.0
878,2.0
253,3.0
714,3.0
552,3.0
388,3.0
870,3.079181246
943,3.0
163,2.301029996
1122,2.0
271,3.0
1190,3.0
201,3.0
642,2.698970004
708,3.0
613,3.0
1172,3.176091259
1218,3.0
977,3.0
1017,3.0
1133,2.875061263
238,3.0
1378,3.0
104,2.0
854,2.0
1333,3.0
16,2.397940009
1069,2.397940009
1006,3.0
126,3.0
211,2.84509804
845,2.301029996
810,2.903089987
982,2.0
92,2.903089987
7,2.903089987
157,2.77815125
787,3.0
1328,2.875061263
415,3.0
259,3.0
343,3.0
314,3.0
900,2.698970004
761,2.477121255
812,2.397940009
39,3.0
88,3.0
1150,3.0
280,2.698970004
766,2.301029996
172,2.397940009
741,2.875061263
907,2.875061263
679,3.0
590,3.0
786,3.0
132,2.301029996
1354,2.698970004
624,3.0
273,2.77815125
213,2.812913357
1315,3.0
1203,2.77815125
863,2.77815125
74,2.397940009
953,2.77815125
1288,3.0
1241,3.0
1311,3.0
387,2.477121255
370,3.0
468,3.0
1149,2.903089987
518,3.0
1330,3.0
929,2.079181246
286,3.0
421,3.875061263
64,2.77815125
1142,3.0
1298,2.477121255
465,3.0
228,2.397940009
646,3.0
223,2.875061263
546,2.903089987
1232,3.0
855,2.903089987
822,3.0
1352,3.0
936,3.0
1054,3.0
857,3.0
1329,3.0
260,3.0
411,3.0
773,3.176091259
553,3.0
589,3.0
746,3.0
1386,3.0
557,2.51851394
194,3.0
328,3.0
1280,2.079181246
371,2.602059991
753,2.903089987
400,3.0
1187,3.0
358,3.0
234,3.0
1035,3.0
634,2.698970004
923,2.875061263
1161,3.0
874,2.477121255
527,2.698970004
521,3.0
302,2.698970004
682,3.0
196,2.477121255
676,3.0
988,3.0
717,3.0
195,3.0
477,3.0
1323,2.301029996
975,3.0
660,3.0
612,2.0
1366,2.698970004
1196,3.0
582,2.698970004
516,3.0
332,3.0
161,2.301029996
1349,2.096910013
138,3.0
1051,3.0
409,3.0
249,3.0
1296,2.77815125
535,3.0
966,3.0
652,3.0
490,3.0
1215,3.0
1290,3.0
1380,3.0
1284,3.0
697,3.0
348,2.477121255
241,3.0
1255,2.875061263
299,2.903089987
1266,3.0
21,3.0
1185,3.0
826,3.0
153,3.0
952,3.0
635,3.0
1308,3.0
479,3.0
1197,3.0
533,2.477121255
674,3.0
443,2.301029996
1009,3.176091259
1082,3.0
1075,3.0
549,2.698970004
492,3.0
702,2.698970004
38,3.0
656,2.096910013
692,3.0
1072,3.0
502,2.301029996
1042,2.0
875,3.0
330,3.0
471,2.397940009
462,3.0
731,3.0
683,3.0
726,3.0
948,2.875061263
823,3.0
792,2.77815125
1105,3.0
1326,3.0
190,3.0
1064,3.0
1028,3.0
174,3.0
1020,3.0
1220,2.698970004
606,3.0
665,2.096910013
