,NOAEL-LOG
412,2.698970004
512,3.0
394,3.0
221,2.698970004
410,2.477121255
398,3.0
799,3.0
763,2.0
163,1.301029996
211,3.0
503,2.176091259
7,3.0
307,3.0
314,2.77815125
133,3.0
645,2.477121255
690,3.0
541,1.0
711,2.698970004
646,2.301029996
279,2.903089987
860,2.079181246
377,3.0
94,2.0
551,2.301029996
773,3.0
515,2.176091259
349,3.0
60,2.176091259
233,3.0
397,2.176091259
113,3.0
71,2.301029996
753,2.0
205,2.875061263
755,1.397940009
30,2.477121255
589,3.0
288,1.0
665,2.397940009
166,1.0
780,3.0
631,2.397940009
501,3.0
161,2.698970004
540,3.0
280,3.0
276,2.556302501
495,2.875061263
144,3.0
374,3.0
791,3.0
421,3.0
670,3.0
299,1.301029996
209,2.477121255
821,2.0
612,1.0
518,2.301029996
63,3.0
827,2.397940009
123,3.0
816,1.397940009
114,2.477121255
672,3.0
344,3.0
586,2.875061263
740,2.698970004
207,3.0
363,2.477121255
118,2.176091259
811,2.903089987
442,2.477121255
365,2.477121255
302,2.176091259
871,2.079181246
876,3.0
655,2.477121255
856,2.77815125
550,2.77815125
9,3.0
134,2.698970004
150,1.301029996
420,2.77815125
111,2.176091259
271,3.0
606,2.477121255
635,2.0
535,3.0
708,3.0
246,2.0
625,2.698970004
96,3.0
577,2.77815125
658,2.301029996
557,2.477121255
125,3.0
298,2.653212514
26,2.875061263
747,1.698970004
242,2.698970004
254,2.698970004
120,2.698970004
651,3.0
264,1.698970004
43,2.698970004
537,3.0
382,2.477121255
759,2.0
157,3.0
192,3.0
630,2.397940009
826,2.698970004
632,2.477121255
218,3.0
751,2.0
417,3.0
661,2.301029996
47,3.0
11,2.875061263
287,2.397940009
846,2.397940009
863,3.0
370,3.301029996
758,2.301029996
459,2.301029996
682,1.301029996
648,2.301029996
700,2.477121255
425,2.0
336,3.0
4,2.397940009
683,1.0
285,2.698970004
422,3.0
475,2.477121255
345,3.0
226,2.77815125
450,3.0
859,2.653212514
159,2.698970004
498,2.698970004
621,2.477121255
404,2.477121255
115,2.397940009
822,1.698970004
460,2.477121255
33,3.0
324,1.698970004
680,2.477121255
19,2.653212514
347,3.0
521,3.0
210,2.176091259
149,2.0
449,2.653212514
800,3.0
427,3.0
444,2.653212514
247,3.301029996
73,3.0
580,2.602059991
239,3.0
609,3.0
380,2.301029996
400,2.0
158,3.0
331,2.574031268
252,1.0
283,2.574031268
504,2.301029996
623,2.477121255
321,3.0
472,3.0
681,2.698970004
766,1.875061263
117,3.0
484,2.77815125
423,3.0
438,2.477121255
188,3.0
16,2.477121255
685,3.0
372,2.397940009
806,3.0
809,2.698970004
356,3.0
203,2.477121255
470,2.903089987
593,3.0
437,2.477121255
208,2.954242509
27,2.903089987
867,2.903089987
688,2.477121255
506,2.698970004
95,2.477121255
638,2.176091259
424,3.0
533,2.301029996
28,2.653212514
191,2.477121255
387,2.653212514
790,3.0
180,3.0
578,2.176091259
353,1.875061263
601,2.397940009
72,3.0
456,2.77815125
175,3.0
713,2.0
788,1.397940009
560,3.0
393,2.0
585,2.875061263
297,2.0
413,3.0
416,2.0
409,2.0
516,2.477121255
888,3.0
322,2.477121255
104,2.602059991
722,2.0
396,3.0
260,2.477121255
443,2.301029996
293,1.698970004
756,3.0
68,2.903089987
338,3.0
841,2.0
710,3.0
48,2.397940009
478,3.0
544,2.77815125
629,3.0
704,1.301029996
341,3.0
679,2.477121255
820,1.698970004
181,2.301029996
330,2.698970004
872,3.0
587,2.544068044
371,2.477121255
392,2.698970004
337,3.0
505,2.0
223,2.176091259
520,1.301029996
325,3.0
785,3.0
213,1.875061263
760,2.477121255
286,2.698970004
573,2.51851394
770,2.698970004
200,2.477121255
564,3.0
613,2.698970004
721,3.0
552,2.301029996
719,2.0
99,3.0
355,3.0
810,2.903089987
238,3.0
881,3.0
401,2.176091259
12,2.397940009
98,2.301029996
490,2.477121255
572,1.0
17,3.0
542,3.0
173,2.301029996
538,3.0
588,2.477121255
639,2.602059991
45,3.0
197,2.698970004
728,2.698970004
69,3.0
802,1.0
797,1.397940009
772,2.0
591,2.477121255
746,2.0
184,2.477121255
482,2.477121255
127,3.0
596,2.477121255
70,2.954242509
849,3.0
178,2.477121255
13,3.0
469,3.0
5,1.0
250,3.0
502,2.477121255
3,2.477121255
825,2.477121255
258,2.477121255
176,2.301029996
576,2.477121255
419,3.0
480,2.698970004
274,3.0
177,2.301029996
379,3.0
290,2.477121255
36,2.0
199,3.0
647,2.397940009
269,2.544068044
536,2.875061263
798,2.0
78,2.602059991
812,3.0
24,2.0
762,1.698970004
531,3.0
707,3.301029996
225,2.301029996
720,2.477121255
329,2.397940009
312,3.0
273,2.301029996
697,3.0
476,3.0
659,2.698970004
549,2.698970004
745,2.77815125
636,2.176091259
232,2.903089987
619,2.653212514
348,3.0
838,2.698970004
148,2.903089987
85,1.602059991
660,1.0
328,2.477121255
466,3.0
851,2.602059991
843,2.477121255
439,2.397940009
431,2.875061263
168,2.903089987
432,3.0
496,2.477121255
850,1.397940009
845,2.0
784,2.397940009
154,3.0
340,2.0
428,1.698970004
870,2.77815125
543,2.301029996
56,3.0
326,2.698970004
129,1.875061263
275,2.301029996
102,3.0
523,3.0
75,3.0
486,2.77815125
532,2.477121255
793,3.0
608,1.698970004
284,3.0
110,2.698970004
715,3.0
734,2.653212514
689,3.0
568,2.176091259
155,2.698970004
687,2.301029996
362,3.0
663,2.698970004
137,3.477121255
522,3.0
483,2.477121255
369,2.477121255
530,3.0
265,3.0
584,4.301029996
90,3.0
730,3.0
698,2.653212514
709,2.698970004
877,2.477121255
458,2.176091259
831,3.0
667,2.477121255
624,2.602059991
10,3.0
742,1.698970004
244,2.176091259
887,2.079181246
31,2.301029996
620,3.0
86,3.0
