,nBondsM,SpMAD_Dt,fragC,MLFER_BH,MLFER_E,MLFER_L,MPC6,TPC,piPC1,piPC4,piPC5,TpiPC,R_TpiPCTPC,GGI4,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,SRW4,SRW6,SRW8,SRW10,TSRW,WTPT-1,WTPT-3,WTPT-4,WPOL,Zagreb
1092,3.587674990016328,2.2408420728898455,4.250138131236122,7.814456415395356,5.820855123308373,4.857022506230844,3.3518213887159605,3.087950354909828,1.9689646306006836,1.5884669574567287,1.5530077537569449,1.7137830175551512,1.0594357298718342,3.4598049431161852,1.4764466379073309,1.3900501571655441,1.3291658108326976,1.2697458059988114,1.223747582913848,1.1813345207806363,1.6237593221860058,1.4467481957578665,1.30690045130696,1.2008352716999515,1.2283618826945049,4.024671131694798,6.306584791949757,5.985132858596807,3.9631336513600224,4.145228308184031
991,1.2019399469517555,1.4267976746017397,0.8380062549186476,0.2978714112122526,1.0086712252009438,1.0800192177707006,1.3309020019998796,1.154575828679675,1.1032230296506291,1.2019231152090282,1.2302763762011253,1.3924255141946416,1.0094135855528958,1.6271225597646573,0.9312366217879533,0.9254405957976272,0.9083587609677908,0.9055630857185831,0.8929398951935477,0.8920489346058604,0.9367343417124891,0.8958705090951027,0.8713658129890013,0.8577188953764865,0.861180067937256,1.069851405379223,0.8515410576123257,1.4373838373439038,1.3148322281475273,1.1410314644630897
1133,3.1458722042636293,2.560231702146204,3.919036128191036,0.005176307597078892,2.421596113377327,2.404198125979747,2.789711360622746,2.4525574479518366,1.7238730789075412,1.5885720983023772,1.5865381587758327,1.7593498042233595,1.753666038640699,3.3898552337438597,1.3372553867768278,1.2803373611884061,1.2248102196399409,1.1845388923860694,1.1422915977491115,1.1130339270389589,1.4375504993557626,1.3050064814253974,1.2004513403445958,1.120507369760526,1.1413670164508276,2.900918192991977,2.5373323922209385,0.31745075568508585,3.15393043871176,3.0687244391840274
128,-0.7419923103601183,-1.3188580128871532,-0.4931600101719511,-0.936690324334734,-0.6224831965314449,-1.215971052221451,-0.6632502405212862,-0.6094430005597296,-3.115088232573822,-1.9106184869746186,-1.6835040594735775,-2.2296919086207536,-0.6964139432864086,-0.7861424108263236,-3.8280986178660275,-3.84531016071951,-3.928443098947148,-3.928839183252461,-3.986263756121006,-3.979471525395825,-3.7605655169082346,-3.955473960910819,-4.058095251068487,-4.112424585542201,-4.134964395003382,-1.2551426534438477,-0.9011903815399943,-1.0686034748775661,-1.0024315171634062,-1.18722108942064
631,-0.21182896745687996,-0.5357162061602816,-0.451248364216877,-0.6518586712644454,-0.23779797283960857,-0.6566130323531036,-0.5963323800339988,-0.5340364493448706,-0.46222486783956646,0.17415989701191237,0.25292011175360946,-0.2622075764994018,-0.07380868882061896,-0.6112681377889755,-0.33694825252398347,-0.29167456096722005,-0.26003241184152315,-0.23163486504145006,-0.21004053709920692,-0.19113974521349544,-0.42506892417455605,-0.31036229447175834,-0.21942745950156606,-0.15541142131656335,-0.18312741964317278,-0.7731111250279626,-0.8034421274899171,-1.0686034748775661,-0.7449577676844136,-0.7365915628624989
801,1.1135793898012158,0.8172416343541287,0.727988184286578,0.32058804611969893,0.8839686345975121,0.8755747526117187,1.4112034345846245,1.2584143582214478,1.0177701746440555,1.1992313035069495,1.2278398148775378,1.4358435794311946,1.101966056037098,1.0308012879361046,0.8696427014036693,0.873923700878804,0.8598656821051389,0.8644997843277508,0.8547033409913172,0.8595132596241322,0.8611538234893834,0.8241018768212496,0.7961679254292363,0.7761218141496417,0.7939614674850205,0.8792695833019069,0.9331136948906176,1.0248616784595646,1.0573584786685346,0.9407516748816935
374,-0.4769106389084991,0.5797918286378053,0.01522825526309827,0.6674535868218601,-0.11754904618629934,0.8232542823873469,0.6349562529320902,0.41163587326770434,0.7398943457296229,0.5812705736889291,0.4151317662666409,0.3860303640717687,-0.6406306758415716,0.7260828670386813,0.8092792734135097,0.7959343459595843,0.8011857973989671,0.7928224779133224,0.801142401727422,0.7955093805119408,0.8109485324127059,0.7693046149521018,0.7511493908755646,0.7485579554637685,0.7628524387116998,0.8035237440669457,-0.03073933553360819,-0.05919071650252456,0.8366666934008267,0.815576806393321
733,1.2019399469517555,1.2638373743527982,0.6545380247503106,0.5529966955574189,1.0159084291198928,0.9116007698221745,1.4112034345846245,1.1174906395576132,0.9952937498500427,1.1993392332172215,1.2348040943309342,1.3599947124108471,0.9028541103460259,1.6900772981210574,0.8816252309369472,0.89158920402262,0.8874272383547992,0.893723559773343,0.8891758888350734,0.8938797118880643,0.8488860151604449,0.8468595399866021,0.8455691969729552,0.8456318648975273,0.8459972846524206,0.737871466097513,0.4841687261331686,0.6704380622283976,1.130922407091104,0.8906817274863446
103,-0.7419923103601183,-0.5257361648456664,-0.4511959746594332,-0.0708370476701453,-0.5506678653357187,-0.7608720715593341,-0.6097159521314564,-0.535272622315606,-0.7693515891401456,-0.6131009668684612,-0.5784436800128581,-0.7868700463820094,-0.6964139432864086,-0.6672279051294495,-0.403651404508658,-0.3476867918750586,-0.3343154413472596,-0.2962757719210305,-0.28893017844415275,-0.26144646930198995,-0.485095018643686,-0.38305283926334516,-0.29922463317446696,-0.2401596183546544,-0.2670844065639576,-0.7678139289097197,-0.5576396265727698,-0.6715125307967637,-0.7449577676844136,-0.7616265365601734
51,-0.6536317532095786,-0.3250256291155937,-0.4302401516818961,-0.5269171792734907,-0.5462142013855961,-0.4334554063109523,-0.47588023115688144,-0.45244903327633473,-0.2976550271089808,-0.26320658865635854,-0.25900959363817444,-0.4156588708341917,-0.655055165676427,-0.5168360302543754,-0.09835176629159542,-0.0702860880601523,-0.06209840565419412,-0.041677227543790635,-0.03540382483710112,-0.020188229469636946,-0.13516746681259753,-0.10028828828448944,-0.061681342465408386,-0.028319574797778323,-0.04657069110909429,-0.5067404263656385,-0.6040484781003671,-0.3281087621779221,-0.5610479466279903,-0.5363117732811028
557,-0.21182896745687996,0.6375411623223376,-0.13161967425199278,-0.3006245469262369,-0.15707531374363706,-0.4219983690355424,0.005928364351588201,-0.11744615820704347,0.02836759788348546,0.5294946309742126,0.6021908093080737,0.4748849711970122,-0.1599492834015034,-0.5701726837589774,0.28441156203386664,0.3497275390849347,0.37705332092326194,0.42033337862713427,0.4371025980453565,0.4675468980776128,0.15397919118438688,0.24548040850260008,0.3166691305589249,0.3680901818465169,0.38336999858336196,-0.37778740264236116,-0.5632593674852774,-0.24480469754701767,-0.3035741971489977,-0.2859620363043576
929,-0.12346841030634025,-0.31449733635682237,-0.42500119593751184,-0.5863299167237349,-0.36862435137445887,-0.4679538185513533,-0.47588023115688144,-0.4388511305982454,-0.029354067364539226,0.30146680697499173,0.38214404102233523,0.0633091322534158,-0.09973671038339547,-0.5727957975948494,-0.04464850120586739,-0.0128765910561963,-0.013957419181581094,0.010372604382636822,0.009216522442347715,0.02827353802258276,-0.07621418743452427,-0.04789339483882243,-0.016508094607293737,0.010724851090713224,-0.0057285071262966995,-0.4416589794486855,-0.6070131947631694,-0.33416363674532784,-0.487484018205421,-0.48624182588575376
845,-0.6536317532095786,-1.0165455514096713,-0.47204701852208253,0.014787191596383016,-0.3814286352310612,-0.7243368526921935,-0.6632502405212862,-0.5921365789694341,-1.202222389615173,-1.9106184869746186,-1.6835040594735775,-1.2622392320424538,-0.6291895173728206,-0.7861424108263236,-1.1071499292235343,-1.0847068828969118,-1.0662609840355035,-1.0490801321040664,-1.0345088182834135,-1.0221928354551857,-1.1050094442711889,-1.0169039952725298,-0.9589165317844389,-0.9233967460552333,-0.9423058428131998,-0.9998538715189531,-0.32491548353153316,-0.1391188014119229,-0.9288675887408369,-0.9869412998392441
484,-0.6536317532095786,-1.1343157549109468,-0.48262970912573877,-0.9043628054279833,-0.7143400155027229,-1.1402273057895744,-0.6632502405212862,-0.6032621357060526,-1.6350931900902,-1.9106184869746186,-1.6835040594735775,-1.5977397141221505,-0.6123834110834924,-0.7861424108263236,-2.086517554557573,-2.1356113228867377,-2.16361918171226,-2.191606786894555,-2.203603018210144,-2.2214441875802415,-1.9478664922729136,-2.060903027156547,-2.126308761915283,-2.1645133471884033,-2.0892920484697237,-1.1253153795624178,-0.6777816880905033,-0.4786949357384227,-1.0024315171634062,-1.1121161683276166
596,-0.6536317532095786,-0.19200742552514424,-0.40923193914691514,-0.14859783639178853,-0.47606899417116566,-0.037041916581768426,-0.5160309474492539,-0.44255964951045157,-0.029354067364539226,-0.37754738356511064,-0.405767713053151,-0.4128671039068663,-0.6704633378458358,-0.5972781957571234,-0.06562290643096716,-0.08672344944379372,-0.1275664855145129,-0.13935181549033734,-0.1686323973533223,-0.17525521983298514,0.013547614915610875,-0.0837252022788554,-0.15158881281958866,-0.19734558401939842,-0.19270849778409058,-0.20537262630476544,-0.45512649586746007,-0.4120450383820179,-0.4507020539941363,-0.3861019310950557
