,NOAEL-LOG
163,3.0
462,2.653212514
553,2.301029996
653,2.698970004
1330,3.0
652,1.0
85,3.0
779,2.301029996
100,2.477121255
7,1.0
734,3.0
1235,3.0
595,2.875061263
195,3.0
141,1.602059991
1361,2.77815125
471,3.0
1345,2.477121255
735,1.301029996
1398,2.079181246
938,3.0
890,2.477121255
270,1.698970004
934,3.0
1221,3.0
15,2.477121255
582,1.0
305,2.653212514
69,2.0
120,2.397940009
1058,2.0
691,2.698970004
961,2.477121255
331,3.0
708,3.0
1176,3.0
1391,2.875061263
1366,3.0
157,3.0
249,2.176091259
333,3.0
586,2.477121255
234,2.698970004
1287,3.0
211,2.698970004
1152,3.0
259,2.698970004
455,2.602059991
703,2.301029996
1333,3.0
620,3.0
123,2.176091259
758,2.477121255
273,2.602059991
344,1.544068044
1223,3.0
1324,3.0
415,2.653212514
1350,3.0
1246,2.51851394
297,2.477121255
199,3.0
983,3.0
119,2.477121255
1310,3.0
450,2.176091259
667,2.301029996
522,3.0
732,2.0
967,3.0
203,2.602059991
1169,3.0
280,3.0
30,2.653212514
399,3.0
1256,3.0
1188,3.0
237,1.698970004
416,3.0
104,3.0
535,1.301029996
969,3.0
1269,3.0
349,3.0
1257,2.477121255
162,3.0
440,3.0
1238,3.0
1380,3.0
1141,3.0
606,2.477121255
1338,3.0
857,3.0
1388,3.0
286,3.0
980,3.0
1119,2.0
1047,3.0
1426,2.77815125
784,3.0
358,3.0
1189,3.0
1104,3.0
77,3.0
1200,3.0
436,3.0
587,2.77815125
1003,2.477121255
610,1.698970004
1001,2.602059991
625,2.477121255
1237,3.0
1337,2.079181246
332,1.698970004
593,2.77815125
868,2.903089987
1247,2.875061263
1286,3.0
1044,2.77815125
219,2.698970004
885,2.0
937,2.397940009
1434,2.096910013
724,2.0
573,2.0
929,3.0
634,2.602059991
446,1.477121255
1082,2.477121255
21,2.653212514
202,2.698970004
753,2.301029996
420,2.698970004
269,2.698970004
365,2.477121255
253,2.602059991
567,2.477121255
336,2.477121255
521,3.0
126,2.574031268
357,3.0
113,2.698970004
704,2.397940009
657,2.397940009
682,1.875061263
307,2.698970004
1204,3.0
1023,3.0
845,3.0
330,2.477121255
1436,3.0
529,2.875061263
1421,3.0
1435,3.0
196,2.477121255
1013,3.0
232,2.397940009
800,2.698970004
153,2.903089987
213,2.954242509
1064,2.698970004
91,3.0
812,3.0
424,1.477121255
469,2.301029996
1142,3.0
221,3.0
1105,3.0
16,2.477121255
502,3.0
1035,3.0
749,1.0
1113,3.0
1332,3.176091259
880,2.698970004
88,2.903089987
518,2.84509804
228,2.176091259
92,2.477121255
709,2.653212514
1148,3.0
964,3.0
979,3.0
757,1.477121255
1326,2.875061263
1020,3.0
39,2.0
906,3.0
1014,3.0
638,2.397940009
901,3.0
1349,3.0
761,2.602059991
371,2.477121255
132,2.0
1109,3.0
670,1.698970004
201,2.301029996
166,2.698970004
1351,3.0
1353,3.0
648,2.176091259
354,2.602059991
810,3.0
1370,2.0
421,3.0
1374,2.0
74,3.0
223,3.0
490,2.698970004
780,2.698970004
1300,3.0
449,2.397940009
1296,3.176091259
1259,2.301029996
479,3.0
778,3.0
348,2.0
1155,2.875061263
557,2.176091259
299,2.698970004
945,3.0
328,2.397940009
827,3.0
1325,3.0
64,1.749736316
1157,3.0
492,2.477121255
172,2.397940009
1243,3.0
388,2.301029996
801,2.698970004
1425,2.0
1441,3.0
717,2.301029996
1091,3.301029996
665,1.0
1390,2.875061263
1094,2.301029996
544,2.301029996
900,2.0
918,3.0
1102,2.698970004
807,3.0
1239,3.0
194,2.698970004
314,2.0
1143,3.0
589,2.477121255
853,3.0
727,2.698970004
899,3.0
1052,3.875061263
1396,3.0
1258,3.0
710,2.477121255
161,2.0
692,1.301029996
631,2.477121255
370,3.0
1313,3.0
1077,3.0
547,3.0
1203,2.477121255
465,3.0
561,2.301029996
1308,3.0
238,3.0
207,2.77815125
788,3.0
635,2.698970004
68,3.0
241,2.602059991
656,2.301029996
1043,3.0
972,2.698970004
448,2.477121255
1072,2.698970004
260,2.477121255
138,3.0
575,2.477121255
374,2.903089987
637,3.0
1413,3.0
1265,3.0
1173,3.0
1019,2.698970004
1116,2.875061263
794,3.0
768,3.0
