,NOAEL-LOG
515,2.301029996
397,3.0
221,3.0
538,2.477121255
595,3.0
542,2.875061263
766,2.0
163,2.698970004
211,2.954242509
760,3.0
7,1.0
629,2.477121255
315,3.0
133,2.477121255
648,2.0
425,3.0
544,3.0
714,3.0
862,2.079181246
279,2.301029996
443,1.477121255
653,2.397940009
94,2.301029996
554,3.0
776,2.0
518,3.0
673,1.698970004
60,3.0
233,2.0
395,2.176091259
113,2.698970004
71,3.0
756,2.477121255
205,2.77815125
344,3.0
30,2.653212514
856,2.0
288,3.0
707,2.51851394
166,1.301029996
421,2.653212514
634,2.397940009
390,3.0
161,3.0
525,2.875061263
280,2.556302501
276,2.477121255
498,3.0
144,2.954242509
520,3.0
366,3.0
424,3.0
336,2.698970004
637,2.397940009
209,2.698970004
875,2.079181246
686,2.477121255
460,2.77815125
63,3.0
470,3.0
123,2.698970004
296,2.698970004
114,2.176091259
494,2.477121255
506,2.698970004
589,2.77815125
708,2.477121255
207,2.698970004
314,3.0
118,2.397940009
586,2.602059991
716,3.0
358,2.875061263
858,2.77815125
696,3.0
879,2.477121255
818,1.698970004
831,3.0
553,2.176091259
9,3.0
134,1.698970004
150,2.397940009
504,2.698970004
111,2.698970004
271,3.0
609,2.477121255
584,2.176091259
437,2.875061263
655,2.698970004
246,2.0
363,2.477121255
96,2.698970004
580,3.0
450,2.653212514
442,2.875061263
125,2.653212514
299,3.0
26,2.0
385,3.0
242,3.0
254,2.477121255
120,3.0
658,2.477121255
264,2.477121255
43,3.0
540,2.301029996
551,1.875061263
823,1.698970004
157,3.0
192,2.698970004
633,3.0
438,3.0
292,1.0
758,2.0
218,3.0
690,2.698970004
420,2.301029996
472,3.0
47,3.0
11,3.0
287,2.574031268
417,2.301029996
495,2.477121255
372,2.903089987
335,2.397940009
462,2.77815125
503,2.477121255
651,2.477121255
578,1.0
373,2.698970004
413,2.653212514
4,2.397940009
409,2.477121255
285,3.0
768,1.698970004
478,2.0
347,3.0
226,2.176091259
647,3.0
652,2.301029996
159,2.0
501,2.875061263
624,2.602059991
635,3.0
399,2.0
115,3.0
660,2.477121255
577,1.301029996
33,2.301029996
324,2.301029996
683,2.477121255
19,3.0
349,2.477121255
524,2.301029996
210,3.0
149,2.698970004
404,3.0
803,3.0
822,1.397940009
661,1.0
247,2.176091259
73,3.0
784,3.0
239,2.602059991
612,2.698970004
382,2.77815125
598,3.0
158,2.698970004
331,3.0
252,2.477121255
283,2.903089987
507,3.0
394,2.698970004
321,2.0
475,3.0
684,1.301029996
381,2.477121255
117,2.477121255
806,1.0
632,2.477121255
441,2.875061263
188,2.477121255
16,3.0
572,3.0
374,2.875061263
835,3.0
568,2.477121255
356,3.0
203,2.477121255
473,3.0
596,2.397940009
423,3.0
208,2.875061263
27,3.0
870,2.698970004
449,2.301029996
509,2.176091259
95,3.0
880,3.0
427,3.0
536,3.0
28,2.875061263
191,3.0
626,3.0
793,3.0
180,2.301029996
638,2.477121255
353,3.0
662,3.0
72,2.903089987
459,2.812913357
175,3.0
448,2.477121255
733,2.698970004
680,2.477121255
646,2.176091259
393,2.653212514
588,2.875061263
297,2.698970004
416,2.477121255
489,2.477121255
412,1.0
867,2.875061263
891,2.301029996
322,3.0
104,2.84509804
725,2.0
396,1.0
260,3.0
691,3.0
293,3.0
759,1.397940009
68,2.0
338,1.397940009
844,2.698970004
713,3.301029996
48,3.0
614,2.602059991
490,2.77815125
830,3.0
671,2.477121255
341,3.0
644,2.176091259
785,1.698970004
181,2.477121255
330,1.698970004
734,2.477121255
590,4.301029996
371,2.477121255
392,2.176091259
337,2.574031268
743,1.698970004
223,3.0
547,1.0
325,2.84509804
788,2.397940009
213,2.176091259
763,2.0
286,2.954242509
576,2.477121255
773,3.0
200,2.698970004
