,nAtom,nHeavyAtom,nC,GATS1e,nBonds,nBonds2,CrippenLogP,SpMAD_Dt,fragC,MLFER_S,MPC2,MPC3,piPC1,piPC6,TpiPC,R_TpiPCTPC,GGI4,GGI5,TopoPSA,VAdjMat,MWC2,MWC4,MWC5,MWC6,TWC,SRW4,WTPT-4,WPOL,XLogP,Zagreb
973,-0.8930727270910119,-0.8415892931529293,-0.8224457078859255,-0.8631881842675688,-0.852058180691242,-0.9146358087675018,-0.6691610638784142,-0.9073803565152743,-0.44398379091752244,-0.33603632041720327,-0.8153541105389214,-0.8313539901758553,-0.7693707168444022,-1.508881620133465,-0.9268843585580872,-0.5425947471325978,-0.7534839211272556,-0.7040954437898438,-0.44805965274186776,-0.8636130060979641,-0.7562048876386307,-0.6818384618641672,-0.6837514785890645,-0.633128489754024,-0.8395711211755331,-0.7124941582978735,-0.43382757622013557,-0.8273541173557343,-0.7407535330540584,-0.833520216885518
121,0.5247938382689632,0.39384055057646306,0.6385615511451754,0.15550945930036197,0.3996640743438967,0.5380128586878534,0.1941253267526282,0.301868131792136,-0.06346307139176759,0.04724407303924549,0.33160214607887734,0.36339437582859,0.6618480975553672,0.9455195024751808,0.9190941893070645,0.46696678981246625,-0.007354824001788564,0.22343474543442535,-0.1282716069979518,0.6621789512635846,0.620450568349563,0.5995764897864264,0.6044507327816531,0.5927976992351414,0.5031386428696119,0.6046713664683581,0.39109501086820336,0.3712439159509956,0.36617919538646165,0.36055944581262667
133,1.4336826622176653,0.5997455245313618,1.0951263195923944,-0.27628679429767555,0.46225018709565363,1.3529133306750039,1.619630482562029,0.665620903846607,-0.32986018180525667,-0.5740837416981847,0.07672297794158874,-0.1082168212784279,0.5568596361744168,-0.11205985970361573,-0.10171301210193853,-0.6352139584604792,-0.5597773285111697,-0.5053389743296323,-0.5492355316212988,0.7980160751856854,0.54128094053834,0.34780757108004573,0.29028832077330635,0.21670568050735414,0.4564082538283923,0.49800592689658163,-0.3416735196618061,0.034138219083477805,1.9679170043317786,0.2335296944617602
152,-0.3840949856797389,-0.2925093626065327,-0.6398198005070379,0.5968849699287149,-0.3513692786771865,-0.4186094345144537,-2.243267327857906,-0.5988071605720312,-0.40018206284871943,-0.0032508345052051847,-0.30559577426434414,-0.2654205536474339,-0.13558115783711122,-0.3958293400697722,-0.4227918596834982,-0.6312605984481896,-0.17236414327899777,-0.24033034917770926,1.1956612264511335,0.049897219815645176,0.07794169152353939,0.15541427495849774,0.1966877867556006,0.20397146991249523,-0.15381603405751804,0.0980459096981313,1.5224337154848486,-0.15314272362069872,-1.949973315429502,-0.32540121148205225
140,0.12488275573153428,-0.22387437128823312,-0.0006291246809312264,-0.3851294244641273,-0.2887831659254296,0.07741693973859443,0.45067466051463945,-0.22135796497887125,-0.39507367272655136,-0.5625420485451673,-0.4755152196892032,-0.5169465254378434,-0.005837830774247572,-0.3958293400697722,-0.37730435447826577,-0.6095936892382487,-0.6243461927165316,-0.5715911312138824,-0.5492355316212988,0.12725386652933907,-0.00816503474868102,-0.09721317880425782,-0.11708104697911387,-0.15526302549388474,-0.23876542658628186,-0.02529566006864726,-0.35288733761417435,-0.4527922319473812,0.5468331681490325,-0.4016190622925721
69,0.3066605205212747,-0.15523937996993353,0.09068382900851257,0.022312039734512148,-0.16361094042191568,0.28999967156132933,0.42807563919953645,0.6044768080337278,-0.38420475757300226,-0.55773300973141,-0.34807563562055893,-0.35974279306883744,-0.005837830774247572,-0.14824306533282114,-0.20610687228672095,-0.661018315808561,-0.6243461927165316,-0.5715911312138824,-0.6504114105007298,0.19991926659798287,0.13116231837882653,0.06672770257660574,0.05907396019231995,0.02579062550348936,-0.10155344886395587,0.11430904544834687,-0.2739246756782558,-0.26551128924320466,0.44750765475120025,-0.27458931094170563
223,0.34301607347922275,-0.08660438865163397,0.18199678269795638,-0.4041387971463658,-0.10102482767015876,0.3254301268651185,0.5813405940936442,1.4792814605090638,-0.3787702999962277,-0.22831385098904206,-0.30559577426434414,-0.35974279306883744,0.11022153015868032,-0.16753277802245886,-0.19843143476831615,-0.6376064470461488,-0.6243461927165316,-0.5715911312138824,-0.5492355316212988,0.26843002817871586,0.18146524406593403,0.0853723872151076,0.06109363864123597,0.015162249760194466,-0.060655842476216144,0.1613345605585696,-0.32880232530258724,-0.26551128924320466,0.6737237896228687,-0.22377741040135907
438,-0.9657838330069082,-0.8415892931529293,-0.7311327541964817,-0.9722776385685107,-0.789472067939485,-0.950066264071291,-0.430652104257655,-0.5542268823103492,-0.43860367791651556,-0.5481149321038956,-0.7728742491827065,-0.7055910042806506,-0.5483228934289787,-0.30066909302859607,-0.3303084256233809,-0.03265223218602854,-0.6638049431539318,-0.7040954437898438,-0.8886393089846962,-0.8636130060979641,-0.6294106945310721,-0.5138161904439568,-0.45991611735766025,-0.4403635106352642,-0.7396390222875775,-0.5947768861596682,-1.0596797142590688,-0.789897928814899,-0.15983596616306725,-0.7827083163451715
990,0.5611493912269112,-0.017969397333334396,0.18199678269795638,0.32009486363228845,-0.10102482767015876,0.5025824033840642,0.6405760331100758,-0.3845160572609233,-0.37871595542045994,-0.267747969261851,0.07672297794158874,-0.32830204659503626,0.11022153015868032,-0.01871290522665245,-0.23409930336979248,-0.6368541544388858,-0.3660707358950837,0.6209476831623097,-0.2806806796466866,0.3332356493549038,0.37889417636836015,0.39695286606769864,0.3466366693584194,0.39688109540574096,0.09280593261619952,0.39970602786645404,-0.41029255175650386,-0.22805510070236934,0.5935343843108573,0.004876142030200557
280,0.452082732353067,-0.017969397333334396,0.18199678269795638,-0.8534282750690256,-0.10102482767015876,0.39629103747269684,0.5510754927382546,-0.35934583839197193,-0.37871595542045994,-0.5875490503767047,-0.05071660612705556,-0.2654205536474339,0.11022153015868032,-0.20889235175428006,-0.24034132031018202,-0.636466494194264,-0.10779527907363573,-0.04157387971749771,-0.4301215823793156,0.3332356493549038,0.3176849236370027,0.3284652112052134,0.30553850503594604,0.3316249378644526,0.07376682301789156,0.3273345340432904,0.05798731023071641,-0.15314272362069872,0.5721201681195817,-0.07134170878031931
772,-0.456806091595635,-0.36114435392483224,-0.27456798574926267,-0.2502672183009332,-0.3513692786771865,-0.4540398898182429,-0.1693580010407302,-0.18921096946529214,-0.4004537857275582,-0.26870977702460247,-0.43303535833298845,-0.4226242860164398,0.11022153015868032,0.14839916263778344,0.1303392859367632,-0.10201232519533042,-0.5669516468458888,-0.5964356894492068,-0.4301215823793156,-0.032798465456139396,-0.00816503474868102,-0.007898940235379726,0.004160896546298818,-0.011364055228505456,-0.2560767954576689,-0.0065575174851839725,0.061494484386037204,-0.4527922319473812,-0.1780608310067062,-0.4016190622925721
920,-0.34773943272179075,0.050665593984965174,-0.27456798574926267,-1.1866033035611032,0.024147397833355105,-0.34774852390687544,-0.40017660380193365,-0.09592786331707912,-0.36752097281230434,1.2389238910882794,0.1192028392978035,0.01754616461677688,0.6279517282330433,0.9549004788561449,0.6868942458356073,0.4895193190413931,0.1289572227436545,0.5629770464848602,1.1204245716211487,0.3947164088964615,0.4362752753462825,0.4702076741122723,0.4751239435202511,0.488212900482007,0.2041262283071826,0.4447840453640594,0.5375704779193475,0.07159440762431311,-0.876756586949714,0.08109399284072043
53,-0.1296061149741023,-0.2925093626065327,-0.09194207837037503,-0.8968060749780367,-0.2887831659254296,-0.13516579208414048,0.06581154721835593,-0.307886235909701,-0.39507367272655136,-0.48223110035542205,-0.17815619019569984,-0.29686130012123507,0.053719651999274406,0.31451635171339626,0.172304430582915,-0.15832544906357474,-0.10062096073891656,-0.18235971250025979,-0.6504114105007298,0.049897219815645176,0.18146524406593403,0.2490228079839759,0.26451157110232426,0.28992617838099766,-0.10150232387393461,0.20592660565296766,-0.29099705326477787,-0.30296747778404,0.3561555197224601,-0.22377741040135907
358,-0.7476505152592197,-0.7729543018346297,-0.8224457078859255,-0.5696309889060326,-0.789472067939485,-0.7729139875523453,-1.1095938164815058,-0.7937663868957687,-0.4384949887649801,-0.5971671280042191,-0.8153541105389214,-0.7999132437020542,-0.7693707168444022,-0.9073032321861781,-0.9068001794909735,-0.6114221204630083,-0.6243461927165316,-0.5715911312138824,-0.2155099923582776,-0.7035606741124857,-0.6906199472624291,-0.6818384618641672,-0.6707836638345137,-0.6672270323320179,-0.7997927713519941,-0.6714425599604056,-0.4285796210114169,-0.789897928814899,-0.9936235327595486,-0.8081142666153448
241,-0.3113838797638427,-0.2925093626065327,-0.18325503205981883,-0.024305126145812674,-0.16361094042191568,-0.24145715799550796,-0.3413943320785242,-0.20828827414743656,-0.04721404323721168,-0.1936887715299902,-0.13567632883948508,-0.20253906069983146,0.16396609661138042,0.43373729963841645,0.30705354526663625,-0.1933970444238078,-0.4700983505378459,-0.29796972480837897,-0.5234253584377705,0.049897219815645176,0.2520999832608016,0.3382021830876568,0.37793805324825613,0.38619369325131236,-0.017752315645768454,0.2620062591829384,-0.3155744470884908,-0.34042366632487525,-0.4072385064154659,-0.1475595595908392
786,-0.6385838563853754,-0.7729543018346297,-0.8224457078859255,0.6186929891159897,-0.789472067939485,-0.6666226216409777,-0.8204299247437352,-0.8912657766788843,-0.4384949887649801,-0.44183517431986163,-0.7303943878264918,-0.7055910042806506,-0.7693707168444022,-1.508881620133465,-0.9068001794909735,-0.6114221204630083,-0.7534839211272556,-0.7040954437898438,-0.49722803265648924,-0.7035606741124857,-0.5720295955531494,-0.4524150563341214,-0.39862092073977656,-0.37162361788688647,-0.6916779975974936,-0.5243769056438329,-1.0596797142590688,-0.6775293631923931,-0.5152208306140266,-0.7573023660749982
578,-0.6385838563853754,-0.7729543018346297,-0.8224457078859255,1.4359761612832684,-0.789472067939485,-0.6666226216409777,-0.3894624342312021,-0.8186555064572869,-0.4384949887649801,-0.6471811316672941,-0.8153541105389214,-0.768472497228253,-0.8991140428057206,-1.208092425942848,-0.981607124351675,-0.661018315808561,-0.6889150569218937,-0.6378432869055938,-0.6504114105007298,-0.7035606741124857,-0.6906199472624291,-0.6423400869138023,-0.6155113026220668,-0.6035533355341043,-0.776326502071503,-0.6714425599604056,-0.31345314513991696,-0.7524417402740636,-0.4988184522547515,-0.8081142666153448
986,-0.7112949623012715,-0.7043193105163301,-0.9137586615753693,0.7446401251373284,-0.7268859551877281,-0.7374835322485561,-0.4267111672629825,-0.8119105803181516,-0.4329518420366701,0.33338188245779865,-0.6879145264702771,-0.7055910042806506,-0.6533113559114743,-1.208092425942848,-0.8183838800933889,-0.6156732227608712,-0.6889150569218937,-0.6378432869055938,-0.10968828230581143,-0.5623845124631089,-0.4670239294432932,-0.35200911480343744,-0.33139075436403304,-0.27216894890599214,-0.6127452997732803,-0.4285092354638132,-0.3171957152199787,-0.6775293631923931,-0.4010876145307377,-0.7064904655346517
