,NOAEL-LOG
437,3.0
535,3.0
584,2.875061263
91,2.0
233,2.301029996
271,2.602059991
307,3.0
675,2.698970004
796,3.176091259
367,3.0
525,2.77815125
410,2.096910013
874,2.875061263
221,3.0
415,3.0
552,2.397940009
830,3.0
163,3.0
733,2.875061263
442,2.698970004
7,3.0
387,3.0
515,3.0
133,3.0
661,3.0
879,3.0
554,3.0
632,2.77815125
728,2.875061263
662,2.875061263
256,2.77815125
460,3.0
876,3.0
94,3.0
564,3.0
792,3.0
278,2.176091259
488,3.0
60,2.698970004
687,3.0
820,3.0
113,3.0
71,3.0
894,2.0
205,3.0
404,3.0
30,2.0
605,3.0
411,2.698970004
682,3.0
166,3.0
461,2.653212514
647,3.0
816,3.0
161,3.0
459,3.0
301,3.0
686,3.0
118,3.0
144,3.0
436,2.0
719,3.0
707,3.0
838,3.0
296,2.903089987
209,2.301029996
743,3.0
701,3.0
862,3.0
63,3.0
717,3.0
123,2.653212514
305,2.875061263
114,3.0
633,2.77815125
779,3.0
207,2.301029996
599,2.875061263
336,2.0
570,2.602059991
521,3.0
788,3.0
613,2.875061263
847,3.0
424,2.77815125
9,3.0
134,3.0
150,3.0
400,2.0
111,2.0
280,2.301029996
810,2.477121255
671,3.176091259
399,3.0
775,3.0
246,2.397940009
835,3.0
96,3.0
591,3.0
846,3.0
382,3.0
125,3.0
315,2.0
26,3.0
397,2.77815125
242,3.0
254,3.0
120,3.0
660,3.0
264,2.397940009
43,2.698970004
550,3.0
421,3.0
689,3.0
157,2.301029996
192,3.0
646,2.903089987
684,2.903089987
292,2.176091259
335,2.301029996
218,3.0
883,2.096910013
634,3.0
489,3.0
47,3.0
11,2.0
287,3.0
542,3.0
524,2.397940009
904,2.0
423,3.0
811,3.0
642,3.0
516,2.698970004
801,3.0
506,3.0
531,2.602059991
577,2.653212514
4,3.0
896,3.0
285,3.096910013
454,2.397940009
495,3.0
358,3.0
226,2.0
470,2.77815125
665,3.0
159,3.0
78,2.875061263
637,2.903089987
648,3.0
865,3.0
115,2.698970004
799,3.176091259
507,2.77815125
33,3.0
324,3.0
697,2.84509804
19,3.0
360,3.0
807,3.176091259
210,3.0
149,2.653212514
418,3.0
819,3.0
349,2.477121255
713,2.477121255
345,3.0
247,3.0
73,2.477121255
595,3.0
239,3.0
625,3.0
589,2.301029996
427,3.0
158,2.77815125
331,3.0
252,3.0
283,2.176091259
776,3.0
766,2.079181246
321,2.176091259
882,3.0
698,3.0
395,3.0
117,3.0
504,2.477121255
443,3.0
596,2.698970004
188,3.0
16,2.698970004
848,3.0
385,3.0
527,3.0
578,3.079181246
356,2.875061263
203,3.0
490,2.477121255
609,2.477121255
398,2.77815125
208,3.0
27,3.0
907,3.0
536,3.0
520,3.176091259
95,2.397940009
681,3.0
444,3.0
546,3.0
28,2.301029996
191,2.84509804
741,3.0
413,3.0
809,2.698970004
180,3.0
593,2.477121255
353,2.698970004
676,2.875061263
72,3.0
557,2.397940009
175,2.477121255
465,2.698970004
409,2.301029996
694,3.0
497,3.0
573,2.653212514
393,3.0
601,2.477121255
297,1.698970004
540,2.477121255
773,2.875061263
412,3.0
645,3.653212514
805,3.0
908,3.0
322,1.698970004
104,3.0
739,3.0
396,2.875061263
260,2.176091259
588,3.0
293,2.301029996
774,3.0
68,2.602059991
417,3.0
338,2.477121255
860,2.0
748,3.176091259
48,3.0
498,2.602059991
885,3.0
758,3.0
685,2.77815125
341,3.0
667,2.875061263
484,2.477121255
494,2.397940009
181,2.477121255
537,3.0
330,2.875061263
749,2.477121255
624,2.301029996
371,2.698970004
392,2.698970004
337,3.0
737,3.0
223,2.903089987
533,3.0
325,3.0
867,3.0
213,1.477121255
778,3.0
286,3.0
587,3.0
789,3.0
200,1.698970004
825,3.0
629,2.0
747,3.0
875,3.0
736,3.0
99,3.0
355,3.0
851,2.397940009
238,3.0
475,3.0
401,3.0
12,2.698970004
98,1.698970004
655,2.875061263
478,3.0
17,2.477121255
612,3.0
173,3.0
551,3.0
868,3.0
543,3.0
45,2.698970004
197,3.0
745,2.875061263
69,2.477121255
821,3.0
716,3.0
791,3.0
607,2.698970004
764,3.0
184,3.0
502,3.0
127,3.0
568,3.0
70,2.397940009
620,3.0
178,3.0
13,1.397940009
469,2.903089987
