,NOAEL-LOG
420,3.0
215,3.0
135,3.0
506,2.698970004
448,3.176091259
1012,3.0
661,3.0
260,2.903089987
756,2.875061263
126,3.0
635,2.301029996
815,3.0
23,2.653212514
394,2.397940009
1015,3.0
128,3.0
305,2.0
861,3.0
190,2.397940009
425,3.0
858,3.0
462,2.602059991
495,3.0
484,2.397940009
742,3.176091259
105,3.0
931,2.0
162,2.397940009
973,2.096910013
121,2.698970004
133,3.0
152,3.0
140,3.0
69,3.0
223,3.0
438,2.301029996
990,2.0
280,3.0
772,2.903089987
920,3.0
53,3.0
358,2.77815125
241,2.0
786,2.0
578,3.0
986,3.0
658,3.0
91,2.477121255
810,3.0
468,2.875061263
983,3.0
722,3.0
652,2.903089987
233,2.079181246
811,3.0
807,3.0
480,2.903089987
808,3.0
926,3.0
974,3.0
746,3.0
593,3.653212514
676,3.0
599,3.0
766,3.0
461,2.698970004
962,2.079181246
378,2.698970004
692,2.397940009
793,2.079181246
411,2.602059991
740,3.0
708,3.0
814,3.0
741,3.0
710,3.0
374,3.079181246
636,2.875061263
707,2.477121255
1000,3.0
302,3.0
60,2.301029996
646,2.77815125
71,2.477121255
862,3.0
205,2.698970004
575,3.0
30,2.698970004
680,3.0
719,3.0
764,2.397940009
236,3.0
166,2.477121255
436,3.0
725,3.0
503,3.0
161,3.0
1010,3.0
834,1.903089987
344,2.602059991
118,3.204119983
144,2.698970004
549,2.397940009
758,3.0
209,3.0
296,2.301029996
621,3.0
63,2.301029996
371,2.875061263
114,2.698970004
268,3.0
1002,3.0
870,3.0
207,3.0
674,3.0
560,3.0
459,2.875061263
533,2.698970004
330,2.397940009
688,3.0
944,3.0
370,3.0
9,3.0
134,2.698970004
150,2.477121255
924,2.477121255
111,2.096910013
825,3.0
697,2.477121255
753,3.0
437,2.875061263
395,3.0
246,3.0
627,3.0
96,3.0
606,3.0
665,2.0
238,2.0
473,3.0
125,3.0
377,3.0
26,3.0
423,3.0
613,2.875061263
336,3.0
242,3.0
671,3.0
254,3.0
338,2.875061263
311,3.0
120,3.0
685,2.301029996
264,3.0
43,2.397940009
620,3.0
516,2.477121255
922,2.77815125
157,3.0
192,3.0
724,3.0
286,3.0
755,3.0
292,2.698970004
490,3.079181246
218,3.0
735,2.301029996
357,3.0
898,3.0
538,2.397940009
184,3.0
747,3.0
47,3.0
400,3.0
11,2.0
287,2.653212514
366,3.0
325,2.477121255
442,3.0
335,3.0
527,2.875061263
498,2.0
580,2.477121255
935,2.0
363,3.0
736,3.0
570,2.875061263
960,3.0
584,3.0
743,3.0
104,2.875061263
965,2.875061263
612,3.0
380,3.0
4,3.0
787,2.653212514
285,3.0
541,3.0
980,2.698970004
623,3.0
875,2.77815125
443,3.0
226,3.0
12,2.477121255
552,2.698970004
817,3.0
159,3.0
78,3.0
686,2.875061263
713,2.77815125
792,2.698970004
48,3.0
115,2.698970004
419,3.0
557,3.0
33,3.0
324,3.0
779,2.903089987
19,2.698970004
502,3.0
572,2.0
966,2.77815125
210,3.0
382,3.0
385,3.0
149,3.0
513,2.698970004
749,3.0
913,3.0
607,2.875061263
546,3.602059991
345,3.0
247,2.397940009
73,2.903089987
670,3.0
239,2.903089987
701,2.301029996
488,3.0
413,3.0
518,2.77815125
158,3.0
331,3.0
252,2.698970004
283,2.477121255
587,3.0
505,2.698970004
390,2.698970004
321,2.698970004
630,3.176091259
397,2.77815125
633,2.477121255
780,2.698970004
802,3.0
117,3.0
399,3.0
