,NOAEL-LOG
332,2.397940009
1479,2.875061263
1507,3.0
477,2.176091259
1075,3.0
1350,3.0
77,3.0
249,1.698970004
328,3.0
1518,3.0
274,3.0
642,1.301029996
172,2.301029996
1191,2.77815125
354,2.77815125
874,2.602059991
153,3.0
1211,3.0
864,2.875061263
1229,3.0
1169,3.0
211,3.0
544,2.477121255
100,2.698970004
699,2.903089987
547,2.176091259
490,3.0
221,2.903089987
1271,3.653212514
953,3.0
21,2.653212514
201,2.301029996
682,2.0
1377,2.301029996
388,3.0
1361,3.0
741,3.0
706,2.698970004
1537,3.0
203,2.698970004
1086,2.698970004
1433,3.0
631,1.698970004
69,2.301029996
492,2.875061263
1403,3.0
466,3.0
1591,3.0
1521,3.0
1148,3.0
1333,3.0
936,2.77815125
1601,3.0
518,2.176091259
894,1.477121255
1014,2.0
273,3.0
726,3.0
157,1.0
141,1.301029996
450,3.0
1171,2.903089987
1308,2.477121255
1104,3.0
189,2.477121255
1392,3.0
803,3.0
1442,3.0
1410,2.875061263
290,2.477121255
88,2.477121255
163,3.0
1304,3.0
314,2.574031268
778,3.0
199,2.176091259
1485,3.176091259
1577,2.602059991
1218,3.0
1133,3.0
855,2.0
937,2.0
665,1.301029996
871,3.0
91,2.301029996
1380,2.875061263
902,3.0
250,3.0
987,3.0
456,2.477121255
1321,3.0
1210,2.698970004
85,3.0
621,2.301029996
120,1.875061263
1328,3.0
820,3.0
898,3.0
1470,3.0
1370,3.0
1001,2.698970004
1549,3.0
232,2.0
955,3.0
869,2.698970004
1317,3.0
775,3.0
1071,2.698970004
863,2.397940009
616,2.397940009
333,2.875061263
949,3.0
513,3.0
784,2.698970004
7,1.0
12,3.0
1023,2.698970004
1453,2.698970004
1352,3.0
860,3.0
633,3.0
581,2.698970004
906,3.0
30,1.301029996
104,3.0
727,3.0
638,2.477121255
462,2.477121255
1227,2.301029996
1155,3.0
1466,3.0
1126,2.602059991
677,2.698970004
123,2.477121255
790,2.544068044
1330,3.0
269,3.0
443,3.0
1147,2.698970004
1062,3.0
568,2.477121255
357,3.0
374,3.0
686,2.875061263
48,3.0
1478,3.0
1200,2.301029996
334,1.875061263
1483,3.0
420,2.301029996
656,2.397940009
103,2.176091259
424,3.0
717,3.0
978,3.0
482,2.84509804
1012,2.77815125
824,3.0
1472,3.0
827,3.0
119,3.0
613,2.176091259
1525,3.0
730,3.0
468,2.698970004
551,2.77815125
15,3.0
1557,3.0
1031,3.0
344,3.0
892,2.096910013
1332,3.0
625,3.0
663,2.477121255
539,2.477121255
219,2.0
305,2.477121255
1038,3.0
465,2.397940009
286,2.176091259
605,2.0
1248,2.477121255
247,2.176091259
923,3.0
1390,3.0
786,3.0
195,2.698970004
1374,2.903089987
400,2.0
228,3.0
1297,3.0
1298,3.0
479,2.0
1067,2.477121255
196,3.0
213,2.477121255
567,2.397940009
1044,3.0
714,3.0
747,2.903089987
1115,3.0
1296,2.0
1424,3.0
1566,3.0
1280,3.0
259,3.0
1376,3.0
92,3.0
1372,3.0
132,2.954242509
179,2.698970004
1473,3.0
966,3.0
609,2.301029996
1310,2.875061263
1322,2.698970004
1009,2.096910013
1462,3.0
365,2.653212514
629,2.477121255
1079,2.875061263
1258,3.0
930,3.0
162,2.903089987
72,2.176091259
807,3.0
64,2.77815125
1570,3.0
1193,3.0
529,3.0
1265,3.0
1337,2.544068044
1369,2.544068044
610,2.397940009
270,2.698970004
448,2.477121255
1460,2.477121255
427,2.812913357
1334,2.84509804
1480,3.0
667,2.301029996
624,2.301029996
440,3.0
1212,2.698970004
415,2.176091259
956,3.0
939,2.301029996
1288,3.0
651,2.477121255
543,3.0
1174,3.0
399,3.0
336,3.0
1555,2.77815125
637,2.653212514
343,2.477121255
1567,3.0
1205,2.477121255
533,3.0
556,3.0
297,2.77815125
1274,2.903089987
1301,3.0
285,2.301029996
1494,2.903089987
536,3.0
1121,3.0
805,3.0
1139,2.698970004
1490,2.079181246
521,2.77815125
370,2.698970004
1539,3.0
1103,3.0
126,2.903089987
80,2.477121255
469,2.875061263
113,2.653212514
1531,3.0
522,2.301029996
724,3.0
1084,3.0
697,3.0
1427,3.0
173,2.477121255
436,3.0
701,2.77815125
666,2.397940009
348,2.875061263
618,2.477121255
1519,3.0
1589,3.0
1128,2.477121255
982,3.0
421,3.0
758,2.301029996
991,3.0
916,3.0
1517,2.477121255
950,2.096910013
822,3.0
1267,3.0
16,3.0
612,2.698970004
1303,3.0
1540,3.0
39,3.0
1244,3.0
731,3.0
704,2.477121255
1137,2.301029996
1515,2.77815125
234,2.477121255
868,2.301029996
1363,2.0
791,2.653212514
1284,3.0
958,3.0
202,1.875061263
1582,3.0
918,2.698970004
