,NOAEL-LOG
443,2.477121255
1131,2.77815125
625,2.653212514
77,3.0
195,3.0
1062,2.602059991
543,3.0
1501,2.397940009
163,2.698970004
1280,3.0
885,3.0
440,3.0
196,2.903089987
1527,3.0
1473,3.0
1200,3.0
1151,3.0
141,3.0
581,2.477121255
971,2.698970004
1123,3.0
1374,2.397940009
290,2.698970004
1215,3.653212514
100,2.397940009
987,3.0
1406,3.0
1487,3.0
365,2.477121255
21,2.653212514
1479,2.079181246
513,3.0
450,2.653212514
1531,3.0
708,2.477121255
884,3.0
1129,2.0
547,1.0
399,2.0
1368,2.397940009
172,3.0
88,2.397940009
918,2.301029996
1472,3.0
91,3.0
1386,3.0
157,3.0
1509,3.0
120,3.0
286,2.954242509
1444,3.0
613,2.477121255
1447,3.0
875,3.0
718,3.0
213,2.176091259
1284,3.0
620,2.698970004
937,3.0
704,2.653212514
1302,3.0
1120,2.653212514
1542,2.079181246
1025,3.0
247,2.176091259
221,3.0
203,2.477121255
69,2.77815125
1298,3.0
1478,3.176091259
1449,3.0
270,2.477121255
189,2.698970004
1397,3.0
710,1.301029996
1142,2.698970004
1310,2.477121255
1311,3.0
228,2.301029996
1259,3.0
941,2.653212514
1344,3.0
285,3.0
509,2.176091259
527,3.0
85,3.0
465,2.301029996
857,3.0
1322,3.0
795,3.0
988,2.602059991
1525,2.903089987
1315,3.0
469,2.698970004
646,2.176091259
232,2.698970004
1042,3.0
1205,2.602059991
153,1.301029996
812,2.602059991
637,2.397940009
734,2.477121255
388,2.477121255
652,2.301029996
942,3.0
1346,2.875061263
7,1.0
12,3.0
274,3.0
421,2.653212514
579,2.51851394
551,1.875061263
1197,2.0
1371,2.602059991
201,2.602059991
30,2.653212514
104,2.698970004
546,3.0
259,1.0
269,3.0
815,3.0
480,2.477121255
1221,3.0
1170,3.0
817,2.698970004
1103,3.0
354,3.0
328,2.477121255
1363,3.0
123,2.698970004
1465,3.0
744,3.0
348,2.698970004
436,3.0
199,2.903089987
419,3.0
1505,2.0
539,2.301029996
370,3.0
48,3.0
415,2.0
924,2.397940009
754,2.0
1515,3.0
1400,3.0
700,2.397940009
103,2.698970004
618,2.477121255
1064,2.477121255
1091,3.0
916,2.903089987
482,3.0
1418,3.0
1521,3.0
1304,2.698970004
119,3.0
1035,3.0
1232,3.0
1366,3.0
591,2.875061263
533,3.0
15,3.0
1098,2.602059991
297,2.698970004
1238,3.0
466,2.477121255
1040,3.0
249,3.0
968,3.0
1005,2.875061263
1294,3.0
963,3.0
676,2.602059991
1219,3.0
219,3.0
334,2.477121255
1044,2.698970004
677,3.0
1268,3.0
1384,3.0
779,2.698970004
211,2.954242509
922,2.698970004
1351,3.0
771,2.698970004
1537,2.477121255
330,1.698970004
471,2.903089987
1373,2.77815125
1379,3.0
1013,2.903089987
333,3.0
724,2.301029996
616,3.0
1102,3.0
706,2.477121255
1290,3.0
556,2.77815125
1077,2.602059991
1249,2.875061263
912,3.0
1111,3.0
92,3.0
1584,3.0
132,1.875061263
179,2.301029996
427,3.0
1007,3.0
1553,2.096910013
336,2.698970004
864,3.0
305,2.698970004
1017,3.0
595,3.0
1079,3.0
1065,3.0
477,2.477121255
923,3.0
162,2.698970004
72,2.903089987
920,3.0
64,2.176091259
250,3.301029996
1334,2.544068044
273,2.544068044
975,3.0
1220,3.0
1264,3.0
1427,3.0
980,3.0
691,3.0
1019,3.0
420,2.301029996
1316,3.0
1474,3.176091259
1058,2.698970004
1234,3.0
1503,2.698970004
598,3.0
1278,2.477121255
1399,2.875061263
1143,3.0
544,3.0
908,3.0
424,3.0
332,2.698970004
911,2.698970004
880,3.0
746,3.0
731,2.875061263
1033,3.176091259
791,2.698970004
1199,3.0
1274,2.698970004
1183,2.477121255
667,3.0
529,3.0
552,3.0
697,2.0
1276,2.477121255
790,2.301029996
1422,3.0
1488,2.477121255
665,1.0
502,2.477121255
1166,3.0
1448,3.0
1484,3.0
1327,2.0
446,2.176091259
977,2.0
490,2.77815125
126,3.0
1295,3.0
855,3.0
113,2.698970004
314,3.0
634,2.397940009
717,2.698970004
788,3.0
1467,3.0
1071,2.77815125
173,3.0
1186,2.77815125
1006,3.0
1560,2.698970004
344,3.0
605,2.477121255
1421,3.0
774,3.0
621,2.477121255
1405,3.0
638,2.477121255
1028,3.0
1169,3.0
1563,3.0
1511,3.0
939,2.096910013
1275,3.0
1261,3.0
16,2.477121255
1116,2.653212514
837,2.698970004
1370,2.602059991
39,2.0
784,3.0
1462,3.0
557,2.301029996
982,3.0
778,2.77815125
234,2.0
343,3.0
726,2.477121255
656,2.176091259
1002,2.77815125
1575,2.0
202,3.0
357,2.397940009
484,3.0
