,NOAEL-LOG
118,2.477121255
271,2.698970004
1446,2.875061263
875,3.0
820,2.397940009
632,2.698970004
1512,3.0
771,3.0
1147,3.0
15,3.0
1566,2.84509804
552,2.77815125
221,2.602059991
1740,2.812913357
1155,3.0
1314,2.571708832
370,1.0
818,2.397940009
274,3.0
865,3.0
911,2.397940009
942,2.77815125
68,3.0
1157,3.0
1673,3.0
440,3.0
1628,3.0
1409,3.0
1806,3.0
1632,2.602059991
265,3.0
290,3.0
1595,3.0
253,2.602059991
666,2.653212514
1017,2.544068044
1242,3.0
195,2.477121255
1363,2.397940009
1344,3.0
1153,2.903089987
1386,3.0
1104,3.0
1004,3.0
446,3.0
923,2.477121255
502,2.477121255
1118,2.301029996
1144,3.0
988,3.0
36,2.477121255
1318,3.0
1174,2.875061263
1030,3.0
288,2.176091259
747,2.698970004
1656,3.0
92,2.301029996
1204,2.0
132,3.0
179,3.0
1789,2.0
815,1.698970004
672,1.301029996
609,2.0
190,2.698970004
924,3.0
1781,3.0
757,1.698970004
863,2.0
1434,2.698970004
1801,3.0
1348,2.0
1223,2.698970004
718,2.698970004
568,2.698970004
834,2.079181246
1564,3.0
336,2.875061263
1366,3.0
1286,2.397940009
916,3.0
768,1.602059991
1435,3.0
1177,3.0
971,2.0
780,1.397940009
1776,3.0
1693,2.477121255
142,3.0
78,3.0
1547,3.0
1631,1.602059991
965,3.0
1590,3.0
1571,2.301029996
694,2.477121255
975,3.0
1057,2.176091259
39,3.0
1799,3.0
509,2.301029996
416,2.477121255
1683,2.301029996
606,2.477121255
837,2.77815125
1382,3.0
1720,3.0
1105,2.301029996
1695,3.0
708,2.77815125
996,3.0
1045,3.096910013
646,2.477121255
553,2.176091259
827,2.079181246
1416,3.0
1580,3.0
1129,3.0
1786,2.77815125
1227,3.0
1502,3.653212514
1599,3.0
1189,3.0
396,1.477121255
521,1.875061263
868,3.0
1744,2.77815125
871,3.0
969,2.653212514
1710,3.0
810,2.0
966,2.903089987
1288,3.0
1442,2.698970004
1460,3.0
1120,2.698970004
492,3.0
1704,3.0
1638,2.477121255
1228,2.698970004
581,2.477121255
400,2.77815125
1664,3.0
527,2.301029996
547,1.0
126,3.0
80,2.397940009
1364,3.0
653,2.698970004
1194,3.0
743,2.477121255
635,3.0
173,2.698970004
38,2.0
1136,3.0
876,2.698970004
717,3.0
1231,3.0
380,2.176091259
328,3.0
586,2.477121255
610,2.176091259
1822,3.0
949,3.0
1246,3.0
1398,2.698970004
1111,2.875061263
1061,2.77815125
1345,2.602059991
1739,2.096910013
1119,2.698970004
16,3.0
950,3.0
855,2.666517981
1773,2.875061263
238,2.397940009
546,1.301029996
1010,3.0
234,2.477121255
564,3.0
1753,2.0
1686,2.301029996
1276,2.698970004
223,3.0
334,3.0
1735,3.0
280,3.0
1054,2.698970004
1191,3.0
1214,3.0
412,3.0
436,1.301029996
679,3.0
307,2.477121255
237,1.0
1677,2.875061263
1091,2.301029996
612,2.176091259
399,3.0
864,3.0
1186,3.0
1232,2.698970004
1168,3.0
236,2.477121255
1589,2.477121255
1428,2.698970004
1387,3.0
302,3.0
638,2.477121255
194,2.954242509
1456,3.301029996
9,3.0
371,3.0
1772,3.0
964,3.0
161,3.0
1752,2.698970004
1629,2.477121255
739,2.77815125
1568,3.0
1408,2.176091259
1572,2.875061263
1756,3.0
702,3.0
1561,2.544068044
1308,2.903089987
1371,2.602059991
1611,2.301029996
207,2.698970004
808,2.0
1310,2.875061263
1800,2.698970004
999,2.903089987
241,1.0
595,3.0
1427,2.698970004
1260,3.0
260,2.301029996
424,2.602059991
1575,3.0
1448,2.875061263
873,2.477121255
1038,2.079181246
1603,2.544068044
95,3.0
1570,3.0
785,2.0
937,2.653212514
1071,2.653212514
1073,3.0
1708,3.0
1313,3.079181246
732,2.0
1692,3.0
331,3.0
1793,2.096910013
448,2.903089987
60,2.301029996
1783,2.301029996
741,2.0
1000,2.176091259
963,2.602059991
1275,3.0
912,3.301029996
1007,3.0
1652,3.0
1381,2.875061263
1418,3.0
279,1.698970004
1791,2.0
733,2.079181246
1814,3.0
1567,3.0
882,2.158362492
754,1.397940009
1322,3.0
633,1.0
1390,2.698970004
449,2.477121255
1334,3.0
794,3.0
1290,3.0
1518,3.0
1711,2.875061263
479,3.0
346,2.477121255
1665,3.0
1584,3.0
1086,2.477121255
831,2.698970004
709,2.0
1173,3.0
75,3.0
543,2.176091259
363,2.698970004
1361,2.903089987
484,2.698970004
829,3.0
411,2.875061263
620,2.301029996
686,2.0
529,3.0
1062,3.0
455,3.0
1413,3.079181246
1056,2.301029996
59,2.176091259
1315,3.0
1012,2.397940009
1235,2.477121255
893,2.0
559,4.301029996
821,1.698970004
536,2.477121255
1263,3.0
1691,3.0
1452,2.875061263
1121,2.698970004
1515,3.0
792,3.0
13,2.875061263
661,2.0
505,2.477121255
1044,3.0
1145,3.0
824,1.397940009
401,3.0
1675,3.0
181,3.0
98,2.477121255
81,3.0
556,2.176091259
1040,2.397940009
1602,3.0
35,2.397940009
560,2.875061263
438,2.301029996
1750,2.875061263
3,2.176091259
977,3.0
1354,3.0
1621,2.0
1709,3.0
692,2.875061263
1445,3.0
278,2.698970004
338,3.0
1736,3.0
1565,3.0
567,3.0
287,2.301029996
734,2.0
431,2.653212514
929,2.875061263
186,2.477121255
637,2.397940009
355,2.477121255
1626,2.51851394
470,3.0
295,3.0
37,2.176091259
667,2.477121255
325,2.0
906,2.698970004
177,3.0
657,3.0
1367,2.875061263
1219,3.0
54,2.698970004
1648,2.903089987
217,2.0
779,1.698970004
1757,2.0
168,2.301029996
613,2.602059991
1159,3.0
1216,2.301029996
1406,2.77815125
1586,3.0
549,3.0
387,3.0
408,1.698970004
1309,3.0
122,2.698970004
239,2.698970004
1625,3.0
1317,2.698970004
541,1.176091259
1043,2.301029996
1287,3.0
410,3.0
1504,2.698970004
373,2.0
1812,2.698970004
724,2.0
24,2.301029996
1612,3.0
1731,2.079181246
1530,2.602059991
1262,3.0
535,2.477121255
1478,3.0
936,3.0
1080,3.0
1557,3.0
1526,2.875061263
1059,3.0
1527,2.0
900,2.0
1592,3.0
128,2.477121255
1137,3.0
1420,3.0
822,2.653212514
918,2.903089987
1541,2.301029996
1257,2.0
615,3.0
51,2.0
444,2.903089987
1302,2.698970004
987,3.0
1667,3.0
1094,2.0
1450,3.0
1605,2.875061263
1101,3.0
968,2.397940009
1810,2.0
582,2.602059991
1203,2.77815125
758,2.301029996
1280,3.0
598,2.602059991
1323,3.0
1551,2.0
1187,3.0
697,3.0
1461,3.0
1678,3.0
991,2.301029996
1423,2.77815125
1730,2.477121255
43,2.0
939,2.0
1803,3.0
701,0.698970004
61,3.0
296,2.0
301,2.0
881,2.653212514
1306,3.0
49,3.0
112,2.653212514
1815,2.0
874,3.0
1633,3.0
691,1.301029996
624,2.176091259
888,1.875061263
298,3.0
155,2.397940009
744,2.0
136,2.903089987
573,2.477121255
1607,2.477121255
803,3.0
417,2.477121255
854,3.606381365
1162,2.0
184,2.602059991
1545,2.0
561,2.875061263
1732,3.0
575,2.176091259
817,2.397940009
425,2.301029996
516,3.0
1499,2.477121255
1643,2.0
703,2.698970004
1210,2.0
766,3.0
922,3.0
1365,2.77815125
1218,2.397940009
506,3.0
1520,3.0
1519,3.0
366,2.176091259
394,2.653212514
835,3.0
28,2.903089987
1764,2.477121255
1401,2.0
414,2.875061263
364,3.0
1706,3.0
256,3.0
1655,2.477121255
1537,2.77815125
1142,3.77815125
1663,3.0
700,3.0
577,2.477121255
902,3.812913357
1329,2.397940009
1618,3.176091259
892,3.0
973,2.653212514
652,2.477121255
262,3.0
1138,2.0
639,2.477121255
231,3.0
773,2.698970004
73,3.0
593,2.602059991
1715,3.0
1410,3.0
1103,2.698970004
1594,3.0
515,2.477121255
1687,2.698970004
1303,3.0
1266,3.0
590,2.0
395,1.477121255
1637,3.0
1058,3.0
1359,2.477121255
1181,3.0
1492,3.0
94,2.698970004
1243,2.77815125
432,2.812913357
1429,3.0
1001,3.0
1139,2.698970004
1064,2.602059991
390,2.301029996
714,2.698970004
398,3.0
1684,3.176091259
140,3.0
788,2.477121255
948,3.0
1579,3.0
150,3.0
1213,2.0
1405,3.0
1399,3.0
121,3.0
930,2.176091259
243,2.477121255
671,2.698970004
1771,3.0
441,3.0
6,2.397940009
1185,3.0
423,2.653212514
870,3.0
1122,3.0
793,3.0
1350,3.0
152,2.301029996
312,3.0
