,NOAEL-LOG
6,2.698970004
544,3.0
295,3.77815125
128,2.477121255
91,2.301029996
469,3.0
735,2.477121255
343,3.0
409,2.096910013
697,3.0
1033,3.0
742,3.0
1014,3.0
199,2.301029996
398,3.0
839,3.0
797,3.0
711,2.698970004
237,2.477121255
771,2.477121255
891,2.875061263
416,2.477121255
634,3.0
584,3.0
100,2.0
834,3.0
449,3.0
436,3.0
33,2.477121255
365,2.77815125
1041,3.0
1062,2.602059991
51,2.0
186,2.176091259
1001,3.0
1063,3.0
708,3.0
221,3.0
686,3.0
826,3.0
1068,3.0
736,3.0
76,1.698970004
660,2.477121255
490,3.0
754,3.0
521,3.0
331,2.77815125
543,3.0
704,3.0
576,3.0
930,3.0
250,3.0
410,3.0
138,1.397940009
851,2.51851394
346,3.0
465,3.0
276,3.0
88,1.397940009
280,3.0
373,2.0
423,3.0
768,3.0
520,3.0
425,2.698970004
112,2.397940009
19,2.477121255
800,3.0
492,3.0
302,3.0
887,3.0
80,3.0
1004,3.0
224,2.477121255
728,2.875061263
679,2.77815125
84,3.0
730,3.0
822,3.0
414,2.0
1087,3.0
919,3.0
135,3.0
541,3.0
1086,2.301029996
330,3.0
790,2.301029996
23,1.397940009
690,2.477121255
801,2.477121255
1047,2.096910013
188,2.0
1067,3.0
617,2.0
400,3.0
105,2.698970004
133,3.0
152,3.0
223,3.0
271,3.0
880,3.0
1032,2.653212514
912,2.77815125
241,3.0
910,3.0
779,3.0
741,3.0
802,3.0
418,3.0
739,2.875061263
816,2.77815125
986,3.0
301,3.0
233,2.698970004
635,2.477121255
909,3.0
1027,2.875061263
618,2.875061263
229,2.301029996
502,3.0
28,2.301029996
1006,2.0
774,2.903089987
942,3.0
607,3.0
324,3.698970004
702,2.602059991
200,3.0
984,3.0
473,3.0
1031,2.477121255
893,3.0
552,2.903089987
995,3.0
288,3.0
799,3.0
917,2.875061263
836,3.0
1011,3.0
766,3.0
589,3.0
808,3.0
719,3.0
448,2.698970004
805,2.301029996
253,3.0
874,2.698970004
60,3.0
994,2.397940009
71,2.0
974,3.0
205,3.0
1064,2.0
30,2.0
1082,2.698970004
459,3.0
918,3.0
236,3.0
166,1.397940009
73,3.0
819,3.0
573,3.0
161,2.0
998,2.0
411,3.0
437,3.0
118,1.397940009
144,2.0
619,2.698970004
315,3.0
809,3.0
498,2.903089987
968,3.176091259
209,3.0
831,2.477121255
296,2.698970004
701,2.903089987
63,3.0
438,3.0
470,3.0
114,1.397940009
268,2.698970004
762,2.903089987
982,3.0
748,2.301029996
207,2.653212514
374,2.903089987
759,3.0
505,3.0
395,2.698970004
546,3.0
488,3.0
420,2.653212514
773,2.875061263
1046,3.0
786,3.0
9,2.698970004
134,3.0
150,3.0
853,2.875061263
606,3.0
111,2.477121255
637,2.77815125
785,3.0
419,3.0
757,2.77815125
733,2.875061263
497,2.477121255
246,2.698970004
387,2.698970004
456,3.0
96,2.0
670,2.079181246
750,3.0
238,2.903089987
1038,3.0
377,3.0
125,2.0
478,3.0
1036,2.079181246
26,3.0
545,3.0
506,3.176091259
568,3.176091259
336,2.096910013
242,3.0
661,3.0
254,3.0
338,2.698970004
311,2.698970004
120,1.397940009
632,2.698970004
961,3.0
264,2.77815125
43,2.903089987
700,2.77815125
810,3.0
1016,2.477121255
639,3.0
442,2.0
157,2.0
192,2.079181246
818,3.0
286,3.0
855,3.0
292,2.698970004
115,3.0
218,2.0
920,3.0
357,2.77815125
378,3.0
740,3.0
559,2.875061263
184,2.477121255
979,3.0
747,2.477121255
1071,3.0
47,2.397940009
710,2.096910013
11,2.0
467,2.77815125
287,3.0
366,2.0
325,3.0
854,3.0
335,3.0
596,3.0
882,2.079181246
859,2.477121255
208,3.0
363,3.0
149,2.0
682,2.477121255
1074,2.096910013
659,2.301029996
838,2.875061263
104,3.0
554,2.397940009
807,2.698970004
380,2.301029996
921,3.176091259
4,1.698970004
536,3.0
900,3.0
285,2.698970004
969,2.079181246
252,3.0
703,3.0
817,3.0
885,3.0
535,3.0
226,3.0
12,3.0
623,2.698970004
408,3.0
159,2.397940009
78,3.0
820,2.0
48,3.0
630,2.301029996
954,3.0
646,2.477121255
210,2.079181246
382,2.397940009
385,3.0
1026,3.0
509,3.0
527,3.0
616,3.0
345,3.0
247,3.0
795,2.698970004
791,2.875061263
1034,3.0
413,3.0
756,3.0
158,2.0
283,2.397940009
575,3.0
390,3.0
321,2.0
397,2.0
537,3.0
878,2.653212514
564,3.0
117,2.77815125
372,3.0
650,3.0
775,3.0
939,3.0
1069,2.0
903,3.0
356,3.0
906,3.0
714,3.0
27,2.698970004
627,3.0
475,3.0
743,3.0
558,3.0
663,2.875061263
827,2.544068044
1061,3.0
694,3.0
482,2.903089987
540,3.0
191,3.0
830,3.0
422,3.0
180,3.0
1056,3.0
353,3.0
667,2.698970004
72,2.903089987
787,3.0
1039,2.875061263
175,1.698970004
489,3.0
657,3.0
401,2.698970004
393,3.0
716,3.0
595,3.0
605,3.0
494,2.903089987
412,2.77815125
580,2.397940009
317,2.51851394
322,2.301029996
504,3.0
928,2.698970004
293,2.698970004
977,2.77815125
68,2.397940009
417,2.096910013
130,2.698970004
560,2.301029996
645,3.0
996,2.698970004
864,3.0
341,2.698970004
1022,3.0
868,3.0
642,2.698970004
181,2.079181246
763,2.77815125
392,3.0
337,2.698970004
793,3.0
847,3.0
1010,2.0
1066,2.698970004
992,2.096910013
485,2.698970004
1085,3.0
501,3.0
848,3.0
99,2.77815125
355,2.0
46,2.875061263
959,3.0
472,3.0
524,3.0
952,3.0
379,3.0
764,3.0
17,2.477121255
173,2.77815125
614,3.0
570,3.0
525,3.0
45,2.0
197,3.0
937,3.0
824,2.875061263
1028,2.875061263
902,3.0
767,2.698970004
966,3.096910013
648,2.875061263
127,1.698970004
724,2.301029996
70,1.698970004
1043,2.544068044
178,1.397940009
13,2.698970004
5,1.698970004
691,2.0
3,2.698970004
1044,3.0
258,2.875061263
176,2.653212514
749,2.875061263
274,3.0
177,2.079181246
36,3.0
269,2.698970004
746,3.176091259
1025,3.0
721,2.0
24,3.0
983,3.0
911,3.176091259
225,2.397940009
329,3.0
312,3.0
897,3.0
476,3.0
512,2.698970004
713,3.0
965,3.0
825,3.0
232,2.301029996
803,3.0
348,3.0
457,3.0
148,2.698970004
547,2.602059991
85,2.301029996
1065,2.77815125
655,2.477121255
1012,3.0
328,3.0
692,2.698970004
466,2.875061263
433,3.0
875,3.0
439,3.0
431,3.0
168,2.0
432,3.0
496,2.875061263
402,3.0
644,2.875061263
1057,3.0
1009,3.0
154,2.477121255
681,3.0
340,3.0
428,2.903089987
688,2.477121255
1073,3.0
706,2.477121255
56,3.0
326,2.77815125
129,2.477121255
275,3.0
102,3.0
680,3.0
523,3.0
75,2.0
486,3.0
532,3.0
1020,2.477121255
788,2.544068044
638,3.0
684,2.544068044
955,3.0
753,2.0
284,3.0
110,3.0
924,3.176091259
590,2.698970004
947,3.0
888,3.0
737,2.602059991
155,1.698970004
973,3.0
362,2.698970004
858,3.176091259
137,3.0
522,3.0
483,3.0
369,3.0
530,3.0
265,2.096910013
922,3.0
90,1.397940009
936,3.0
901,3.0
574,3.0
598,3.0
915,3.0
758,3.0
458,2.397940009
715,3.0
212,2.301029996
698,3.0
862,3.0
811,2.477121255
10,2.653212514
1013,3.0
1017,2.903089987
244,3.0
988,3.0
1084,3.0
31,1.698970004
586,3.0
1060,3.0
86,2.0
201,3.0
257,3.0
54,2.698970004
83,2.301029996
277,3.0
58,2.0
204,2.0
282,3.0
164,3.0
894,3.0
334,2.301029996
222,2.903089987
403,2.397940009
555,3.0
989,3.0
761,3.0
821,3.0
745,2.77815125
493,3.0
220,2.079181246
511,2.301029996
556,3.0
57,3.0
792,3.0
709,3.653212514
156,2.0
59,2.0
1070,3.0
626,3.0
1035,3.0
603,2.397940009
722,3.0
2,3.0
386,2.698970004
846,3.0
40,2.77815125
755,3.0
890,3.0
1030,3.0
1021,2.875061263
850,3.0
751,3.0
1049,2.096910013
814,3.0
116,2.477121255
66,1.397940009
124,3.0
699,2.477121255
949,3.0
683,3.0
950,2.77815125
389,3.0
405,3.0
361,3.0
308,2.0
435,3.0
1072,3.0
245,3.0
426,3.0
165,2.0
216,3.0
323,3.0
528,3.0
1029,3.0
1007,4.113943352
581,2.698970004
313,2.698970004
1050,2.875061263
316,3.0
510,3.0
923,2.301029996
582,2.602059991
946,3.0
563,3.0
610,3.875061263
798,3.0
65,2.698970004
87,1.698970004
259,3.0
145,3.0
1002,3.0
689,2.875061263
455,2.0
860,3.0
873,2.903089987
310,3.0
519,2.77815125
481,2.602059991
1058,2.477121255
720,3.0
672,2.698970004
206,2.698970004
376,2.0
945,3.0
0,3.0
975,2.903089987
477,3.0
744,3.176091259
985,3.0
267,2.698970004
654,3.0
943,3.0
93,2.0
463,3.0
666,3.602059991
990,2.397940009
333,2.875061263
905,3.0
217,3.0
491,2.477121255
948,2.301029996
34,2.0
778,3.0
597,3.0
594,2.903089987
934,3.0
1019,3.0
579,2.875061263
32,2.0
106,2.698970004
963,3.0
958,3.0
615,2.0
907,3.0
569,2.698970004
170,3.0
956,3.0
796,3.0
446,2.698970004
41,1.698970004
561,3.0
198,2.0
107,3.0
726,3.0
263,3.0
452,3.0
122,1.698970004
464,3.0
1052,3.0
806,3.0
776,3.0
856,2.477121255
291,2.698970004
240,2.602059991
734,2.0
487,2.875061263
351,3.0
508,2.301029996
1054,2.698970004
668,2.477121255
249,2.301029996
479,3.0
319,3.0
309,2.903089987
895,3.0
789,3.0
82,3.0
354,3.0
42,1.875061263
861,2.397940009
182,2.875061263
829,2.875061263
445,3.0
760,3.0
185,2.903089987
1015,3.0
571,2.397940009
294,3.0
1079,3.0
350,3.0
364,3.0
352,3.0
141,2.0
50,2.698970004
407,2.397940009
391,3.0
1053,3.0
25,2.477121255
375,3.0
89,2.0
738,2.0
877,2.0
967,3.0
727,3.0
842,3.176091259
228,3.0
447,2.698970004
999,2.477121255
960,3.0
8,2.77815125
1040,2.77815125
914,3.0
108,2.903089987
833,3.096910013
913,3.0
1083,3.0
566,2.51851394
643,3.0
896,3.0
869,2.477121255
705,3.0
230,3.0
770,3.0
193,3.0
1080,2.0
15,1.698970004
368,2.079181246
1000,2.698970004
832,2.903089987
1051,3.0
611,3.0
