,NOAEL-LOG
689,3.0
92,3.0
692,2.301029996
635,2.301029996
832,3.0
812,3.0
645,2.602059991
531,3.0
846,3.0
485,2.176091259
546,2.477121255
37,2.176091259
190,3.0
74,3.0
544,2.176091259
418,3.0
710,2.477121255
540,3.0
558,2.77815125
189,2.477121255
704,3.0
367,2.698970004
533,3.0
516,2.875061263
219,2.698970004
609,2.0
194,2.903089987
35,2.397940009
454,2.477121255
904,3.0
770,3.0
270,2.556302501
687,2.0
349,2.477121255
427,2.653212514
587,1.499687083
642,1.698970004
187,2.698970004
370,2.176091259
570,2.477121255
679,2.397940009
271,3.0
38,2.0
673,2.653212514
797,1.698970004
826,1.698970004
278,3.0
815,3.0
290,2.653212514
525,2.176091259
199,2.176091259
667,2.477121255
542,3.0
97,2.397940009
81,3.0
568,2.698970004
276,2.301029996
61,3.0
279,2.698970004
314,1.698970004
288,3.0
390,3.0
358,3.0
49,3.0
372,2.698970004
169,2.903089987
589,3.0
195,2.698970004
365,2.397940009
18,2.477121255
504,3.0
882,3.0
651,3.0
527,2.698970004
536,3.0
241,2.176091259
567,3.0
374,1.0
236,3.0
142,3.0
231,3.0
100,2.698970004
302,2.397940009
876,1.397940009
744,2.77815125
119,2.574031268
631,3.0
502,3.0
373,2.176091259
682,3.0
6,2.397940009
714,2.698970004
237,1.301029996
336,3.0
266,3.0
834,2.602059991
183,2.477121255
51,3.0
524,3.0
840,2.397940009
806,2.477121255
215,2.0
573,2.477121255
153,2.698970004
422,2.477121255
837,2.0
675,2.51851394
311,3.0
21,2.653212514
77,3.0
690,2.698970004
381,2.176091259
730,1.397940009
262,3.0
1,2.0
224,2.77815125
575,2.397940009
39,2.875061263
424,2.176091259
799,3.0
541,3.0
234,3.0
720,2.0
280,2.397940009
756,2.0
305,2.0
811,3.0
607,2.602059991
875,2.079181246
172,3.0
873,2.0
894,3.0
138,2.477121255
908,2.875061263
179,2.301029996
713,3.0
397,2.653212514
112,3.0
747,2.698970004
564,2.397940009
896,3.0
652,2.477121255
103,2.602059991
196,2.602059991
816,2.477121255
506,1.301029996
80,2.602059991
299,3.0
488,2.698970004
315,3.0
84,3.0
335,3.0
484,2.477121255
268,2.301029996
646,3.0
135,3.477121255
423,2.397940009
910,3.0
186,3.0
126,3.0
617,2.698970004
23,2.301029996
776,1.397940009
913,2.0
128,2.477121255
243,3.301029996
768,1.397940009
742,2.903089987
211,1.875061263
307,3.0
105,1.0
711,3.0
162,2.301029996
121,3.0
346,3.0
152,3.0
140,2.875061263
560,2.875061263
763,2.0
691,3.0
827,2.0
53,2.0
836,1.698970004
