,NOAEL-LOG
187,2.477121255
775,3.0
1365,2.77815125
1113,3.0
1278,3.0
885,2.698970004
1189,3.0
108,3.0
169,2.096910013
307,3.0
17,3.0
800,2.698970004
934,2.477121255
36,3.875061263
964,3.0
1089,3.0
354,2.397940009
59,3.0
778,3.0
915,2.477121255
513,3.0
47,3.0
1147,2.77815125
1101,3.0
791,2.602059991
1368,3.0
80,3.0
744,3.0
480,3.0
399,3.0
969,3.0
617,3.0
410,3.0
373,2.653212514
431,3.0
749,2.903089987
991,3.0
1313,3.0
98,3.0
620,2.903089987
446,2.301029996
424,2.176091259
250,3.0
593,2.903089987
35,3.0
860,2.903089987
1254,3.0
587,3.0
1021,3.0
1005,2.875061263
793,3.0
278,2.698970004
1312,3.0
1047,3.0
1293,2.397940009
911,2.903089987
285,3.0
663,3.0
186,2.176091259
556,2.875061263
1248,3.0
295,2.653212514
710,2.77815125
436,3.0
1065,3.0
963,3.0
177,2.698970004
1004,3.0
1031,3.0
54,2.698970004
631,3.0
217,2.477121255
1249,3.0
1164,3.0
1095,2.0
168,3.0
811,3.0
757,3.0
1355,3.0
618,3.0
1120,3.0
37,2.301029996
1238,3.0
122,2.602059991
615,3.0
1145,2.602059991
116,3.0
930,3.0
851,2.698970004
95,2.698970004
801,3.0
785,3.0
455,3.0
1018,2.0
621,3.0
694,2.0
1040,3.0
667,3.0
1372,3.0
75,3.0
274,3.0
1060,2.544068044
236,2.301029996
456,2.903089987
1157,3.0
1205,3.0
128,3.0
1381,2.0
1030,2.77815125
529,3.0
759,3.0
1169,2.903089987
1385,3.0
103,3.0
51,2.0
671,3.0
290,3.0
733,3.0
444,3.0
573,3.0
839,2.875061263
561,3.0
648,2.698970004
510,2.698970004
1036,3.0
239,2.0
962,3.0
1013,2.875061263
1123,3.0
647,3.0
814,3.0
790,3.0
687,3.0
1148,2.397940009
1274,2.903089987
522,3.0
536,2.0
794,3.0
912,2.875061263
43,2.653212514
691,3.0
654,2.397940009
189,3.0
1317,2.903089987
296,3.0
301,3.0
1182,3.0
484,3.0
449,2.0
1390,3.0
1373,3.0
987,3.0
1188,3.0
179,2.698970004
1374,3.0
567,3.0
298,3.0
155,2.0
232,3.0
136,2.397940009
61,3.0
1001,2.875061263
1071,3.0
1292,2.812913357
727,3.0
440,3.0
207,3.0
331,3.0
184,3.0
1173,3.0
49,3.0
983,3.0
1273,3.0
1347,2.096910013
305,3.875061263
425,2.301029996
699,2.698970004
993,3.0
334,2.397940009
1245,3.0
1301,3.0
1102,3.0
420,3.0
748,3.0
835,3.0
657,3.0
547,2.477121255
1029,2.903089987
13,3.0
505,3.0
718,2.875061263
91,3.0
269,3.0
366,3.0
394,2.602059991
365,3.0
859,3.0
651,2.477121255
1360,3.0
968,3.0
414,3.0
364,3.0
1002,3.0
466,3.0
256,3.0
1320,2.477121255
1108,2.477121255
30,2.255272505
596,3.0
544,3.0
906,2.477121255
605,3.0
734,2.477121255
344,2.397940009
543,3.0
706,2.477121255
469,2.301029996
1000,3.0
262,3.0
658,3.0
1362,2.602059991
231,2.698970004
1343,2.544068044
73,2.397940009
81,3.0
586,2.698970004
899,3.0
931,2.698970004
1058,3.0
142,3.0
3,3.0
506,3.0
1281,3.0
551,2.698970004
732,3.0
395,2.301029996
1335,3.0
935,2.477121255
1124,3.0
94,3.0
1240,3.0
780,3.0
581,2.096910013
1267,3.176091259
398,2.0
1162,2.0
140,2.0
591,3.0
150,3.0
824,3.0
730,3.0
1045,3.0
121,3.0
243,3.0
650,2.397940009
441,2.698970004
6,2.77815125
743,3.0
625,3.0
1371,3.0
152,3.0
312,3.0
579,2.301029996
1091,3.0
971,2.096910013
672,3.0
916,3.301029996
1339,2.875061263
532,3.0
472,3.0
53,2.096910013
788,3.0
266,3.0
1116,3.0
209,2.301029996
958,2.77815125
575,3.0
550,3.0
1316,2.477121255
1003,3.0
1286,3.0
955,3.0
1099,3.0
1261,3.0
619,2.0
1,2.397940009
716,3.0
377,3.0
507,2.698970004
1098,3.0
639,3.0
1305,2.0
76,3.0
898,3.0
110,2.477121255
1171,3.0
1223,3.0
488,3.0
1334,3.0
97,2.698970004
183,2.301029996
1079,3.0
18,3.0
478,2.77815125
1025,3.0
487,2.875061263
722,3.0
459,2.602059991
1348,3.0
215,3.0
868,3.0
947,2.477121255
902,2.698970004
894,3.0
1166,3.0
1007,3.176091259
985,2.301029996
1104,3.0
887,3.0
888,3.0
770,2.698970004
1303,3.0
407,3.0
1177,3.0
376,2.301029996
610,3.0
33,3.0
771,3.0
807,2.477121255
118,3.0
538,3.0
381,2.301029996
1379,3.0
1361,3.0
90,3.0
588,3.0
404,2.0
133,3.0
1263,3.176091259
461,3.0
871,3.875061263
503,3.0
738,2.77815125
497,2.698970004
292,2.653212514
1167,2.698970004
423,3.0
577,2.875061263
831,2.397940009
633,2.698970004
1194,3.0
705,3.0
1086,3.0
1128,3.0
276,3.0
1324,3.0
881,2.77815125
637,3.0
819,3.0
264,2.903089987
817,2.875061263
779,3.0
112,3.0
470,2.301029996
19,2.477121255
949,2.0
346,3.0
670,3.0
996,2.0
827,3.0
1216,2.301029996
1094,3.0
28,2.875061263
224,3.0
937,3.0
1199,3.0
84,2.0
703,3.0
768,3.0
1222,2.477121255
182,2.477121255
135,2.653212514
1235,3.0
1387,2.477121255
347,2.0
367,2.0
438,3.0
747,3.0
23,3.0
920,3.0
1158,2.954242509
1139,2.477121255
101,3.0
188,2.0
541,3.0
554,3.0
105,2.698970004
418,2.301029996
460,3.0
645,3.0
664,2.477121255
396,2.875061263
325,3.0
495,2.301029996
1388,2.301029996
520,2.602059991
1314,2.602059991
1233,3.0
922,2.698970004
524,2.0
1237,3.0
736,2.903089987
0,3.0
821,2.602059991
233,2.301029996
1309,2.0
1325,3.0
229,2.301029996
901,3.0
1214,3.176091259
956,3.0
311,3.0
961,3.0
572,3.0
324,3.0
1080,2.698970004
200,3.0
564,2.301029996
71,3.0
1227,3.0
1219,2.301029996
360,2.176091259
690,3.0
1356,3.0
288,3.0
873,3.0
1159,3.0
42,3.0
599,3.0
454,2.477121255
1262,3.0
815,2.77815125
1117,3.0
858,3.0
742,3.0
60,2.544068044
1103,2.544068044
369,2.77815125
1011,2.698970004
1297,2.0
576,2.77815125
205,3.0
1270,3.0
542,3.0
1212,2.77815125
808,2.698970004
1201,3.0
1346,3.0
1350,2.875061263
216,3.0
685,2.875061263
673,2.698970004
1294,3.0
774,2.397940009
1336,2.079181246
630,3.0
144,2.0
315,2.301029996
1321,2.875061263
380,2.903089987
1087,3.0
795,3.0
1276,2.77815125
63,3.0
853,3.0
818,2.301029996
114,3.0
268,2.176091259
83,2.698970004
248,2.477121255
719,2.77815125
432,3.0
713,3.0
847,3.0
1076,3.0
1155,3.0
111,2.0
1137,3.0
1168,2.079181246
803,3.0
9,3.0
134,2.0
662,2.0
942,2.477121255
999,2.602059991
623,3.0
96,2.903089987
1243,3.0
437,2.397940009
578,2.875061263
884,2.698970004
879,2.875061263
246,2.301029996
805,2.602059991
608,2.698970004
1179,3.0
1269,3.0
1052,3.0
918,2.397940009
125,3.0
523,3.0
26,2.0
950,2.698970004
848,2.875061263
939,3.0
242,2.301029996
1050,3.0
254,3.0
338,3.0
473,2.698970004
924,3.0
632,2.698970004
1134,3.0
776,2.77815125
1136,2.477121255
1077,3.0
938,2.77815125
1044,2.903089987
442,2.477121255
1282,3.0
192,2.653212514
677,2.301029996
1340,2.77815125
829,2.698970004
1351,3.0
115,2.698970004
218,3.0
185,3.0
378,2.77815125
739,2.698970004
1260,3.0
1114,3.0
559,2.77815125
498,2.698970004
11,3.0
467,2.698970004
287,3.0
889,3.0
335,3.0
1234,3.0
989,3.0
1062,2.301029996
208,3.0
363,3.0
149,2.653212514
525,2.698970004
820,2.698970004
24,4.176091259
1186,3.0
967,2.477121255
539,3.0
1275,3.0
445,2.301029996
4,3.0
511,3.0
893,3.0
1067,2.698970004
1010,2.477121255
252,2.397940009
1342,3.0
178,3.0
890,2.301029996
226,2.301029996
12,3.0
379,2.698970004
408,2.77815125
830,3.0
159,3.0
78,3.0
636,3.0
323,2.698970004
48,3.0
627,3.0
865,2.653212514
1041,3.0
545,2.0
836,3.0
1211,3.0
531,2.698970004
892,2.698970004
402,3.0
666,3.0
210,3.0
382,3.0
385,3.0
661,3.0
1242,3.0
834,3.0
509,3.0
763,3.0
880,2.698970004
1019,2.0
345,3.0
247,3.0
585,3.0
1121,3.0
751,2.875061263
2,3.0
1092,3.0
413,2.0
965,3.0
158,3.0
843,2.301029996
764,3.176091259
283,2.602059991
737,3.0
946,2.875061263
390,3.0
321,3.0
397,2.698970004
537,3.0
106,2.653212514
932,3.0
117,2.698970004
372,3.0
1043,2.875061263
1193,3.0
1012,2.301029996
700,2.698970004
1138,3.176091259
1126,3.0
1363,3.0
825,2.51851394
265,2.653212514
356,3.0
1111,3.0
1230,3.0
1033,3.0
1131,2.51851394
756,3.0
1192,3.0
27,2.875061263
1016,3.0
816,3.0
475,3.0
458,3.0
558,2.77815125
1299,2.698970004
607,3.0
1181,3.0
995,2.875061263
1073,3.0
482,2.698970004
540,3.0
191,3.0
584,2.301029996
1364,2.0
960,2.602059991
422,2.0
659,2.77815125
180,3.0
1118,3.0
353,3.0
1056,2.84509804
72,2.653212514
173,3.0
1213,3.0
175,3.0
489,3.0
867,3.0
905,3.0
903,3.0
921,3.0
1307,3.0
401,3.0
1357,3.0
393,3.0
1093,3.0
954,2.77815125
809,3.0
980,3.0
998,3.0
494,2.096910013
412,2.397940009
580,3.0
1231,3.0
317,2.653212514
322,2.77815125
616,3.0
653,2.477121255
908,2.875061263
504,2.698970004
772,3.0
1247,2.301029996
293,3.0
359,3.0
68,3.0
417,2.0
850,3.0
130,3.0
866,3.0
560,3.0
1271,3.0
202,2.875061263
904,2.875061263
1202,3.176091259
341,2.698970004
1055,3.0
1204,2.397940009
767,3.0
941,3.0
