ratio,negative_ratio,sampling_round,outer_fold,n_selected_total,n_train_graphs,n_validation_graphs,n_test_graphs,n_train_edcs,n_train_non_edcs,n_validation_edcs,n_validation_non_edcs,n_test_edcs,n_test_non_edcs,best_epoch,best_validation_pr_auc,hidden_size1,hidden_size2,hidden_size3,lr,weight_decay,dropout,pr_auc,roc_auc,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,threshold,tp,tn,fp,fn
2,1:2,9,1,243,192,39,51,64,128,13,26,17,34,1,0.9838264299802761,60,40,20,0.0005,0.0005,0.5,0.9481483145843008,0.9818339100346021,1.0,0.5294117647058824,0.7647058823529411,0.5222329678670935,0.6799999999999999,0.6862745098039216,0.42999999999999994,17,18,16,0
2,1:2,9,2,243,195,39,48,65,130,13,26,16,32,10,0.9647435897435896,60,40,20,0.0005,0.0005,0.5,0.9862253289473684,0.9921875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4749999999999999,16,0,32,0
2,1:2,9,3,243,195,39,48,65,130,13,26,16,32,14,0.9679858602935527,60,40,20,0.0005,0.0005,0.5,0.954000350140056,0.9736328125,0.875,0.875,0.875,0.7302967433402215,0.823529411764706,0.875,0.5299999999999999,14,28,4,2
2,1:2,9,4,243,195,39,48,65,130,13,26,16,32,2,0.9855769230769231,60,40,20,0.0005,0.0005,0.5,0.9561274509803921,0.96484375,0.5,1.0,0.75,0.6324555320336759,0.6666666666666666,0.8333333333333334,0.4099999999999999,8,32,0,8
2,1:2,9,5,243,195,39,48,65,130,13,26,16,32,8,0.9685314685314683,60,40,20,0.0005,0.0005,0.5,0.9924172794117647,0.99609375,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,10,1,243,192,39,51,64,128,13,26,17,34,20,0.9685314685314685,60,40,20,0.0005,0.0005,0.5,0.9374974819793616,0.972318339100346,1.0,0.9411764705882353,0.9705882352941176,0.9176629354822471,0.9444444444444444,0.9607843137254902,0.5249999999999999,17,32,2,0
2,1:2,10,2,243,195,39,48,65,130,13,26,16,32,5,0.9402080825157748,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,1.0,0.96875,0.984375,0.9548637106322311,0.9696969696969697,0.9791666666666666,0.5499999999999999,16,31,1,0
2,1:2,10,3,243,195,39,48,65,130,13,26,16,32,47,0.9240556452094912,60,40,20,0.0005,0.0005,0.5,0.9924172794117647,0.99609375,1.0,0.96875,0.984375,0.9548637106322311,0.9696969696969697,0.9791666666666666,0.48499999999999993,16,31,1,0
2,1:2,10,4,243,195,39,48,65,130,13,26,16,32,15,0.9787545787545786,60,40,20,0.0005,0.0005,0.5,0.8775313228438228,0.94921875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4499999999999999,16,0,32,0
2,1:2,10,5,243,195,39,48,65,130,13,26,16,32,15,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9241361160769055,0.974609375,1.0,0.90625,0.953125,0.8735890880367281,0.9142857142857143,0.9375,0.49999999999999994,16,29,3,0
2,1:2,11,1,243,192,39,51,64,128,13,26,17,34,61,1.0,60,40,20,0.0005,0.0005,0.5,0.9856737793156479,0.9930795847750865,1.0,0.9411764705882353,0.9705882352941176,0.9176629354822471,0.9444444444444444,0.9607843137254902,0.48999999999999994,17,32,2,0
2,1:2,11,2,243,195,39,48,65,130,13,26,16,32,1,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9770716619981326,0.98828125,0.5,1.0,0.75,0.6324555320336759,0.6666666666666666,0.8333333333333334,0.5149999999999999,8,32,0,8
2,1:2,11,3,243,195,39,48,65,130,13,26,16,32,27,0.8534465534465533,60,40,20,0.0005,0.0005,0.5,0.9524226998491705,0.9677734375,0.9375,0.875,0.90625,0.7832178030674114,0.8571428571428572,0.8958333333333334,0.49999999999999994,15,28,4,1
2,1:2,11,4,243,195,39,48,65,130,13,26,16,32,3,1.0,60,40,20,0.0005,0.0005,0.5,0.7729040771320184,0.94140625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,11,5,243,195,39,48,65,130,13,26,16,32,23,0.9282450455527378,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.84375,0.921875,0.8017837257372732,0.8648648648648648,0.8958333333333334,0.4599999999999999,16,27,5,0
2,1:2,12,1,243,192,39,51,64,128,13,26,17,34,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9188919045502545,0.9749134948096886,0.6470588235294118,0.9705882352941176,0.8088235294117647,0.6864064729836442,0.7586206896551724,0.8627450980392157,0.4699999999999999,11,33,1,6
2,1:2,12,2,243,195,39,48,65,130,13,26,16,32,28,0.9606380241831747,60,40,20,0.0005,0.0005,0.5,0.9852430555555556,0.9921875,0.8125,1.0,0.90625,0.8618916073713346,0.896551724137931,0.9375,0.4749999999999999,13,32,0,3
2,1:2,12,3,243,195,39,48,65,130,13,26,16,32,12,0.9564371525909985,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4799999999999999,16,0,32,0
2,1:2,12,4,243,195,39,48,65,130,13,26,16,32,1,0.9500171836710296,60,40,20,0.0005,0.0005,0.5,0.974537037037037,0.978515625,0.9375,1.0,0.96875,0.9534625892455922,0.967741935483871,0.9791666666666666,0.49999999999999994,15,32,0,1
2,1:2,12,5,243,195,39,48,65,130,13,26,16,32,23,0.9503987465525927,60,40,20,0.0005,0.0005,0.5,0.9930555555555556,0.99609375,1.0,0.625,0.8125,0.5976143046671968,0.7272727272727273,0.75,0.5099999999999999,16,20,12,0
2,1:2,13,1,243,192,39,51,64,128,13,26,17,34,13,0.9897435897435898,60,40,20,0.0005,0.0005,0.5,0.9868876343106902,0.9948096885813148,0.0,1.0,0.5,0.0,0.0,0.6666666666666666,0.5049999999999999,0,34,0,17
2,1:2,13,2,243,195,39,48,65,130,13,26,16,32,26,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49999999999999994,16,32,0,0
2,1:2,13,3,243,195,39,48,65,130,13,26,16,32,28,0.9662564999103458,60,40,20,0.0005,0.0005,0.5,0.9837863270308124,0.9921875,0.875,0.96875,0.921875,0.8581163303210331,0.9032258064516129,0.9375,0.4749999999999999,14,31,1,2
2,1:2,13,4,243,195,39,48,65,130,13,26,16,32,5,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9684523809523811,0.982421875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,13,5,243,195,39,48,65,130,13,26,16,32,3,0.9677655677655677,60,40,20,0.0005,0.0005,0.5,0.9283105720576073,0.9521484375,0.875,0.9375,0.90625,0.8125,0.875,0.9166666666666666,0.5399999999999999,14,30,2,2
2,1:2,14,1,243,192,39,51,64,128,13,26,17,34,32,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.996732026143791,0.9982698961937716,1.0,0.9117647058823529,0.9558823529411764,0.8803408430829505,0.9189189189189189,0.9411764705882353,0.5049999999999999,17,31,3,0
2,1:2,14,2,243,195,39,48,65,130,13,26,16,32,9,1.0,60,40,20,0.0005,0.0005,0.5,0.8694625332420418,0.90625,0.875,0.90625,0.890625,0.7700513795421218,0.8484848484848485,0.8958333333333334,0.4799999999999999,14,29,3,2
2,1:2,14,3,243,195,39,48,65,130,13,26,16,32,12,1.0,60,40,20,0.0005,0.0005,0.5,0.9783496732026143,0.98828125,0.8125,0.9375,0.875,0.7627700713964738,0.8387096774193549,0.8958333333333334,0.48499999999999993,13,30,2,3
2,1:2,14,4,243,195,39,48,65,130,13,26,16,32,13,0.9838264299802759,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.9990234375,1.0,0.71875,0.859375,0.6782329983125268,0.7804878048780487,0.8125,0.42999999999999994,16,23,9,0
2,1:2,14,5,243,195,39,48,65,130,13,26,16,32,64,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,0.9734258286647992,0.986328125,0.9375,0.9375,0.9375,0.8624575450871764,0.9090909090909091,0.9375,0.49999999999999994,15,30,2,1
2,1:2,15,1,243,192,39,51,64,128,13,26,17,34,15,0.9821780783319245,60,40,20,0.0005,0.0005,0.5,0.9674922600619196,0.9636678200692042,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4549999999999999,17,0,34,0
2,1:2,15,2,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9789786347231201,0.990234375,1.0,0.90625,0.953125,0.8735890880367281,0.9142857142857143,0.9375,0.44499999999999995,16,29,3,0
2,1:2,15,3,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9233831885026738,0.9755859375,0.875,0.96875,0.921875,0.8581163303210331,0.9032258064516129,0.9375,0.6,14,31,1,2
2,1:2,15,4,243,195,39,48,65,130,13,26,16,32,5,1.0,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4649999999999999,16,0,32,0
2,1:2,15,5,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.8803326263455574,0.912109375,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,16,1,243,192,39,51,64,128,13,26,17,34,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9911764705882353,0.9948096885813149,0.6470588235294118,1.0,0.8235294117647058,0.7416198487095663,0.7857142857142858,0.8823529411764706,0.5099999999999999,11,34,0,6
2,1:2,16,2,243,195,39,48,65,130,13,26,16,32,16,0.9999999999999999,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.96875,0.984375,0.9548637106322311,0.9696969696969697,0.9791666666666666,0.48999999999999994,16,31,1,0
2,1:2,16,3,243,195,39,48,65,130,13,26,16,32,1,0.9490967365967364,60,40,20,0.0005,0.0005,0.5,0.9568125808015514,0.9765625,0.75,0.9375,0.84375,0.7130240959073808,0.7999999999999999,0.875,0.48499999999999993,12,30,2,4
2,1:2,16,4,243,195,39,48,65,130,13,26,16,32,27,0.9794871794871794,60,40,20,0.0005,0.0005,0.5,0.9376602564102564,0.96875,0.9375,0.875,0.90625,0.7832178030674114,0.8571428571428572,0.8958333333333334,0.49499999999999994,15,28,4,1
2,1:2,16,5,243,195,39,48,65,130,13,26,16,32,8,0.9826711749788674,60,40,20,0.0005,0.0005,0.5,0.9732142857142857,0.9765625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,17,1,243,192,39,51,64,128,13,26,17,34,6,1.0,60,40,20,0.0005,0.0005,0.5,0.9722615139570158,0.9878892733564014,0.9411764705882353,0.9705882352941176,0.9558823529411764,0.9117647058823529,0.9411764705882353,0.9607843137254902,0.4699999999999999,16,33,1,1
2,1:2,17,2,243,195,39,48,65,130,13,26,16,32,16,0.9493303704842166,60,40,20,0.0005,0.0005,0.5,0.9926470588235294,0.99609375,0.375,1.0,0.6875,0.5345224838248488,0.5454545454545454,0.7916666666666666,0.5099999999999999,6,32,0,10
2,1:2,17,3,243,195,39,48,65,130,13,26,16,32,17,0.9838264299802761,60,40,20,0.0005,0.0005,0.5,0.9414057909002762,0.9814453125,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,17,4,243,195,39,48,65,130,13,26,16,32,1,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.9470815387635241,0.9814453125,1.0,0.5625,0.78125,0.5477225575051662,0.6956521739130436,0.7083333333333334,0.5349999999999999,16,18,14,0
2,1:2,17,5,243,195,39,48,65,130,13,26,16,32,24,0.9394097355635815,60,40,20,0.0005,0.0005,0.5,0.9680765086206897,0.97265625,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.48999999999999994,15,31,1,1
2,1:2,18,1,243,192,39,51,64,128,13,26,17,34,15,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9189271032696638,0.9679930795847751,1.0,0.5882352941176471,0.7941176470588236,0.5679618342470648,0.7083333333333333,0.7254901960784313,0.5299999999999999,17,20,14,0
2,1:2,18,2,243,195,39,48,65,130,13,26,16,32,33,0.9191411152949613,60,40,20,0.0005,0.0005,0.5,0.9428415527970482,0.9755859375,0.8125,0.96875,0.890625,0.8102546544402055,0.8666666666666666,0.9166666666666666,0.5099999999999999,13,31,1,3
2,1:2,18,3,243,195,39,48,65,130,13,26,16,32,89,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48999999999999994,16,32,0,0
2,1:2,18,4,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.8677106676003735,0.943359375,0.9375,0.78125,0.859375,0.680009255387445,0.7894736842105263,0.8333333333333334,0.4049999999999999,15,25,7,1
2,1:2,18,5,243,195,39,48,65,130,13,26,16,32,38,0.989010989010989,60,40,20,0.0005,0.0005,0.5,0.969758064516129,0.970703125,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.5199999999999999,15,31,1,1
2,1:2,19,1,243,192,39,51,64,128,13,26,17,34,21,0.9562040523578985,60,40,20,0.0005,0.0005,0.5,0.9788282340800096,0.9896193771626297,1.0,0.9411764705882353,0.9705882352941176,0.9176629354822471,0.9444444444444444,0.9607843137254902,0.4649999999999999,17,32,2,0
2,1:2,19,2,243,195,39,48,65,130,13,26,16,32,1,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,0.9759615384615384,0.98046875,0.9375,0.6875,0.8125,0.5897678246195885,0.7317073170731707,0.7708333333333334,0.185,15,22,10,1
2,1:2,19,3,243,195,39,48,65,130,13,26,16,32,2,0.9999999999999999,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,1.0,0.96875,0.984375,0.9548637106322311,0.9696969696969697,0.9791666666666666,0.5599999999999999,16,31,1,0
2,1:2,19,4,243,195,39,48,65,130,13,26,16,32,1,0.973076923076923,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.53125,0.765625,0.5236349380886428,0.6808510638297872,0.6875,0.49499999999999994,16,17,15,0
2,1:2,19,5,243,195,39,48,65,130,13,26,16,32,5,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,0.9375,1.0,0.96875,0.9534625892455922,0.967741935483871,0.9791666666666666,0.48999999999999994,15,32,0,1
2,1:2,20,1,243,192,39,51,64,128,13,26,17,34,12,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5149999999999999,17,34,0,0
2,1:2,20,2,243,195,39,48,65,130,13,26,16,32,22,0.9653513153513154,60,40,20,0.0005,0.0005,0.5,0.8143508812094338,0.9404296875,0.875,0.9375,0.90625,0.8125,0.875,0.9166666666666666,0.4749999999999999,14,30,2,2
2,1:2,20,3,243,195,39,48,65,130,13,26,16,32,19,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,0.25,1.0,0.625,0.42640143271122083,0.4,0.75,0.5349999999999999,4,32,0,12
2,1:2,20,4,243,195,39,48,65,130,13,26,16,32,4,1.0,60,40,20,0.0005,0.0005,0.5,0.9648205093517593,0.984375,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.43999999999999995,16,0,32,0
2,1:2,20,5,243,195,39,48,65,130,13,26,16,32,13,0.988588334742181,60,40,20,0.0005,0.0005,0.5,0.9805183531746031,0.990234375,0.6875,1.0,0.84375,0.7710996009560598,0.8148148148148148,0.8958333333333334,0.4799999999999999,11,32,0,5
2,1:2,21,1,243,192,39,51,64,128,13,26,17,34,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9734345351043643,0.9757785467128028,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,17,0,34,0
2,1:2,21,2,243,195,39,48,65,130,13,26,16,32,1,0.9999999999999999,60,40,20,0.0005,0.0005,0.5,1.0,1.0,0.5625,1.0,0.78125,0.6793662204867574,0.72,0.8541666666666666,0.35999999999999993,9,32,0,7
2,1:2,21,3,243,195,39,48,65,130,13,26,16,32,19,0.9945054945054943,60,40,20,0.0005,0.0005,0.5,0.8986476197413698,0.9697265625,0.625,0.96875,0.796875,0.6659496553711425,0.7407407407407406,0.8541666666666666,0.48499999999999993,10,31,1,6
2,1:2,21,4,243,195,39,48,65,130,13,26,16,32,30,0.9751850713389174,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4599999999999999,16,32,0,0
2,1:2,21,5,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.44499999999999995,16,0,32,0
2,1:2,22,1,243,192,39,51,64,128,13,26,17,34,10,0.9477865439403901,60,40,20,0.0005,0.0005,0.5,0.9840397923875432,0.9913494809688581,0.9411764705882353,0.9705882352941176,0.9558823529411764,0.9117647058823529,0.9411764705882353,0.9607843137254902,0.41999999999999993,16,33,1,1
2,1:2,22,2,243,195,39,48,65,130,13,26,16,32,11,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9882506127450981,0.994140625,0.5625,1.0,0.78125,0.6793662204867574,0.72,0.8541666666666666,0.5049999999999999,9,32,0,7
2,1:2,22,3,243,195,39,48,65,130,13,26,16,32,1,0.9897435897435898,60,40,20,0.0005,0.0005,0.5,0.970630787037037,0.9765625,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.41999999999999993,15,31,1,1
2,1:2,22,4,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,22,5,243,195,39,48,65,130,13,26,16,32,1,0.9387151310228232,60,40,20,0.0005,0.0005,0.5,0.9677741529304029,0.982421875,0.9375,0.90625,0.921875,0.8215838362577492,0.8823529411764706,0.9166666666666666,0.5499999999999999,15,29,3,1
2,1:2,23,1,243,192,39,51,64,128,13,26,17,34,9,1.0,60,40,20,0.0005,0.0005,0.5,0.9631247958419693,0.9826989619377163,1.0,0.5294117647058824,0.7647058823529411,0.5222329678670935,0.6799999999999999,0.6862745098039216,0.4649999999999999,17,18,16,0
2,1:2,23,2,243,195,39,48,65,130,13,26,16,32,3,1.0,60,40,20,0.0005,0.0005,0.5,0.8871288844561871,0.939453125,0.9375,0.84375,0.890625,0.747017880833996,0.8333333333333334,0.875,0.43499999999999994,15,27,5,1
2,1:2,23,3,243,195,39,48,65,130,13,26,16,32,15,0.9838264299802761,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,1.0,0.9375,0.96875,0.9128709291752769,0.9411764705882353,0.9583333333333334,0.5149999999999999,16,30,2,0
2,1:2,23,4,243,195,39,48,65,130,13,26,16,32,16,0.9677655677655679,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,1.0,0.96875,0.984375,0.9548637106322311,0.9696969696969697,0.9791666666666666,0.5249999999999999,16,31,1,0
2,1:2,23,5,243,195,39,48,65,130,13,26,16,32,1,0.9821780783319243,60,40,20,0.0005,0.0005,0.5,0.9963235294117647,0.998046875,0.4375,1.0,0.71875,0.5843487097907776,0.6086956521739131,0.8125,0.5099999999999999,7,32,0,9
2,1:2,24,1,243,192,39,51,64,128,13,26,17,34,35,0.9897435897435898,60,40,20,0.0005,0.0005,0.5,0.9550988675039908,0.967128027681661,0.8823529411764706,0.9411764705882353,0.9117647058823529,0.8235294117647058,0.8823529411764706,0.9215686274509803,0.49999999999999994,15,32,2,2
2,1:2,24,2,243,195,39,48,65,130,13,26,16,32,10,1.0,60,40,20,0.0005,0.0005,0.5,0.9849826388888889,0.9921875,0.8125,0.96875,0.890625,0.8102546544402055,0.8666666666666666,0.9166666666666666,0.5049999999999999,13,31,1,3
2,1:2,24,3,243,195,39,48,65,130,13,26,16,32,1,0.9575081780964134,60,40,20,0.0005,0.0005,0.5,0.967055636357107,0.984375,0.5,1.0,0.75,0.6324555320336759,0.6666666666666666,0.8333333333333334,0.4499999999999999,8,32,0,8
2,1:2,24,4,243,195,39,48,65,130,13,26,16,32,1,0.9897435897435898,60,40,20,0.0005,0.0005,0.5,0.9705023275335776,0.986328125,1.0,0.9375,0.96875,0.9128709291752769,0.9411764705882353,0.9583333333333334,0.575,16,30,2,0
2,1:2,24,5,243,195,39,48,65,130,13,26,16,32,8,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.9901315789473684,0.994140625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4599999999999999,16,0,32,0
2,1:2,25,1,243,192,39,51,64,128,13,26,17,34,1,1.0,60,40,20,0.0005,0.0005,0.5,0.8450247646887603,0.9567474048442907,1.0,0.5588235294117647,0.7794117647058824,0.5448623679425842,0.6938775510204082,0.7058823529411765,0.27999999999999997,17,19,15,0
2,1:2,25,2,243,195,39,48,65,130,13,26,16,32,6,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.846074896573155,0.93359375,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4599999999999999,16,0,32,0
2,1:2,25,3,243,195,39,48,65,130,13,26,16,32,3,0.9945054945054944,60,40,20,0.0005,0.0005,0.5,0.9587765957446809,0.939453125,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4149999999999999,16,0,32,0
2,1:2,25,4,243,195,39,48,65,130,13,26,16,32,22,0.9090068051606512,60,40,20,0.0005,0.0005,0.5,0.9618384832079685,0.984375,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.5099999999999999,15,31,1,1
2,1:2,25,5,243,195,39,48,65,130,13,26,16,32,2,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,0.9581364815739817,0.9814453125,0.875,0.9375,0.90625,0.8125,0.875,0.9166666666666666,0.5099999999999999,14,30,2,2
2,1:2,26,1,243,192,39,51,64,128,13,26,17,34,1,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,1.0,1.0,0.9411764705882353,1.0,0.9705882352941176,0.9561828874675148,0.9696969696969697,0.9803921568627451,0.5499999999999999,16,34,0,1
2,1:2,26,2,243,195,39,48,65,130,13,26,16,32,1,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.9516080630970336,0.9765625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,26,3,243,195,39,48,65,130,13,26,16,32,1,0.9757678219216679,60,40,20,0.0005,0.0005,0.5,0.9695567810457516,0.984375,1.0,0.65625,0.828125,0.6236095644623236,0.7441860465116279,0.7708333333333334,0.4699999999999999,16,21,11,0
2,1:2,26,4,243,195,39,48,65,130,13,26,16,32,12,0.9821780783319245,60,40,20,0.0005,0.0005,0.5,0.9548494397759104,0.96484375,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4549999999999999,16,0,32,0
2,1:2,26,5,243,195,39,48,65,130,13,26,16,32,31,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,0.125,1.0,0.5625,0.29488391230979427,0.2222222222222222,0.7083333333333334,0.4699999999999999,2,32,0,14
2,1:2,27,1,243,192,39,51,64,128,13,26,17,34,28,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,17,0,34,0
2,1:2,27,2,243,195,39,48,65,130,13,26,16,32,2,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.8727577467467174,0.9462890625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.3999999999999999,16,0,32,0
2,1:2,27,3,243,195,39,48,65,130,13,26,16,32,32,0.9855769230769229,60,40,20,0.0005,0.0005,0.5,0.9924172794117647,0.99609375,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.5099999999999999,15,31,1,1
2,1:2,27,4,243,195,39,48,65,130,13,26,16,32,1,0.9553113553113552,60,40,20,0.0005,0.0005,0.5,0.9793220413165267,0.9921875,1.0,0.4375,0.71875,0.4537426064865151,0.6399999999999999,0.625,0.42499999999999993,16,14,18,0
2,1:2,27,5,243,195,39,48,65,130,13,26,16,32,5,0.9999999999999998,60,40,20,0.0005,0.0005,0.5,0.9882506127450981,0.994140625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.44499999999999995,16,0,32,0
2,1:2,28,1,243,192,39,51,64,128,13,26,17,34,1,0.9492110453648916,60,40,20,0.0005,0.0005,0.5,0.9801182237600923,0.9896193771626297,0.8823529411764706,0.9705882352941176,0.9264705882352942,0.8665407417674353,0.9090909090909091,0.9411764705882353,0.3499999999999999,15,33,1,2
2,1:2,28,2,243,195,39,48,65,130,13,26,16,32,10,0.9665551839464881,60,40,20,0.0005,0.0005,0.5,0.9840839460784314,0.9921875,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.44499999999999995,15,31,1,1
2,1:2,28,3,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.32999999999999996,16,0,32,0
2,1:2,28,4,243,195,39,48,65,130,13,26,16,32,10,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9558693910256411,0.96875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.42999999999999994,16,0,32,0
2,1:2,28,5,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.9190981432360743,0.931640625,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.175,16,0,32,0
2,1:2,29,1,243,192,39,51,64,128,13,26,17,34,2,1.0,60,40,20,0.0005,0.0005,0.5,0.974346441362923,0.9887543252595156,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,17,0,34,0
2,1:2,29,2,243,195,39,48,65,130,13,26,16,32,24,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,0.9678030303030303,0.966796875,0.9375,1.0,0.96875,0.9534625892455922,0.967741935483871,0.9791666666666666,0.5349999999999999,15,32,0,1
2,1:2,29,3,243,195,39,48,65,130,13,26,16,32,1,1.0,60,40,20,0.0005,0.0005,0.5,0.8485484133921635,0.966796875,0.9375,0.96875,0.953125,0.90625,0.9375,0.9583333333333334,0.4649999999999999,15,31,1,1
2,1:2,29,4,243,195,39,48,65,130,13,26,16,32,1,0.9885883347421809,60,40,20,0.0005,0.0005,0.5,0.9882506127450981,0.994140625,0.6875,1.0,0.84375,0.7710996009560598,0.8148148148148148,0.8958333333333334,0.58,11,32,0,5
2,1:2,29,5,243,195,39,48,65,130,13,26,16,32,7,0.9945054945054945,60,40,20,0.0005,0.0005,0.5,0.9055085630743526,0.962890625,0.875,0.9375,0.90625,0.8125,0.875,0.9166666666666666,0.5349999999999999,14,30,2,2
2,1:2,30,1,243,192,39,51,64,128,13,26,17,34,11,1.0,60,40,20,0.0005,0.0005,0.5,0.8202059296912237,0.833910034602076,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.4799999999999999,17,0,34,0
2,1:2,30,2,243,195,39,48,65,130,13,26,16,32,14,1.0,60,40,20,0.0005,0.0005,0.5,0.9442049808429118,0.951171875,1.0,0.0,0.5,0.0,0.5,0.3333333333333333,0.49999999999999994,16,0,32,0
2,1:2,30,3,243,195,39,48,65,130,13,26,16,32,10,0.9794871794871794,60,40,20,0.0005,0.0005,0.5,0.9583138062917474,0.98046875,1.0,0.53125,0.765625,0.5236349380886428,0.6808510638297872,0.6875,0.48499999999999993,16,17,15,0
