ratio,negative_ratio,sampling_round,n_outer_folds,n_samples,n_edcs,n_non_edcs,pr_auc,roc_auc,ranking_metric_aggregation,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,tp,tn,fp,fn,threshold_mean,threshold_sd
1,1:1,14,5,162,81,81,0.9630908770886984,0.9786220043572986,test-size-weighted outer-fold mean,0.8395061728395061,0.5925925925925926,0.7160493827160493,0.44590510038088893,0.7472527472527473,0.7160493827160493,68,48,33,13,0.44271604938271597,0.08871302046486747
1,1:1,15,5,162,81,81,0.8420202485957213,0.7708333333333334,test-size-weighted outer-fold mean,0.9135802469135802,0.5802469135802469,0.7469135802469136,0.523782800878924,0.783068783068783,0.7469135802469136,74,47,34,7,0.4279012345679012,0.18029836383062378
1,1:1,16,5,162,81,81,0.9872198688102828,0.9864742193173566,test-size-weighted outer-fold mean,0.9259259259259259,0.5679012345679012,0.7469135802469136,0.5288858853479451,0.7853403141361257,0.7469135802469136,75,46,35,6,0.4341358024691357,0.17942965195307048
1,1:1,17,5,162,81,81,0.9509704529842702,0.959763071895425,test-size-weighted outer-fold mean,0.9753086419753086,0.3333333333333333,0.654320987654321,0.40254569756868647,0.7383177570093458,0.654320987654321,79,27,54,2,0.47895061728395044,0.061073725938409894
1,1:1,18,5,162,81,81,0.9985021786492374,0.9984567901234568,test-size-weighted outer-fold mean,0.9259259259259259,0.5925925925925926,0.7592592592592593,0.5499719409228703,0.7936507936507936,0.7592592592592593,75,48,33,6,0.4589506172839506,0.06797058187186572
1,1:1,19,5,162,81,81,0.9900060526007763,0.9868827160493827,test-size-weighted outer-fold mean,0.9135802469135802,0.654320987654321,0.7839506172839505,0.5880064914496507,0.8087431693989071,0.7839506172839507,74,53,28,7,0.5061728395061728,0.06360031446463142
1,1:1,20,5,162,81,81,0.9906781635125388,0.9892429193899782,test-size-weighted outer-fold mean,0.9629629629629629,0.5802469135802469,0.7716049382716049,0.5879747322073337,0.8082901554404145,0.7716049382716049,78,47,34,3,0.4349999999999999,0.11104053313993044
1,1:1,21,5,162,81,81,0.978625342623164,0.9763071895424836,test-size-weighted outer-fold mean,0.9259259259259259,0.345679012345679,0.6358024691358024,0.3334864844249578,0.7177033492822966,0.6358024691358025,75,28,53,6,0.5048148148148147,0.01732050807568879
1,1:1,22,5,162,81,81,0.9934082892416225,0.9927151416122004,test-size-weighted outer-fold mean,0.8641975308641975,0.8395061728395061,0.8518518518518519,0.7039183129504446,0.8536585365853658,0.8518518518518519,70,68,13,11,0.5651851851851851,0.21695045517352576
1,1:1,23,5,162,81,81,0.980577300130677,0.9845679012345679,test-size-weighted outer-fold mean,0.9629629629629629,0.5925925925925926,0.7777777777777777,0.598089167121675,0.8125,0.7777777777777778,78,48,33,3,0.4980246913580246,0.011510864433221349
1,1:1,24,5,162,81,81,0.9883838028893901,0.9814814814814815,test-size-weighted outer-fold mean,0.9753086419753086,0.18518518518518517,0.5802469135802469,0.26183933571599727,0.6991150442477876,0.5802469135802469,79,15,66,2,0.4954320987654319,0.0223606797749979
1,1:1,25,5,162,81,81,0.9769542590532156,0.9690677196804648,test-size-weighted outer-fold mean,1.0,0.32098765432098764,0.6604938271604939,0.4372373160976031,0.7465437788018433,0.6604938271604939,81,26,55,0,0.5202469135802469,0.12291257055321887
1,1:1,26,5,162,81,81,0.9992737835875091,0.9992283950617284,test-size-weighted outer-fold mean,0.8888888888888888,0.3333333333333333,0.611111111111111,0.2672612419124244,0.6956521739130435,0.6111111111111112,72,27,54,9,0.47530864197530853,0.04527692569068707
1,1:1,27,5,162,81,81,0.9553906530070387,0.9655954974582426,test-size-weighted outer-fold mean,0.7654320987654321,0.5802469135802469,0.6728395061728395,0.35176323534072423,0.7005649717514124,0.6728395061728395,62,47,34,19,0.4691358024691357,0.0997747463038619
1,1:1,28,5,162,81,81,0.9561444651444179,0.9717229484386348,test-size-weighted outer-fold mean,0.9753086419753086,0.38271604938271603,0.6790123456790124,0.4444738068759794,0.7523809523809524,0.6790123456790124,79,31,50,2,0.4720370370370369,0.04549725266430929
1,1:1,29,5,162,81,81,0.9819996698621924,0.9725399419026871,test-size-weighted outer-fold mean,0.9753086419753086,0.3333333333333333,0.654320987654321,0.40254569756868647,0.7383177570093458,0.654320987654321,79,27,54,2,0.4610493827160493,0.040835033978190834
1,1:1,30,5,162,81,81,0.959434972152837,0.9749228395061729,test-size-weighted outer-fold mean,0.9753086419753086,0.30864197530864196,0.6419753086419753,0.38095972949996415,0.7314814814814815,0.6419753086419753,79,25,56,2,0.5082716049382715,0.05106368572674717
1,1:1,31,5,162,81,81,0.9669815954238613,0.9829339143064634,test-size-weighted outer-fold mean,0.8765432098765432,0.5925925925925926,0.7345679012345678,0.4892748924933745,0.7675675675675676,0.7345679012345679,71,48,33,10,0.48518518518518505,0.030207614933986427
1,1:1,32,5,162,81,81,0.9579445818183607,0.9429012345679012,test-size-weighted outer-fold mean,0.9012345679012346,0.6049382716049383,0.7530864197530864,0.5299706017918122,0.7849462365591398,0.7530864197530864,73,49,32,8,0.4829012345679012,0.0739594483484024
1,1:1,33,5,162,81,81,0.972923203642158,0.9807098765432098,test-size-weighted outer-fold mean,0.9135802469135802,0.38271604938271603,0.6481481481481481,0.34962992804883897,0.7219512195121951,0.6481481481481481,74,31,50,7,0.4891358024691357,0.027928480087537882
1,1:1,34,5,162,81,81,0.9843406617502006,0.9777142338416848,test-size-weighted outer-fold mean,1.0,0.37037037037037035,0.6851851851851851,0.4767312946227962,0.7605633802816901,0.6851851851851852,81,30,51,0,0.5129012345679012,0.032326459750489256
1,1:1,35,5,162,81,81,0.9800729131740484,0.9787581699346406,test-size-weighted outer-fold mean,0.9506172839506173,0.30864197530864196,0.6296296296296297,0.33813838595769663,0.719626168224299,0.6296296296296297,77,25,56,4,0.5122222222222221,0.02413503677229436
1,1:1,36,5,162,81,81,0.9846877239091436,0.9829339143064634,test-size-weighted outer-fold mean,0.8888888888888888,0.7037037037037037,0.7962962962962963,0.6030226891555273,0.8135593220338984,0.7962962962962963,72,57,24,9,0.49493827160493814,0.049117206760971276
1,1:1,37,5,162,81,81,0.9891823953098464,0.9884259259259259,test-size-weighted outer-fold mean,0.9135802469135802,0.7777777777777778,0.845679012345679,0.6978227007909176,0.8554913294797688,0.845679012345679,74,63,18,7,0.48012345679012347,0.10561723344227496
1,1:1,38,5,162,81,81,0.9743425883404097,0.9741512345679012,test-size-weighted outer-fold mean,0.8888888888888888,0.7037037037037037,0.7962962962962963,0.6030226891555273,0.8135593220338984,0.7962962962962963,72,57,24,9,0.5040123456790122,0.00961769203083568
1,1:1,39,5,162,81,81,0.9823549310262416,0.9807098765432098,test-size-weighted outer-fold mean,0.8765432098765432,0.4074074074074074,0.6419753086419753,0.3215289835125542,0.71,0.6419753086419753,71,33,48,10,0.49543209876543204,0.032093613071762436
1,1:1,40,5,162,81,81,0.9681016605036211,0.9677287581699345,test-size-weighted outer-fold mean,0.9753086419753086,0.5679012345679012,0.7716049382716049,0.5948118774794626,0.8102564102564103,0.7716049382716049,79,46,35,2,0.5011728395061728,0.022748626332154652
