ratio,negative_ratio,sampling_round,n_outer_folds,n_samples,n_edcs,n_non_edcs,pr_auc,roc_auc,ranking_metric_aggregation,recall,specificity,balanced_accuracy,mcc,f1_score,accuracy,tp,tn,fp,fn,threshold_mean,threshold_sd
1,1:1,41,5,162,81,81,0.9876968609539416,0.9862926652142339,test-size-weighted outer-fold mean,0.9753086419753086,0.3950617283950617,0.6851851851851851,0.4547542969431243,0.7559808612440191,0.6851851851851852,79,32,49,2,0.48518518518518516,0.03082207001484488
1,1:1,42,5,162,81,81,0.9874658399357651,0.9874273783587509,test-size-weighted outer-fold mean,0.9876543209876543,0.2839506172839506,0.6358024691358024,0.3822764257713038,0.730593607305936,0.6358024691358025,80,23,58,1,0.5437654320987655,0.08799147685997778
1,1:1,43,5,162,81,81,0.9635108174323862,0.9753086419753086,test-size-weighted outer-fold mean,0.9012345679012346,0.345679012345679,0.6234567901234568,0.2969569354582493,0.7053140096618358,0.6234567901234568,73,28,53,8,0.5444444444444444,0.08767838958375093
1,1:1,44,5,162,81,81,0.8444856757835009,0.7839506172839507,test-size-weighted outer-fold mean,0.9753086419753086,0.35802469135802467,0.6666666666666666,0.4236890786422853,0.7452830188679245,0.6666666666666666,79,29,52,2,0.49641975308641967,0.028809720581775868
1,1:1,45,5,162,81,81,0.9593184395602223,0.9737654320987654,test-size-weighted outer-fold mean,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,81,0,81,0,0.4950617283950617,0.011180339887498935
1,1:1,46,5,162,81,81,0.9879561419376233,0.9854756717501815,test-size-weighted outer-fold mean,0.8024691358024691,0.654320987654321,0.7283950617283951,0.46188696320176853,0.7471264367816092,0.7283950617283951,65,53,28,16,0.41345679012345665,0.06330481814206561
1,1:1,47,5,162,81,81,0.9792855296779732,0.9795524691358025,test-size-weighted outer-fold mean,1.0,0.4567901234567901,0.7283950617283951,0.5440588203494178,0.7864077669902912,0.7283950617283951,81,37,44,0,0.5604320987654321,0.08287038071591082
1,1:1,48,5,162,81,81,0.9937323050529927,0.9925562817719682,test-size-weighted outer-fold mean,0.8641975308641975,0.5925925925925926,0.728395061728395,0.4746320990224032,0.7608695652173914,0.7283950617283951,70,48,33,11,0.5177777777777778,0.037516662964608156
1,1:1,49,5,162,81,81,0.9942363776786435,0.9930555555555556,test-size-weighted outer-fold mean,0.9876543209876543,0.4074074074074074,0.6975308641975309,0.48507125007266594,0.7655502392344498,0.6975308641975309,80,33,48,1,0.5203086419753086,0.05255949010407162
1,1:1,50,5,162,81,81,0.9709666261681512,0.9725399419026871,test-size-weighted outer-fold mean,0.8765432098765432,0.5555555555555556,0.7160493827160495,0.45624152556694875,0.7553191489361702,0.7160493827160493,71,45,36,10,0.4872222222222221,0.04221966366516911
2,1:2,1,5,243,81,162,0.9800865687905591,0.9891975308641975,test-size-weighted outer-fold mean,0.6666666666666666,0.9382716049382716,0.8024691358024691,0.6474326176625702,0.7448275862068966,0.8477366255144033,54,152,10,27,0.4838271604938271,0.12744606702444766
2,1:2,2,5,243,81,162,0.9708366051488974,0.9855891430646333,test-size-weighted outer-fold mean,0.9629629629629629,0.9753086419753086,0.9691358024691358,0.935424468636976,0.9570552147239264,0.9711934156378601,78,158,4,3,0.4754938271604937,0.0257390753524675
2,1:2,3,5,243,81,162,0.9720716895735052,0.9842501815541032,test-size-weighted outer-fold mean,0.7901234567901234,0.8950617283950617,0.8425925925925926,0.6851851851851852,0.7901234567901234,0.8600823045267489,64,145,17,17,0.4666049382716048,0.08119421161634616
2,1:2,4,5,243,81,162,0.9385392593281596,0.972937091503268,test-size-weighted outer-fold mean,0.9629629629629629,0.5370370370370371,0.75,0.4880935300919764,0.6666666666666666,0.6790123456790124,78,87,75,3,0.4964197530864196,0.03664014192112253
2,1:2,5,5,243,81,162,0.9403601200081215,0.9662649782135077,test-size-weighted outer-fold mean,0.9135802469135802,0.6851851851851852,0.7993827160493827,0.5647558344473945,0.7184466019417476,0.7613168724279835,74,111,51,7,0.5264197530864196,0.06680194607943694
2,1:2,6,5,243,81,162,0.9772950137386557,0.9855664488017429,test-size-weighted outer-fold mean,0.8888888888888888,0.5925925925925926,0.7407407407407407,0.4581897949526569,0.6575342465753424,0.691358024691358,72,96,66,9,0.5090123456790123,0.05694295391003177
2,1:2,7,5,243,81,162,0.9456562407872464,0.9822757806826434,test-size-weighted outer-fold mean,0.9135802469135802,0.6790123456790124,0.7962962962962963,0.5590852462516898,0.714975845410628,0.757201646090535,74,110,52,7,0.5330864197530863,0.035637059362410954
2,1:2,8,5,243,81,162,0.9735730782571742,0.9832175925925926,test-size-weighted outer-fold mean,0.9629629629629629,0.7592592592592593,0.8611111111111112,0.6813851438692469,0.7878787878787878,0.8271604938271605,78,123,39,3,0.5079012345679011,0.005700877125495695
2,1:2,9,5,243,81,162,0.967146270365511,0.9817197712418301,test-size-weighted outer-fold mean,0.8765432098765432,0.48148148148148145,0.6790123456790124,0.35116062277994997,0.6016949152542372,0.6131687242798354,71,78,84,10,0.4685185185185184,0.04929503017546495
2,1:2,10,5,243,81,162,0.9454813476241639,0.9779865649963689,test-size-weighted outer-fold mean,1.0,0.7592592592592593,0.8796296296296297,0.7158910531638177,0.8059701492537313,0.8395061728395061,81,123,39,0,0.5022839506172838,0.03817721833764216
2,1:2,11,5,243,81,162,0.9382077687905575,0.9782929375453885,test-size-weighted outer-fold mean,0.8888888888888888,0.7345679012345679,0.8117283950617284,0.588643660201698,0.7346938775510204,0.7860082304526749,72,119,43,9,0.4929629629629629,0.02049390153191919
2,1:2,12,5,243,81,162,0.9736608981200581,0.9881762890341321,test-size-weighted outer-fold mean,0.8765432098765432,0.7222222222222222,0.7993827160493827,0.5651007469424808,0.7208121827411168,0.7736625514403292,71,117,45,10,0.48679012345678996,0.017175564037317653
2,1:2,13,5,243,81,162,0.9736528180732659,0.9844430827886711,test-size-weighted outer-fold mean,0.7407407407407407,0.7839506172839507,0.7623456790123457,0.5068871335367395,0.6818181818181818,0.7695473251028807,60,127,35,21,0.5040123456790122,0.023291629397704235
2,1:2,14,5,243,81,162,0.9632769071207897,0.9759100399419026,test-size-weighted outer-fold mean,0.9259259259259259,0.8827160493827161,0.904320987654321,0.7827070341446045,0.8571428571428571,0.897119341563786,75,143,19,6,0.48030864197530854,0.029790938219532465
