mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.09973461627960205,0.01074304116135757,0.011051774024963379,0.0011229035304991383,gini,10,2,5,42,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42, 'splitter': 'random'}",0.9266409266409267,0.9296875,0.9061224489795918,0.9494163424124514,0.9236641221374046,0.8981132075471698,0.9534883720930233,0.9254901960784313,0.9534883720930233,0.9296875,0.9295798987982021,0.017712995487311266,303
0.17552542686462402,0.01524622925306397,0.010067558288574219,0.000548098398851268,gini,10,2,10,42,best,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'best'}",0.9444444444444443,0.9644268774703557,0.968,0.9723320158102767,0.9435483870967741,0.9725490196078432,0.9612403100775194,0.9426229508196721,0.9841269841269842,0.9649805447470817,0.9618271534200952,0.01335221752032136,198
0.09799032211303711,0.015644010598577878,0.009881353378295899,0.0007720936619827598,gini,10,2,10,42,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'random'}",0.9189189189189189,0.924901185770751,0.9061224489795918,0.9494163424124514,0.8871595330739299,0.9062500000000001,0.9338521400778211,0.8987854251012146,0.945736434108527,0.9312977099236641,0.920244013836687,0.019447374077043982,314
0.18299787044525145,0.023352684351268863,0.01202409267425537,0.0037983460420290267,gini,10,4,2,42,best,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'best'}",0.9440000000000001,0.9721115537848605,0.9758064516129031,0.9603174603174602,0.9440000000000001,0.96,0.9571984435797665,0.934959349593496,0.9718875502008032,0.9609375,0.9581218309089289,0.012846925253010323,235
0.10185103416442871,0.016401106295149563,0.012981295585632324,0.007262425353702691,gini,10,4,2,42,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'random'}",0.9090909090909092,0.9254901960784313,0.9224489795918367,0.9461538461538462,0.9501915708812261,0.9440000000000001,0.9490196078431371,0.9254901960784313,0.9182879377431907,0.9288389513108615,0.9319012194771871,0.013651558514518125,301
0.1911168575286865,0.03133568911919822,0.009994029998779297,0.001269748183954725,gini,10,4,5,42,best,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'random_state': 42, 'splitter': 'best'}",0.9440000000000001,0.9721115537848605,0.9758064516129031,0.9603174603174602,0.9440000000000001,0.96,0.9571984435797665,0.934959349593496,0.9718875502008032,0.9609375,0.9581218309089289,0.012846925253010323,235
0.09191641807556153,0.0051944379849705406,0.010588884353637695,0.0010149189019896527,gini,10,4,5,42,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'random_state': 42, 'splitter': 'random'}",0.9090909090909092,0.9254901960784313,0.9224489795918367,0.9461538461538462,0.9501915708812261,0.9440000000000001,0.9490196078431371,0.9254901960784313,0.9182879377431907,0.9288389513108615,0.9319012194771871,0.013651558514518125,301
0.16821248531341554,0.016313601046394934,0.010329699516296387,0.0008177945246774081,gini,10,4,10,42,best,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'best'}",0.9440000000000001,0.9721115537848605,0.9718875502008032,0.9647058823529412,0.935483870967742,0.96,0.9571984435797665,0.9382716049382717,0.976,0.952755905511811,0.9572414811336195,0.013709646269078444,241
0.10090460777282714,0.01830829833866313,0.011763358116149902,0.004449639458535955,gini,10,4,10,42,random,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'random'}",0.9090909090909092,0.903225806451613,0.9306122448979591,0.9534883720930233,0.9153846153846154,0.9473684210526315,0.9531249999999999,0.9218749999999999,0.9254901960784313,0.9126984126984127,0.9272358977747596,0.017508453389643727,309
0.19045186042785645,0.023487885286062618,0.010869145393371582,0.0012324871850992335,gini,20,1,2,42,best,"{'criterion': 'gini', 'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'best'}",0.9531249999999999,0.9677419354838711,0.9687500000000001,0.9609375,0.968503937007874,0.9725490196078432,0.9767441860465117,0.9554655870445343,0.9763779527559056,0.9649805447470817,0.9665175662693622,0.007639532465709692,146
