mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.05331003665924072,0.010321291142479492,0.007270956039428711,0.00084708632250219,{},0.7912772585669783,0.8327868852459017,0.8063492063492063,0.7815384615384615,0.8037974683544303,0.7696969696969697,0.8012618296529967,0.7815384615384615,0.8246753246753246,0.7987421383647798,0.7991664003983511,0.018468424119354676,1
