mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.3560161590576172,0.06369857790020621,0.5546681880950928,0.1973840573336021,ball_tree,-1,5,distance,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 5, 'weights': 'distance'}",0.9111111111111111,0.9372693726937269,0.9501915708812261,0.9657794676806084,0.9398496240601504,0.9398496240601504,0.9338235294117647,0.9505703422053232,0.9372693726937269,0.9442379182156134,0.9409951933013401,0.013326333426611145,7
0.3715208053588867,0.08702228702651665,0.49431116580963136,0.1942285979725619,ball_tree,-1,7,uniform,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 7, 'weights': 'uniform'}",0.8913043478260869,0.9136690647482013,0.9433962264150944,0.9338235294117647,0.929889298892989,0.9124087591240877,0.9236363636363636,0.9259259259259259,0.927007299270073,0.9338235294117647,0.9234884344662351,0.013871769671262189,21
0.3449375867843628,0.045218325085226704,0.5255731582641602,0.1674924536535417,ball_tree,-1,7,distance,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 7, 'weights': 'distance'}",0.9044117647058824,0.927007299270073,0.9465648854961832,0.9548872180451127,0.9363295880149813,0.9259259259259259,0.9304029304029303,0.9363295880149813,0.9338235294117647,0.9407407407407408,0.9336423470028576,0.01285179703361479,13
0.3470630407333374,0.037370187584575075,0.5877257823944092,0.17023958949463808,ball_tree,-1,9,uniform,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 9, 'weights': 'uniform'}",0.8705035971223021,0.8975265017667845,0.9253731343283583,0.926470588235294,0.9124087591240877,0.8992805755395684,0.9039145907473309,0.9124087591240877,0.9071428571428571,0.9202898550724637,0.9075319218203134,0.015619988238231531,27
0.3851797580718994,0.05283604360091318,0.5185802936553955,0.12114138664637614,ball_tree,-1,9,distance,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 9, 'weights': 'distance'}",0.9010989010989011,0.9236363636363636,0.9323308270676692,0.9473684210526315,0.9333333333333333,0.9025270758122743,0.927007299270073,0.9259259259259259,0.927007299270073,0.927007299270073,0.9247242745737319,0.013091489332693336,17
0.4371201753616333,0.10838794910999154,0.45714893341064455,0.20958469578739422,ball_tree,-1,11,uniform,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 11, 'weights': 'uniform'}",0.8642857142857142,0.8881118881118881,0.915129151291513,0.9230769230769231,0.8920863309352518,0.8865248226950354,0.8975265017667845,0.8888888888888888,0.8975265017667845,0.9136690647482013,0.8966825787566985,0.0162325698473487,30
0.42172946929931643,0.09013823770477103,0.4029531478881836,0.1614904588536766,ball_tree,-1,11,distance,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 11, 'weights': 'distance'}",0.8945454545454545,0.9136690647482013,0.9253731343283583,0.9333333333333333,0.926470588235294,0.8992805755395684,0.9202898550724637,0.901818181818182,0.9202898550724637,0.927007299270073,0.9162077341963393,0.012656468804360789,24
0.4424312591552734,0.1096914054657681,0.40952584743499754,0.16793598579097213,ball_tree,-1,15,uniform,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 15, 'weights': 'uniform'}",0.8510638297872342,0.8811188811188813,0.901818181818182,0.9097472924187726,0.8794326241134752,0.8532423208191127,0.865051903114187,0.8723404255319149,0.8719723183391005,0.8912280701754386,0.8777015847236298,0.01826358235015807,39
0.3924699306488037,0.14937761121696044,0.47963681221008303,0.1932185913600341,ball_tree,-1,15,distance,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 15, 'weights': 'distance'}",0.8808664259927798,0.900709219858156,0.9111111111111111,0.929889298892989,0.8888888888888888,0.8741258741258742,0.8873239436619719,0.8888888888888888,0.8936170212765956,0.9071428571428571,0.8962563529840113,0.015530949409357547,31
0.42327303886413575,0.13038479264242556,0.40466876029968263,0.1769187131107982,ball_tree,-1,21,uniform,"{'algorithm': 'ball_tree', 'n_jobs': -1, 'n_neighbors': 21, 'weights': 'uniform'}",0.8214285714285714,0.8600682593856656,0.8985507246376812,0.8833922261484098,0.8671328671328672,0.8278145695364237,0.8503401360544218,0.8501742160278746,0.8456375838926173,0.8571428571428572,0.856168201138739,0.02205758042497891,41
