mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.06900215148925781,0.009034778041076148,0.002686285972595215,0.000483779103277581,squared_error,,2,10,42,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'best'}",-0.37872694250818595,-0.4088009405001907,-0.4938086671422509,-0.48271905425287076,-0.3879848678376201,-0.4048715385458555,-0.40878871040000797,-0.4529355172535249,-0.3094795069754513,-0.6215849585550961,-0.43497007039710545,0.08017780770375024,211,-0.07319195032073691,-0.08397585163349691,-0.07329907873707013,-0.0724229712518407,-0.07214122400873221,-0.06577896173620305,-0.06832490408729508,-0.07002718395927739,-0.0828884244384018,-0.05898567758929721,-0.07210362277623514,0.007004647530896666
0.011384415626525878,0.0005069818579619979,0.002609443664550781,0.0004574465621855849,squared_error,,2,10,42,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'random'}",-0.3560021897305666,-0.29827016737942197,-0.36735644677339463,-0.341849617817414,-0.3029111643489034,-0.39141338432062495,-0.42273738019476315,-0.461545440223832,-0.31480126693575977,-0.42188588687451944,-0.36787729445992,0.05287321662621008,88,-0.11363978476798527,-0.11525924429894749,-0.12290287171063041,-0.10757031731163275,-0.12987416644106559,-0.12276257304687506,-0.11800547691440688,-0.11617113137716198,-0.12358434551775377,-0.12100697517080544,-0.11907768865572646,0.005957978331272248
0.05756642818450928,0.006925733343114599,0.0025438785552978514,0.0004697911969359601,squared_error,,4,2,42,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'best'}",-0.36808875617463954,-0.3655961546388942,-0.4179945837902842,-0.4303739023577279,-0.4075266721524583,-0.4517632764402222,-0.556865226230867,-0.4702791519699569,-0.3392215473143613,-0.43207803520185883,-0.42397873062712704,0.05890967871268572,179,-0.08247718688365219,-0.08600638508320156,-0.07728504328490902,-0.08503967427462543,-0.09078470327387854,-0.0691469384914805,-0.07724490442887323,-0.07382362435069444,-0.07844815340946419,-0.07159579915982274,-0.07918524126406018,0.0064901453110756
0.010918855667114258,0.0012306581061644517,0.0028163433074951173,0.0007155201518552046,squared_error,,4,2,42,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'random'}",-0.40744815738649476,-0.3697590585051204,-0.3503080829568402,-0.3881054948156502,-0.29587036134703093,-0.26042916491387474,-0.3798476829566257,-0.3929219516093632,-0.34173003004910524,-0.3998700891467442,-0.35862900736868497,0.04543103094772715,66,-0.14413945885807714,-0.1336360049791262,-0.14128427974103555,-0.14183271266675324,-0.13140146522018034,-0.14270048155538587,-0.13637677662918352,-0.13934714094635364,-0.13811349136259596,-0.13132111481660327,-0.13801529267752946,0.004437527095939136
0.057548141479492186,0.0065093852092164405,0.0024881601333618165,0.0006671368802852786,squared_error,,4,5,42,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'random_state': 42, 'splitter': 'best'}",-0.36808875617463954,-0.3655961546388942,-0.4179945837902842,-0.4303739023577279,-0.4075266721524583,-0.4517632764402222,-0.556865226230867,-0.4702791519699569,-0.3392215473143613,-0.43207803520185883,-0.42397873062712704,0.05890967871268572,179,-0.08247718688365219,-0.08600638508320156,-0.07728504328490902,-0.08503967427462543,-0.09078470327387854,-0.0691469384914805,-0.07724490442887323,-0.07382362435069444,-0.07844815340946419,-0.07159579915982274,-0.07918524126406018,0.0064901453110756
0.011057472229003907,0.0005800152227940847,0.002906656265258789,0.0004747381048433996,squared_error,,4,5,42,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5, 'random_state': 42, 'splitter': 'random'}",-0.40744815738649476,-0.3697590585051204,-0.3503080829568402,-0.3881054948156502,-0.29587036134703093,-0.26042916491387474,-0.3798476829566257,-0.3929219516093632,-0.34173003004910524,-0.3998700891467442,-0.35862900736868497,0.04543103094772715,66,-0.14413945885807714,-0.1336360049791262,-0.14128427974103555,-0.14183271266675324,-0.13140146522018034,-0.14270048155538587,-0.13637677662918352,-0.13934714094635364,-0.13811349136259596,-0.13132111481660327,-0.13801529267752946,0.004437527095939136
0.05583040714263916,0.00548366155826204,0.0030118465423583985,0.00047959932205391635,squared_error,,4,10,42,best,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'best'}",-0.34690609473897654,-0.3622140636845443,-0.4295892741220357,-0.40757697430828654,-0.4085380396233582,-0.44518931258761624,-0.5414586944482201,-0.46289679233811953,-0.32586151135280317,-0.4498420268202513,-0.4180072784024212,0.05999944886232583,158,-0.09162556272843894,-0.09836577374197619,-0.08827785643183828,-0.09368219198819722,-0.09685162459179424,-0.08092800738641834,-0.08338939774794756,-0.08526524003195507,-0.0930245408052182,-0.08302297345950865,-0.08944331689132927,0.0058244703622328765
0.010288143157958984,0.00028700155157430755,0.0028841495513916016,0.0003037012134143115,squared_error,,4,10,42,random,"{'criterion': 'squared_error', 'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10, 'random_state': 42, 'splitter': 'random'}",-0.29312630419882224,-0.26064388706553693,-0.33220443593331955,-0.360629358031512,-0.3102193763438095,-0.2905096563948067,-0.388180043522665,-0.41370891331015225,-0.32283761723910465,-0.48997687652620636,-0.3462036468565935,0.06517218419857894,38,-0.15216984059524177,-0.15032158682567048,-0.13984595346361983,-0.14780033150823194,-0.14779536274832053,-0.1549446758573903,-0.14487706224299016,-0.14285419761127618,-0.14378192713683421,-0.14903818475308353,-0.14734291227426588,0.004340050961650865
0.05206904411315918,0.0045301098397359804,0.002483367919921875,0.0005171373066914475,squared_error,10,1,2,42,best,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'best'}",-0.32837666904839347,-0.313069180018711,-0.5231645159324989,-0.6105317701603951,-0.31457996512956615,-0.4440516836126048,-0.4069637532618094,-0.5082724588927237,-0.3347193890692353,-0.4604003888160365,-0.42441297739419737,0.09753890306520993,193,-0.10907818289270658,-0.1343598117349891,-0.08428596217693242,-0.08820243557183285,-0.0952159094719696,-0.08241692794726818,-0.10818550897292326,-0.09061959325457207,-0.08648219989318257,-0.12878228697685146,-0.10076288188932284,0.017724280483735984
0.008877897262573242,0.0007204880403995009,0.0026236772537231445,0.0005265693247611445,squared_error,10,1,2,42,random,"{'criterion': 'squared_error', 'max_depth': 10, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42, 'splitter': 'random'}",-0.2739694429213688,-0.24518415819111425,-0.27684422442837336,-0.347301485194437,-0.27855741980469945,-0.36284325210105856,-0.4066891203643497,-0.3286393650821954,-0.27970115680607616,-0.32475752071672953,-0.31244871456104023,0.04747957455610892,17,-0.18543327935901177,-0.21018194269793894,-0.19154558367664304,-0.18353469463864444,-0.18512339428677826,-0.15445410592910114,-0.1451327653150132,-0.2027839870658677,-0.19728213473769549,-0.1731138503768475,-0.18285857380835416,0.01940184926206451
