mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_cache_size,param_degree,param_epsilon,param_gamma,param_kernel,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0.11211593151092529,0.010848493306400623,0.006722044944763183,0.0006783953556446156,0.1,5000,2,0.2,scale,poly,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'poly', 'max_iter': -1}",-0.22382081617652058,-0.22971426386312493,-0.2364571279332946,-0.27330246729060725,-0.23259350342606003,-0.26895958240736084,-0.2986509450947787,-0.3556532955195553,-0.2546603113744377,-0.32965375451541984,-0.27034660676011596,0.04271048509057545,55,-0.2545367165670921,-0.2532054653775202,-0.2508546000445688,-0.24775226508850443,-0.255190081951111,-0.2468849174177626,-0.2436876027337394,-0.24025547564302063,-0.2485255980131814,-0.23966759469972648,-0.24805603175362273,0.005284170686002006
0.08200030326843262,0.010571392259527858,0.008266329765319824,0.0003996795648763169,0.1,5000,2,0.2,scale,sigmoid,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'sigmoid', 'max_iter': -1}",-0.4106754519104998,-0.3224447072182471,-0.33427327176808935,-0.43481988210388084,-0.3604489867176109,-0.4899890747127001,-0.5030396587716361,-0.4905771747355347,-0.45970605568010553,-0.46403938267022415,-0.4270013646288529,0.06365535836626124,179,-0.42042623062402645,-0.4456903271944591,-0.43726111520964145,-0.43492364099614345,-0.4517086334742326,-0.40202928991903875,-0.4271969202183481,-0.46226548596624406,-0.41250141872600893,-0.48311602103376666,-0.437711908336191,0.022913163090538067
0.9839484930038452,0.41002449286519205,0.006173276901245117,0.0003994012516496872,0.1,5000,2,0.2,auto,linear,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'linear', 'max_iter': -1}",-0.20801671181411782,-0.23256951773911405,-0.25218389716631867,-0.2796363141573069,-0.2246467227983309,-0.2711829519280554,-0.3011551600044338,-0.36332211135191217,-0.2599236892183837,-0.37019199899112915,-0.2762829075169103,0.0520926483390478,77,-0.26332961287353013,-0.2590690830967777,-0.2581997149632889,-0.25456339262249794,-0.26406338082527614,-0.25583447695000505,-0.2523094463954148,-0.2471298838495147,-0.2550534967208678,-0.2461290821583877,-0.2555681570455561,0.005690832464347572
0.08015670776367187,0.01052783543619329,0.020410537719726562,0.005617004652528637,0.1,5000,2,0.2,auto,rbf,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'rbf', 'max_iter': -1}",-0.21699131672002697,-0.23239117038975943,-0.23346512097545047,-0.27058950829522066,-0.21941529451448077,-0.27261707900491033,-0.29975020775379624,-0.3405930997633983,-0.25565412490974027,-0.3321775743578272,-0.26736444966846107,0.04242169872824369,51,-0.2528410474002835,-0.24992152753890187,-0.24823094883342886,-0.24455210683594497,-0.25229554178179,-0.2436103710020494,-0.24433363822103313,-0.23905102457392838,-0.24617634219572895,-0.2365814016840961,-0.2457593950067185,0.005038087061437777
0.11486628055572509,0.008372086501213993,0.007220602035522461,0.001683282261208592,0.1,5000,2,0.2,auto,poly,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'poly', 'max_iter': -1}",-0.22390295306353822,-0.22970240473885256,-0.2366819921253237,-0.27352497192347713,-0.2325537944945262,-0.2690528676976036,-0.29843835094478927,-0.35669493419361303,-0.2545934424681163,-0.3297604447683773,-0.27049061564182175,0.04290161013104255,60,-0.25442317851126267,-0.25305546282233593,-0.2503155703284915,-0.24800394822044558,-0.2553359823503513,-0.246737962274877,-0.24410852808977124,-0.24076329303289257,-0.248602168018286,-0.24078121529031693,-0.24821273089390306,0.004971122412143714
0.07784287929534912,0.004868584883576985,0.008568120002746583,0.0012941939159423481,0.1,5000,2,0.2,auto,sigmoid,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'sigmoid', 'max_iter': -1}",-0.4229236720542216,-0.3242983667973301,-0.33937328170296865,-0.42737776810158096,-0.3560121958439056,-0.4950874337604484,-0.49163211281231284,-0.46021501250432995,-0.4515306736053042,-0.41311045138422375,-0.4181560968566626,0.05762904449814311,173,-0.428933727282616,-0.4482202411642822,-0.46049818399612447,-0.42704703289885076,-0.4468688267583706,-0.405797310647297,-0.41395331201705177,-0.42970695042569496,-0.4075149555308554,-0.42712424166480684,-0.42956647823859495,0.017064145827853667
0.7625025272369385,0.9018766676894068,0.00492243766784668,0.00046927040251864514,0.1,5000,2,0.5,scale,linear,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'linear', 'max_iter': -1}",-0.19743030447338972,-0.2183311808795577,-0.22730979331016138,-0.26568420542575494,-0.20472180980516227,-0.266578619044324,-0.2648000441719511,-0.29473150076954496,-0.24984215792441375,-0.3081403107857959,-0.24975699265900558,0.035287349693261034,9,-0.2553232200414542,-0.25300144371597605,-0.25189569253640887,-0.24771926626954374,-0.2544575110836435,-0.24758490796191632,-0.2478525319063748,-0.2445283147762929,-0.24953157871727302,-0.2430564294125091,-0.2494950896421393,0.0039022687228363884
0.08781130313873291,0.015280308183192192,0.011847877502441406,0.004419052851163533,0.1,5000,2,0.5,scale,rbf,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf', 'max_iter': -1}",-0.1965536941184508,-0.21776071037695696,-0.22889255905543282,-0.2655474289103052,-0.2047626194028922,-0.268288886105551,-0.2666742137401085,-0.29702843192729966,-0.2501689265445529,-0.3130110442358295,-0.250868851441738,0.03662868273905281,21,-0.25207356321157837,-0.2494475706867951,-0.24847329030646148,-0.24480502608497137,-0.2509367546600142,-0.24389600921225418,-0.24421622471094667,-0.2409906841608185,-0.2463613997727597,-0.23881762095772574,-0.2460018143764325,0.004063368186280417
0.09778995513916015,0.008905401945135298,0.004280471801757812,0.0006378406253485779,0.1,5000,2,0.5,scale,poly,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'poly', 'max_iter': -1}",-0.19851313919414412,-0.21676059593378974,-0.23062937495734043,-0.2677230749601567,-0.2047369647641046,-0.2685740042903978,-0.2770995842214892,-0.2999388227819243,-0.2501501146329808,-0.31398361317116996,-0.25281092889074974,0.037525997488974366,26,-0.2516484327555417,-0.24898590499255394,-0.24809030766850068,-0.24428626086109312,-0.25075284261257963,-0.24363932395470164,-0.24327171047850102,-0.24056393339823978,-0.24657342650958955,-0.23886620800414568,-0.24566783512354468,0.004042274959188834
0.05326976776123047,0.008185583253597578,0.006191444396972656,0.002178156260242529,0.1,5000,2,0.5,scale,sigmoid,-1,"{'C': 0.1, 'cache_size': 5000, 'degree': 2, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'sigmoid', 'max_iter': -1}",-0.2950009391517634,-0.267041475437777,-0.2807337634554487,-0.3498535188165431,-0.25111552191895525,-0.33747975091464505,-0.39008349090135597,-0.33596280200626794,-0.376973166711609,-0.3677313091951772,-0.32519757385095427,0.04618854826233951,157,-0.32006195571473706,-0.34549207345772404,-0.32715847523237573,-0.4013668277773116,-0.3447655684313267,-0.35491005305020146,-0.3649951605610063,-0.337830710088631,-0.35928745445634186,-0.37735331862757865,-0.3533221597397235,0.022859225480775142
